ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
30244	H-Ph¸ Kh«ng-Lv1	0;148;2;1						30127	720	
30245	H-Tóy KiÕm-Lv1	0;148;3;1						30127	720	
30246	H-TËt Phong-Lv1	0;148;4;1						30127	720	
30247	H-TÊn Vò-Lv1	0;148;5;1						30127	720	
30248	H-¦ng TËp-Lv1	0;148;6;1						30127	720	
30249	H-Lang KhiÕu-Lv1	0;148;7;1						30127	720	
30250	H-Linh T©m-Lv1	0;148;8;1						30127	720	
30251	H-ThÇn Lùc-Lv1	0;148;9;1						30127	720	
30252	H-Ng­ng ThÇn-Lv1	0;148;10;1						30127	720	
30253	H-V« Gian-Lv1	0;148;11;1						30127	720	
30254	H-V« Cùc-Lv1	0;148;12;1						30127	720	
30255	H-Cuång NhËn-Lv1	0;148;13;1						30127	720	
30256	H-L¨ng NhuÖ-Lv1	0;148;14;1						30127	720	
30257	H-Linh Viªn-Lv1	0;148;15;1						30127	720	
30258	H-H¶i VËn-Lv1	0;148;16;1						30127	720	
30259	H-H¶i T©m-Lv1	0;148;17;1						30127	720	
30260	C-LiÖt Nham-Lv1	0;149;1;1						30127	720	
30261	C-Ph¸ Kh«ng-Lv1	0;149;2;1						30127	720	
30262	C-Tóy KiÕm-Lv1	0;149;3;1						30127	720	
30263	C-TËt Phong-Lv1	0;149;4;1						30127	720	
30264	C-TÊn Vò-Lv1	0;149;5;1						30127	720	
30265	C-Né Ng©m-Lv1	0;149;6;1						30127	720	
30266	C-Xuyªn V©n-Lv1	0;149;7;1						30127	720	
30267	C-L¹c NhËt-Lv1	0;149;8;1						30127	720	
30268	C-ThÇn Lùc-Lv1	0;149;9;1						30127	720	
30269	C-Ng­ng ThÇn Lv1	0;149;10;1						30127	720	
30270	C-V« Gian-Lv1	0;149;11;1						30127	720	
30271	C-V« Cùc-Lv1	0;149;12;1						30127	720	
30272	C-Cuång NhËn-Lv1	0;149;13;1						30127	720	
30273	C-L¨ng NhuÖ-Lv1	0;149;14;1						30127	720	
30274	C-Linh Viªn-Lv1	0;149;15;1						30127	720	
30275	C-H¶i VËn-Lv1	0;149;16;1						30127	720	
30276	C-H¶i T©m-Lv1	0;149;17;1						30127	720	
30277	T-LiÖt Nham-Lv1	0;150;1;1						30127	720	
30278	T-Ph¸ Kh«ng-Lv1	0;150;2;1						30127	720	
30279	T-Tóy KiÕm-Lv1	0;150;3;1						30127	720	
30280	T-TËt Phong-Lv1	0;150;4;1						30127	720	
30281	T-TÊn Vò-Lv1	0;150;5;1						30127	720	
30282	T-V« L­îng-Lv1	0;150;6;1						30127	720	
30283	T-Môc Minh-Lv1	0;150;7;1						30127	720	
30284	T-Ng­ng ChiÕn-Lv1	0;150;8;1						30127	720	
30285	T-ThÇn Lùc-Lv1	0;150;9;1						30127	720	
30286	T-Ng­ng ThÇn-Lv1	0;150;10;1						30127	720	
30287	T-V« Gian-Lv1	0;150;11;1						30127	720	
30288	T-V« Cùc-Lv1	0;150;12;1						30127	720	
30289	T-Cuång NhËn-Lv1	0;150;13;1						30127	720	
30290	T-L¨ng NhuÖ-Lv1	0;150;14;1						30127	720	
30291	T-Linh Viªn-Lv1	0;150;15;1						30127	720	
30292	T-H¶i VËn-Lv1	0;150;16;1						30127	720	
30293	T-H¶i T©m-Lv1	0;150;17;1						30127	720	
30294	H-LiÖt Nham-Lv2	0;148;18;1						30128	720	
30295	H-Ph¸ Kh«ng-Lv2	0;148;19;1						30128	720	
30296	H-Tóy KiÕm-Lv2	0;148;20;1						30128	720	
30297	H-TËt Phong-Lv2	0;148;21;1						30128	720	
30298	H-TÊn Phong-Lv2	0;148;22;1						30128	720	
30299	H-¦ng TËp-Lv2	0;148;23;1						30128	720	
30300	H-Lang KhiÕu-Lv2	0;148;24;1						30128	720	
30301	H-Linh T©m-Lv2	0;148;25;1						30128	720	
30302	H-ThÇn Lùc-Lv2	0;148;26;1						30128	720	
30303	H-Ng­ng ThÇn-Lv2	0;148;27;1						30128	720	
30304	H-V« Gian-Lv2	0;148;28;1						30128	720	
30305	H-V« Cùc-Lv2	0;148;29;1						30128	720	
30306	H-Cuång NhËn-Lv2	0;148;30;1						30128	720	
30307	H-L¨ng NhuÖ-Lv2	0;148;31;1						30128	720	
30308	H-Linh Viªn-Lv2	0;148;32;1						30128	720	
30309	H-H¶i VËn-Lv2	0;148;33;1						30128	720	
30310	H-H¶i T©m-Lv2	0;148;34;1						30128	720	
30311	C-LiÖt Nham-Lv2	0;149;18;1						30128	720	
30312	C-Ph¸ Kh«ng-Lv2	0;149;19;1						30128	720	
30313	C-Tóy KiÕm-Lv2	0;149;20;1						30128	720	
30314	C-TËt Phong-Lv2	0;149;21;1						30128	720	
30315	C-TÊn Vò-Lv2	0;149;22;1						30128	720	
30316	C-Né Ng©m-Lv2	0;149;23;1						30128	720	
30317	C-Xuyªn V©n-Lv2	0;149;24;1						30128	720	
30318	C-L¹c NhËt-Lv2	0;149;25;1						30128	720	
30319	C-ThÇn Lùc-Lv2	0;149;26;1						30128	720	
30320	C-Ng­ng ThÇn-Lv2	0;149;27;1						30128	720	
30321	C-V« Gian-Lv2	0;149;28;1						30128	720	
30322	C-V« Cùc-Lv2	0;149;29;1						30128	720	
30323	C-Cuång NhËn-Lv2	0;149;30;1						30128	720	
30324	C-L¨ng NhuÖ-Lv2	0;149;31;1						30128	720	
30325	C-Linh Viªn-Lv2	0;149;32;1						30128	720	
30326	C-H¶i VËn-Lv2	0;149;33;1						30128	720	
30327	C-H¶i T©m-LV2	0;149;34;1						30128	720	
30328	T-LiÖt Nham-Lv2	0;150;18;1						30128	720	
30329	T-Ph¸ Kh«ng-Lv2	0;150;19;1						30128	720	
30330	T-Tóy KiÕm-Lv2	0;150;20;1						30128	720	
30331	T-TËt Phong-Lv2	0;150;21;1						30128	720	
30332	T-TÊn Vò-Lv2	0;150;22;1						30128	720	
30333	T-V« L­îng-Lv2	0;150;23;1						30128	720	
30334	T-Môc Minh-Lv2	0;150;24;1						30128	720	
30335	T-Ng­ng ChiÕn-Lv2	0;150;25;1						30128	720	
30336	T-ThÇn Lùc-Lv2	0;150;26;1						30128	720	
30337	T-Ng­ng ThÇn-Lv2	0;150;27;1						30128	720	
30338	T-V« Gian-Lv2	0;150;28;1						30128	720	
30339	T-V« Cùc-Lv2	0;150;29;1						30128	720	
30340	T-Cuång NhËn-Lv2	0;150;30;1						30128	720	
30341	T-L¨ng NhuÖ-Lv2	0;150;31;1						30128	720	
30342	T-Linh Viªn-Lv2	0;150;32;1						30128	720	
30343	T-H¶i VËn-Lv2	0;150;33;1						30128	720	
30344	T-H¶i T©m-Lv2	0;150;34;1						30128	720	
30345	H-LiÖt Nham-Lv3	0;148;35;1					1	30129	720	
30346	H-Ph¸ Kh«ng-Lv3	0;148;36;1					1	30129	720	
30347	H-Tóy KiÕm-Lv3	0;148;37;1					1	30129	720	
30348	H-TËt Phong-Lv3	0;148;38;1					1	30129	720	
30349	H-TÊn Vò-Lv3	0;148;39;1					1	30129	720	
30350	H-¦ng TËp-Lv3	0;148;40;1					1	30129	720	
30351	H-Lang KhiÕu-Lv3	0;148;41;1					1	30129	720	
30352	H-Linh T©m-Lv3	0;148;42;1					1	30129	720	
30353	H-ThÇn Lùc-Lv3	0;148;43;1					1	30129	720	
30354	H-Ng­ng ThÇn-Lv3	0;148;44;1					1	30129	720	
30355	H-V« Gian-Lv3	0;148;45;1					1	30129	720	
30356	H-V« Cùc-Lv3	0;148;46;1					1	30129	720	
30357	H-Cuång NhËn-Lv3	0;148;47;1					1	30129	720	
30358	H-L¨ng NhuÖ-Lv3	0;148;48;1					1	30129	720	
30359	H-Linh Viªn-Lv3	0;148;49;1					1	30129	720	
30360	H-H¶i VËn-Lv3	0;148;50;1					1	30129	720	
30361	H-H¶i T©m-Lv3	0;148;51;1					1	30129	720	
30362	C-LiÖt Nham-Lv3	0;149;35;1					1	30129	720	
30363	C-Ph¸ Kh«ng-Lv3	0;149;36;1					1	30129	720	
30364	C-Tóy KiÕm-Lv3	0;149;37;1					1	30129	720	
30365	C-TËt Phong-Lv3	0;149;38;1					1	30129	720	
30366	C-TÊn Vò-Lv3	0;149;39;1					1	30129	720	
30367	C-Né Ng©m-Lv3	0;149;40;1					1	30129	720	
30368	C-Xuyªn V©n-Lv3	0;149;41;1					1	30129	720	
30369	C-L¹c NhËt-Lv3	0;149;42;1					1	30129	720	
30370	C-ThÇn Lùc-Lv3	0;149;43;1					1	30129	720	
30371	C-Ng­ng ThÇn-Lv3	0;149;44;1					1	30129	720	
30372	C-V« Gian-Lv3	0;149;45;1					1	30129	720	
30373	C-V« Cùc-Lv3	0;149;46;1					1	30129	720	
30374	C-Cuång NhËn-Lv3	0;149;47;1					1	30129	720	
30375	C-L¨ng NhuÖ-Lv3	0;149;48;1					1	30129	720	
30376	C-Linh Viªn-Lv3	0;149;49;1					1	30129	720	
30377	C-H¶i VËn-Lv3	0;149;50;1					1	30129	720	
30378	C-H¶i T©m-Lv3	0;149;51;1					1	30129	720	
30379	T-LiÖt Nham-Lv3	0;150;35;1					1	30129	720	
30380	T-Ph¸ Kh«ng-Lv3	0;150;36;1					1	30129	720	
30381	T-Tóy KiÕm-Lv3	0;150;37;1					1	30129	720	
30382	T-TËt Phong-Lv3	0;150;38;1					1	30129	720	
30383	T-TÊn Vò-Lv3	0;150;39;1					1	30129	720	
30384	T-V« L­îng-Lv3	0;150;40;1					1	30129	720	
30385	T-Môc Minh-Lv3	0;150;41;1					1	30129	720	
30386	T-Ng­ng ChiÕn-Lv3	0;150;42;1					1	30129	720	
30387	T-ThÇn Lùc-Lv3	0;150;43;1					1	30129	720	
30388	T-Ng­ng ThÇn-Lv3	0;150;44;1					1	30129	720	
30389	T-V« Giang-Lv3	0;150;45;1					1	30129	720	
30390	T-V« Cùc-Lv3	0;150;46;1					1	30129	720	
30391	T-Cuång NhËn-Lv3	0;150;47;1					1	30129	720	
30392	T-L¨ng NhuÖ-Lv3	0;150;48;1					1	30129	720	
30393	T-Linh Viªn-Lv3	0;150;49;1					1	30129	720	
30394	T-H¶i VËn-Lv3	0;150;50;1					1	30129	720	
30395	T-H¶i T©m-Lv3	0;150;51;1					1	30129	720	
30396	Ma §ao Th¹ch cÊp 1	2;1;30428;1				3098;5		30130	720	
30397	Th«ng Thiªn LÖnh	2;1;30409;1				3099;10		30131	720	
30398	Vâ l©m b¸o míi	2;1;30314;1						30132	720	
30399	Th¸nh VËt S­ M«n	2;1;30311;1						30133	720	
30400	TruyÒn C«ng §¬n	2;1;30313;1						30134	720	
30401	M¶nh Tu Ch©n YÕu QuyÕt	2;1;30315;1						30135	720	
30402	TiÓu Nh©n s©m qu¶	2;0;552;1						30136	720	
30403	H¾c Ngäc §o¹n Tôc Cao	1;0;6;9						30137	720	
30404	V¹n VËt Quy Nguyªn §¬n	1;0;11;9						30138	720	
30405	Sinh Sinh Hãa T¸n	1;0;16;9						30139	720	
30406	Tiªu KiÕp t¸n	2;0;141;1						30140	720	
30407	Tinh luyÖn B¨ng Th¹ch	2;1;533;1						30141	720	
30408	Ma §¹o Th¹ch cÊp 2	2;1;30429;1				3100;5		30142	720	
30409	Th«ng Thiªn LÖnh	2;1;30409;1				3101;10		30143	720	
30410	M¶nh Thiªn Cang	2;1;30390;10				3102;50		30144	720	
30411	Linh Th¹ch Nguyªn Th¹ch cÊp 3	2;1;30415;1						30145	720	
30412	Linh Th¹ch Nguyªn Th¹ch cÊp 4	2;1;30416;1						30146	720	
30413	§¹i Nh©n s©m	2;0;553;1						30147	720	
30414	§Êu hån	2;1;1157;1						30148	720	
30415	ThÇn hµnh bÝ phæ	0;200;39;1						30149	720	
30416	Th¸i DÞch Hçn Nguyªn C«ng §å	2;0;1082;1						30150	720	
30417	Th¸i DÞch Hçn Nguyªn C«ng §å	2;0;1082;10						30151	720	
30418	ThiÖp dù tiÖc Long M«n	2;0;1037;1						30152	720	
30419	Lôc L©m Lang Yªn	2;1;1014;1						30153	720	
30420	Thñy Hoµng BÝ ChiÕu	2;1;1047;1						30154	720	
30421	M¶nh Thiªn M«n	2;1;30410;10				3103;20		30155		
30422	Thiªn M«n Kim LÖnh	2;1;30370;1				3104;10	1	30156		
30423	M¶nh Thiªn Cang	2;1;30390;10				3259;100		30157		
30424	Thiªn Cang LÖnh	2;95;204;1				3260;10	1	30158		
30425	Ma §ao Th¹ch cÊp 1	2;1;30428;1						30159		
30426	Ma §¹o Th¹ch cÊp 2	2;1;30429;1						30160		
30427	Ma §ao Th¹ch cÊp 3	2;1;30430;1						30161		
30428	C­êng hãa quyÓn 12	2;1;30424;1						30162	720	
30429	C­êng hãa quyÓn 13	2;1;30425;1						30163	720	
30430	C­êng hãa quyÓn 14	2;1;30426;1						30164	720	
30431	C­êng hãa quyÓn 15	2;1;30427;1					1	30165	720	
30432	H¹o NguyÖt-Quû Xóc Tµ ThÇn Y	0;100;3102;1	1	1	20			30166		haoyuezhuangbei
30433	H¹o NguyÖt-Quû Xóc Tµ ThÇn Y	0;100;3103;1	1	2	20			30167		haoyuezhuangbei
30434	H¹o NguyÖt-Quû Xóc Tµ ThÇn Y	0;100;3104;1	2	3	20			30168	168	haoyuezhuangbei
30435	H¹o NguyÖt-Quû Xóc Tµ ThÇn Y	0;100;3105;1	2	4	20			30169	168	haoyuezhuangbei
30436	H¹o NguyÖt-Quû Xóc Tµ ThÇn Trang	0;101;3102;1	1	1	20			30170	168	haoyuezhuangbei
30437	H¹o NguyÖt-Quû Xóc Tµ ThÇn Trang	0;101;3103;1	1	2	20			30171	168	haoyuezhuangbei
30438	H¹o NguyÖt-Quû Xóc Tµ ThÇn Trang	0;101;3104;1	2	3	20			30172	168	haoyuezhuangbei
30439	H¹o NguyÖt-Quû Xóc Tµ ThÇn Trang	0;101;3105;1	2	4	20			30173		haoyuezhuangbei
30440	H¹o NguyÖt-Quû Xóc Tµ ThÇn §ao	0;7;8984;1			20			30174		haoyuezhuangbei
30441	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0;100;3166;1	1	1	20			30175		yaoyang_capclothshoe
30442	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0;100;3167;1	1	2	20			30176	168	yaoyang_capclothshoe
30443	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0;100;3168;1	2	3	20			30177	168	yaoyang_capclothshoe
30444	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0;100;3169;1	2	4	20			30178		yaoyang_capclothshoe
30445	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Trang	0;101;3166;1	1	1	20			30179		yaoyang_capclothshoe
30446	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Trang	0;101;3167;1	1	2	20			30180		yaoyang_capclothshoe
30447	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Trang	0;101;3168;1	2	3	20			30181	168	yaoyang_capclothshoe
30448	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Trang	0;101;3169;1	2	4	20			30182	168	yaoyang_capclothshoe
30449	DiÖu D­¬ng-Quû Xóc Tµ ThÇn §ao	0;7;9004;1			20			30183	168	yaoyang_weapon
30450	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Tr¶o	0;11;9005;1			21			30184	168	yaoyang_weapon
30451	DiÖu D­¬ng-V« Cùc Thiªn T«n Trang	0;101;3150;1	1	1	14			30185	168	yaoyang_capclothshoe
30452	DiÖu D­¬ng-V« Cùc Thiªn T«n Trang	0;101;3151;1	1	2	14			30186		yaoyang_capclothshoe
30453	DiÖu D­¬ng-V« Cùc Thiªn T«n Trang	0;101;3152;1	2	3	14			30187		yaoyang_capclothshoe
30454	DiÖu D­¬ng-V« Cùc Thiªn T«n Trang	0;101;3153;1	2	4	14			30188		yaoyang_capclothshoe
30455	DiÖu D­¬ng-PhËt V©n Th¸nh C« QuÇn	0;101;3138;1	2	3	8			30189		yaoyang_capclothshoe
30456	DiÖu D­¬ng-PhËt V©n Th¸nh C« QuÇn	0;101;3139;1	2	4	8			30190		yaoyang_capclothshoe
30457	§¹i §Þnh Hån Thiªn Th¹ch Linh Th¹ch	2;1;1113;1					1	30191		
30458	C­êng hãa quyÓn cÊp 12	2;1;30424;1						30192		
30459	C­êng hãa quyÓn cÊp 13	2;1;30425;1						30193		
30460	C­êng hãa quyÓn cÊp 14	2;1;30426;1					1	30194		
30461	C­êng hãa quyÓn cÊp 15	2;1;30427;1					1	30195	168	
30462	Cæ D­¬ng Thó  B¶o B¶o	0;105;30021;1					1	30200	168	
30463	Thiªn HuyÔn Kh¾c B¶n cÊp 1 	2;1;30406;1						30201	168	
30464	Thiªn HuyÔn Kh¾c B¶n cÊp 2	2;1;30407;1						30202	168	
30465	TÈy T©m Th¹ch Kho¸ng	2;1;30536;1						30216		
30466	LuyÖn L« ThiÕt Kho¸ng	2;1;30537;1						30217		
30467	Tói Huy Ch­¬ng Dòng SÜ	2;1;30542;1						30213	168	
30468	Tói Huy Ch­¬ng Anh Hïng	2;1;30543;1						30218		
30469	ThiÕt Tinh cÊp 1	2;1;30533;1						30214		
30470	ThiÕt Tinh cÊp 2	2;1;30534;1						30215		
30471	ThiÕt Tinh cÊp 3	2;1;30535;1						30219		
30472	BÝ Ng©n Chïy	2;1;30539;1						30220		
30473	BÝ Ng©n To¶n	2;1;30538;1						30221		
30474	Tèy T©m Th¹ch Kho¸ng *10	2;1;30536;10						30224		
30475	LuyÖn L« ThiÕt Kho¸ng*10	2;1;30537;10						30225		
30476	Tinh ThiÕt cÊp 3*10	2;1;30535;10						30226		
30477	Tèy T©m Th¹ch Kho¸ng *10	2;1;30536;10						30227		
30478	LuyÖn L« ThiÕt Kho¸ng*10	2;1;30537;10						30228		
30479	vip Phong Th­ëng LÖnh: Du HiÖp	2;1;30560;1					1	30000;30229;30232;30235;30238;30241		
30480	vip Phong Th­ëng LÖnh: ¦ng D­¬ng	2;1;30561;1					1	30000;30244;30247;30250;30253		
30481	vip Phong Th­ëng LÖnh: ChiÕn Cuång	2;1;30562;1					1	30000;30256;30259;30262		
30482	Ngo¹i trang vip ¶m hån kim	2;1;30557;1					1	30000;30231;30234;30237;30240;30243		
30483	Ngo¹i trang vip t­¬ng kiÕn hoan	2;1;30558;1					1	30000;30246;30249;30252;30255		
30484	Ngo¹i trang vip thiÕu niªn du	2;1;30559;1					1	30000;30258;30261;30264		
30485	B¸o Tr¾ng B¶o B¶o	0;105;30028;1					1	30000;30230;30233;30236;30239;30242		
30486	B¸o §en B¶o B¶o	0;105;30029;1					1	30000;30230;30233;30236;30239;30242		
30487	B¸o Vµng B¶o B¶o	0;105;30030;1					1	30000;30230;30233;30236;30239;30242		
30488	Kim Mao Ng­u B¶o B¶o	0;105;30022;1					1	30000;30245;30248;30251;30254		
30489	Hång Mao Ng­u B¶o B¶o	0;105;30023;1					1	30000;30245;30248;30251;30254		
30490	Lam Mao Ng­u B¶o B¶o	0;105;30024;1					1	30000;30245;30248;30251;30254		
30491	L¹c §µ Tr¾ng	0;105;148;1					1	30000;30257;30260;30263		
30492	L¹c §µ X¸m	0;105;149;1					1	30000;30257;30260;30263		
30493	¤ V©n §¹p TuyÕt B¶o B¶o	0;105;30031;1						30265	720	
30494	§éc Gi¸c Thó B¶o B¶o	0;105;30032;1						30266	720	
30495	ThÇn hµnh b¶o ®iÓn	0;200;40;1						30267	720	
30496	B¸t B¶o TÈy Tñy Tiªn §¬n	2;0;138;1						30268	720	
30497	DÞch C©n §an	2;1;30549;1						30269	720	
30498	Thiªn Th¹ch linh th¹ch	2;1;1068;1				3198;1		30270	720	
30499	§Þnh Hån Thiªn Th¹ch Linh Th¹ch	2;1;1067;1				3199;1		30271	720	
30500	ChiÕn Cuång Thiªn §Þa M¹o	0;103;30143;1	1	1	2		1	30000;30272;30274		
30501	ChiÕn Cuång Thiªn §Þa M¹o	0;103;30144;1	1	2	2		1	30000;30272;30275		
30502	ChiÕn Cuång Thiªn T«n M¹o	0;103;30145;1	1	1	4		1	30000;30272;30276		
30503	ChiÕn Cuång Thiªn T«n M¹o	0;103;30146;1	1	2	4		1	30000;30272;30277		
30504	ChiÕn Cuång Phæ TÕ M¹o	0;103;30147;1	1	1	3		1	30000;30272;30278		
30505	ChiÕn Cuång Phæ TÕ M¹o	0;103;30148;1	1	2	3		1	30000;30272;30279		
30506	ChiÕn Cuång TuyÖt MÖnh Qu¸n	0;103;30149;1	1	1	6		1	30000;30272;30280		
30507	ChiÕn Cuång TuyÖt MÖnh Qu¸n	0;103;30150;1	1	2	6		1	30000;30272;30281		
30508	ChiÕn Cuång TuyÖt MÖnh Qu¸n	0;103;30151;1	2	3	6		1	30000;30272;30282		
30509	ChiÕn Cuång TuyÖt MÖnh Qu¸n	0;103;30152;1	2	4	6		1	30000;30272;30283		
30510	ChiÕn Cuång Bå T¸t Tr©m	0;103;30153;1	2	3	8		1	30000;30272;30284		
30511	ChiÕn Cuång Bå T¸t Tr©m	0;103;30154;1	2	4	8		1	30000;30272;30285		
30512	ChiÕn Cuång L­u Thñy Tr©m	0;103;30155;1	2	3	9		1	30000;30272;30286		
30513	ChiÕn Cuång L­u Thñy Tr©m	0;103;30156;1	2	4	9		1	30000;30272;30287		
30514	ChiÕn Cuång ThÇn Du C©n	0;103;30157;1	1	1	11		1	30000;30272;30288		
30515	ChiÕn Cuång ThÇn Du C©n	0;103;30158;1	1	2	11		1	30000;30272;30289		
30516	ChiÕn Cuång ThÇn Du C©n	0;103;30159;1	2	3	11		1	30000;30272;30290		
30517	ChiÕn Cuång ThÇn Du C©n	0;103;30160;1	2	4	11		1	30000;30272;30291		
30518	ChiÕn Cuång Tiªu Dao C©n	0;103;30161;1	1	1	12		1	30000;30272;30292		
30519	ChiÕn Cuång Tiªu Dao C©n	0;103;30162;1	1	2	12		1	30000;30272;30293		
30520	ChiÕn Cuång Tiªu Dao C©n	0;103;30163;1	2	3	12		1	30000;30272;30294		
30521	ChiÕn Cuång Tiªu Dao C©n	0;103;30164;1	2	4	12		1	30000;30272;30295		
30522	ChiÕn Cuång V« Vi Qu¸n	0;103;30165;1	1	1	14		1	30000;30272;30296		
30523	ChiÕn Cuång V« Vi Qu¸n	0;103;30166;1	1	2	14		1	30000;30272;30297		
30524	ChiÕn Cuång V« Vi Qu¸n	0;103;30167;1	2	3	14		1	30000;30272;30298		
30525	ChiÕn Cuång V« Vi Qu¸n	0;103;30168;1	2	4	14		1	30000;30272;30299		
30526	ChiÕn Cuång Cµn Kh«n Qu¸n	0;103;30169;1	1	1	15		1	30000;30272;30300		
30527	ChiÕn Cuång Cµn Kh«n Qu¸n	0;103;30170;1	1	2	15		1	30000;30272;30301		
30528	ChiÕn Cuång Cµn Kh«n Qu¸n	0;103;30171;1	2	3	15		1	30000;30272;30302		
30529	ChiÕn Cuång Cµn Kh«n Qu¸n	0;103;30172;1	2	4	15		1	30000;30272;30303		
30530	ChiÕn Cuång Thiªn Tinh  Kh«i	0;103;30173;1	1	1	17		1	30000;30272;30304		
30531	ChiÕn Cuång Thiªn Tinh  Kh«i	0;103;30174;1	1	2	17		1	30000;30272;30305		
30532	ChiÕn Cuång Thiªn Tinh  Kh«i	0;103;30175;1	2	3	17		1	30000;30272;30306		
30533	ChiÕn Cuång Thiªn Tinh  Kh«i	0;103;30176;1	2	4	17		1	30000;30272;30307		
30534	ChiÕn Cuång Xuyªn V©n Kh«i	0;103;30177;1	1	1	18		1	30000;30272;30308		
30535	ChiÕn Cuång Xuyªn V©n Kh«i	0;103;30178;1	1	2	18		1	30000;30272;30309		
30536	ChiÕn Cuång Xuyªn V©n Kh«i	0;103;30179;1	2	3	18		1	30000;30272;30310		
30537	ChiÕn Cuång Xuyªn V©n Kh«i	0;103;30180;1	2	4	18		1	30000;30272;30311		
30538	ChiÕn Cuång Minh T«n C©n	0;103;30181;1	1	1	20		1	30000;30272;30312		
30539	ChiÕn Cuång Minh T«n C©n	0;103;30182;1	1	2	20		1	30000;30272;30313		
30540	ChiÕn Cuång Minh T«n C©n	0;103;30183;1	2	3	20		1	30000;30272;30314		
30541	ChiÕn Cuång Minh T«n C©n	0;103;30184;1	2	4	20		1	30000;30272;30315		
30542	ChiÕn Cuång Cæ T©m C©n	0;103;30185;1	1	1	21		1	30000;30272;30316		
30543	ChiÕn Cuång Cæ T©m C©n	0;103;30186;1	1	2	21		1	30000;30272;30317		
30544	ChiÕn Cuång Cæ T©m C©n	0;103;30187;1	2	3	21		1	30000;30272;30318		
30545	ChiÕn Cuång Cæ T©m C©n	0;103;30188;1	2	4	21		1	30000;30272;30319		
30546	ChiÕn Cuång Phong L«i Qu¸n	0;103;30189;1	1	1	23		1	30000;30272;30320		
30547	ChiÕn Cuång Phong L«i Qu¸n	0;103;30190;1	1	2	23		1	30000;30272;30321		
30548	ChiÕn Cuång Th¸nh N÷  Tr©m	0;103;30203;1	2	3	29		1	30000;30272;30322		
30549	ChiÕn Cuång Th¸nh N÷  Tr©m	0;103;30204;1	2	4	29		1	30000;30272;30323		
30550	ChiÕn Cuång Th¸nh Linh Tr©m	0;103;30205;1	2	3	30		1	30000;30272;30324		
30551	ChiÕn Cuång Th¸nh Linh Tr©m	0;103;30206;1	2	4	30		1	30000;30272;30325		
30552	ChiÕn Cuång Thiªn §Þa Bµo	0;100;30143;1	1	1	2		1	30000;30272;30326		
30553	ChiÕn Cuång Thiªn §Þa Bµo	0;100;30144;1	1	2	2		1	30000;30272;30327		
30554	ChiÕn Cuång Thiªn T«n Bµo	0;100;30145;1	1	1	4		1	30000;30272;30328		
30555	ChiÕn Cuång Thiªn T«n Bµo	0;100;30146;1	1	2	4		1	30000;30272;30329		
30556	ChiÕn Cuång Phæ TÕ Bµo	0;100;30147;1	1	1	3		1	30000;30272;30330		
30557	ChiÕn Cuång Phæ TÕ Bµo	0;100;30148;1	1	2	3		1	30000;30272;30331		
30558	ChiÕn Cuång TuyÖt MÖnh Y	0;100;30149;1	1	1	6		1	30000;30272;30332		
30559	ChiÕn Cuång TuyÖt MÖnh Y	0;100;30150;1	1	2	6		1	30000;30272;30333		
30560	ChiÕn Cuång TuyÖt MÖnh Y	0;100;30151;1	2	3	6		1	30000;30272;30334		
30561	ChiÕn Cuång TuyÖt MÖnh Y	0;100;30152;1	2	4	6		1	30000;30272;30335		
30562	ChiÕn Cuång Bå T¸t Y	0;100;30153;1	2	3	8		1	30000;30272;30336		
30563	ChiÕn Cuång Bå T¸t Y	0;100;30154;1	2	4	8		1	30000;30272;30337		
30564	ChiÕn Cuång L­u ThñyY	0;100;30155;1	2	3	9		1	30000;30272;30338		
30565	ChiÕn Cuång L­u ThñyY	0;100;30156;1	2	4	9		1	30000;30272;30339		
30566	ChiÕn Cuång ThÇn Du Y	0;100;30157;1	1	1	11		1	30000;30272;30340		
30567	ChiÕn Cuång ThÇn Du Y	0;100;30158;1	1	2	11		1	30000;30272;30341		
30568	ChiÕn Cuång ThÇn Du Y	0;100;30159;1	2	3	11		1	30000;30272;30342		
30569	ChiÕn Cuång ThÇn Du Y	0;100;30160;1	2	4	11		1	30000;30272;30343		
30570	ChiÕn Cuång Tiªu Dao Y	0;100;30161;1	1	1	12		1	30000;30272;30344		
30571	ChiÕn Cuång Tiªu Dao Y	0;100;30162;1	1	2	12		1	30000;30272;30345		
30572	ChiÕn Cuång Tiªu Dao Y	0;100;30163;1	2	3	12		1	30000;30272;30346		
30573	ChiÕn Cuång Tiªu Dao Y	0;100;30164;1	2	4	12		1	30000;30272;30347		
30574	ChiÕn Cuång V« Vi Bµo	0;100;30165;1	1	1	14		1	30000;30272;30348		
30575	ChiÕn Cuång V« Vi Bµo	0;100;30166;1	1	2	14		1	30000;30272;30349		
