Task_ID	dialog_diff	dialog_1	dialog_2	dialog_3	dialog_4	dialog_5	dialog_6	dialog_7	dialog_8	dialog_9	dialog_10	dialog_11	dialog_12	dialog_13	dialog_14	dialog_15	dialog_16	dialog_17	dialog_18	dialog_19	dialog_20	Description	Task_Tip	Unfinish_Talk
142	finish_talk	PlayerName: §¹i ca, gÇn ®©y nghe ®ån rÊt nhiÒu liÖp hé ®i s¨n cã ®i kh«ng vÒ, nghe ®©u bŞ yªu ma b¾t ®i, kh«ng biÕt lµ cã viÖc nµy hay kh«ng n÷a?	NpcName: (Kinh ng¹c) cã chuyÖn nµy thËt sao, lóc ®ã tı n÷a th× ®· bŞ yªu ma giÕt chÕt råi, thËt may m¾n Nhan Kha ®· cøu ta.																					
143	get_talk	PlayerName: T¹i h¹ sÏ trõ h¹i cho b¸ t¸nh, do ®ã còng muèn b¸i kiÕn ®¹i hiÖp Nhan Kha vâ nghÖ cao c­êng, kh«ng biÕt Nhan Kha huynh Êy ®ang ë ph­¬ng trêi nµo?	NpcName: T¹i h¹ xin c¶m t¹ <sex> v× sù b×nh yªn cña b¸ t¸nh, Nhan ®¹i hiÖp hiÖn ®angë Linh B¶o S¬n trõ yªu, hy väng ng­¬i cã thÓ cïng huynh Êy tiªu diÖt yªu ma, ®Ó ta cã thÓ an t©m mµ sèng b×nh yªn.	PlayerName: §­îc th«i, ta sÏ nhanh chãng t×m ®­îc Nhan ®¹i hiÖp, nhÊt ®Şnh kh«ng®Ó cho lò yªu ma kia tiÕp tôc hoµnh hµnh n÷a.																				
143	finish_talk	PlayerName: B¸i kiÕn Nhan ®¹i hiÖp.																						
144	get_talk	NpcName: Kh«ng d¸m, kh«ng biÕt <sex> t×m ta cã viÖc g× kh«ng?	PlayerName: T¹i h¹ nghe ®ån Nhan ®¹i hiÖp ®· cøu mét liÖp hé, Nhan ®¹i hiÖp qu¶ lµ cao thñ, ta hy väng cã thÓ cïng Nhan ®¹i hiÖp diÖt trõ yªu ma, ®Ó cho b¸ t¸nh kh«ng cßn hoang mang lo sî n÷a.	NpcName: <sex> Tuæi trÎ tµi cao nh­ ng­¬i l¹i cã lßng tèt nh­ vËy, t¹i h¹ lÊy lµm kİnh phôc. Ngµy nay yªu ma xuÊt hiÖn, søc m¹nh kinh ng­êi, ng­êi phµm trÇn kh«ng dÔ g× ®· thu phôc ®­îc nã, Ta ®ang chÕ t¹o ph¸p phï thu phôc ng­ qu¸i, cÇn cã mét sè nguyªn liÖu, kh«ng biÕt <sex> cã thÓ gióp ta ®­îc kh«ng?	PlayerName: Tèt th«i, kh«ng biÕt Nhan ®¹i hiÖp cÇn nh÷ng nguyªn liÖu nµo?	NpcName: Ng­¬i ®Õn Thanh Thµnh S¬n Thiªn S­ §éng TÇng 1 lÊy trªn ng­êi Thô Qu¸i 5 M¶nh Linh DiÖp V¹n N¨m, t¹i tÇng 2 lÊy 5 Kú L©n HuyÕt vÒ ®©y.	PlayerName: Th«i ®­îc, t¹i h¹ xuÊt ph¸t ®©y.																	
144	finish_talk	PlayerName: Nhan ®¹i hiÖp, ta ®· vÒ råi, ®©y lµ nguyªn liÖu mµ huynh cÇn.																						
145	get_talk	NpcName: Tèt qu¸, ®a t¹ <sex>. Xem ra <sex> vâ c«ng thËt lîi h¹i, ta quyÕt ®Şnh ®Ó ng­¬i ®i thu phôc Ng­ Qu¸i, kh«ng biÕt ı cña <sex> thÊy thÕ nµo?	PlayerName: §­¬ng nhiªn råi, ®a t¹ Nhan ®¹i hiÖp ®· xem träng ta, ta nhÊt ®Şnh sÏ tiªu diÖt Ng­ Qu¸i.	NpcName: §õng kh¸ch s¸o, ®©y lµ c¸i Chu«ng trªn cã d¸n phï trõ yªu, ng­¬i ®Õn Nam Thµnh §«, l¾c chu«ng dô Ng­ Qu¸i ra vµ tiªu diÖt nã.	PlayerName: §­îc th«i, ta nhÊt ®Şnh sÏ tiªu diÖt Ng­ Qu¸i.																			
145	finish_talk	PlayerName: Nhan ®¹i hiÖp, con Ng­ Qu¸i nµy thËt lîi h¹i, nh­ng mµ ta ®· tiªu diÖt nã.	NpcName: Tèt ! Tèt ! Ng­¬i vÊt v¶ qu¸ <sex>µ.																					
146	get_talk	PlayerName: Kh«ng sao, kh«ng sao, Nhan ®¹i hiÖp c¸i thÕ v« song, kh«ng biÕt huynh häc ®­îc trõ yªu ma nh­ thÕ nµo nhØ?	NpcName: Ta vèn dÜ lµ ®Ö tö cña ph¸i C«n L«n, bæn ph¸i ®· ®¶m nhËn viÖc trõ ma diÖt qu¸i, ngµy nay t¹i Trung Nguyªn cã rÊt nhiÒu n¬i yªu ma xuÊt hiÖn, cho nªn ch­ëng m«n ®· ph¸i rÊt nhiÒu ®Ö tö ®Õn kh¾p n¬i ®Ó trõ ma diÖt qu¸i.	PlayerName: Ra lµ thÕ, t¹i h¹n nguyÖn cïng Nhan ®¹i hiÖp tiªu diÖt hÕt yªu ma ë Trung Nguyªn.	NpcName:(Lé vÏ buån rÇu) Haizz, yªu ma kh«ng chØ xuÊt hiÖn ë Trung Nguyªn kh«ng ®©u, tæ tiªn cña m«n ph¸i ta ®· tõng giam gi÷ yªu hå, b©y giê phong Ên ®· bŞ l¬i láng, nÕu nh­ kh«ng nhanh chãng thu phôc yªu hå, kh«ng bao l©u sau phong Ên bŞ ph¸ vì th× yªu hå sÏ bña ra kh¾p n¬i, nguy h¹i cho b¸ t¸nh.	NpcName: Yªu Hå rÊt m¹nh vµ hung d÷, ngay c¶ ch­ëng m«n Chu BÊt HoÆc còng ph¸t sÇu v× chuyÖn nµy. Ta thÊy ng­¬i vâ nghÖ cao c­êng, hay lµ ng­¬i ®i t×m ch­ëng m«n cña ta, xem ng­¬i cã gióp ®­îc g× hay ch¨ng?	PlayerName: Th«i ®­îc, t¹i h¹ ®i ®©y.																	
146	finish_talk	PlayerName: B¸i kiÕn ch­ëng m«n.																						
147	get_talk	NpcName: Ng­¬i lµ ng­êi mµ Nhan Kha th­êng hay nh¾c ®ªn <sex> ph¶i kh«ng?	PlayerName: §óng lµ t¹i h¹,t¹i h¹ nguyÖn cïng víi ch­ëng m«n thu phôc yªu hå.	NpcName:(l·o suy nghÜ mét l¸t) ®­îc, nh­ng ta ph¶i kh¶o nghiÖm vâ c«ng cña ng­¬i tr­íc, ®Ó xem n¨ng lùc cña ng­¬i nh­ thÕ nµo? Ng­¬i ®Õn Quû M«n Håi L¨ng tiªu diÖt 10 con TiÓu Lam §ao Qu¸i.	PlayerName: ®­îc, t¹i h¹ ®i ngay.																			
147	finish_talk	PlayerName: Chu ch­ëng m«n, ta ®· hoµn thµnh nhiÖm vô.	NpcName: <sex> qu¶ nhiªn vâ nghÖ kinh ng­êi. Hy väng ng­¬i cã thÓ gióp ta thu phôc yªu hå.	PlayerName: T¹i h¹ nhÊt ®Şnh cè g¾ng.																				
148	get_talk	NpcName: §a t¹ <sex>, Sù viÖc lµ nh­ vÇy, n¨m ®ã ta cã mét ®Ö tö tªn lµ Lª H¶i, ®· ®em lßng yªu L­u Th­êng cña ph¸i Thóy Yªn, nh­ng mµ L­u Th­êng ®· ®¶ th­¬ng tØ muéi Sµi Hoµng Nhi, ®Ó cøu lÊy Sµi Hoµng Nhi, nghe ®©u yªu hå cã thÓ håi sinh m¹ng sèng, L­u H¶i liÒn lĞn ®Õn sau nói ®Ó gióp ®ì.	NpcName: Yªu Hå ®· b¾t ®­îc L­u H¶i, lÊy lu«n kú nguyªn thÇn trèn mÊt, L­u H¶i ®· biÕn thµnh yªu hå nh­ nagyf nay, mµ Sµi Hoµng Nhi träng bÖnh còng qua.	NpcName: Tr­íc m¾t yªu hå v« cïng hung m¹nh, dùa vµo ng­¬i th× rÊt khã thu phôc nã, ta hy väng ng­¬i cã thÓ nhê Sµi Hoµng Nhi ®Õn, cã lÏ c« ta sÏ c¶m hãa ®­îc yªu hå	PlayerName: L­u Th­êng v× sao l¹i ®¸nh Sµi Hoµng Nhi chø?	NpcName: ha ha, qu¶ nhiªn <sex> trong lßng ng­¬i cã rÊt nhiÒu nghi vÊn, chi b»ng ng­¬i ®Õn Thóy Yªn M«n t×m Sµi Hoµng Nhi ®i, ng­¬i sÏ biÕt hÕt mäi chuyÖn x¶y ra nh­ thÕ nµo.	PlayerName: th«i ®­îc, t¹i h¹ ®i ngay.																	
148	finish_talk	PlayerName: T¹i h¹ b¸i kiÕn Sµi ch­ëng m«n.																						
149	get_talk	NpcName: Kh«ng biÕt <sex> ng­¬i ®Õn Thóy Yªn cña bæn ph¸i cã viÖc g× chø?	PlayerName: Sµi ch­ëng m«n cã biÕt L­u H¶i hay kh«ng?	NpcName: (Bçng nhiªn thÊy nhãi lßng) Uhm, H¶i s­ huynh, ng­¬i lµm sao mµ biÕt ®Õn s­ huynh ta chø?	PlayerName: Ta ®­îc biÕt L­u H¶i lµ ®Ö tö cña C«n L«n ph¸i, hiÖn t¹i C«n L«n ph¸i ®ang gÆp ph¶i khã kh¨n, ch­ëng m«n Chu BÊt HoÆc muèn thØnh cÇu ng­¬i gióp ®ì.	NpcName: §· x¶y ra viÖc g× chø? Cã can hÖ g× ®Õn H¶i s­ huynh kh«ng?	PlayerName: §óng vËy, chØ cã ng­¬i míi gióp cho C«n L«n ph¸i ®é n¹n qua quan, hy väng ng­¬i ra tay gióp ®ì.	NpcName: ChØ cÇn lµm ®­îc g× cho H¶i s­ huynh, ta ®Òu nguyÖn gióp ®ì hÕt søc m×nh.	PlayerName: §a t¹ Sµi ch­ëng m«n, ta cã thÓ ®­îc biÕt c©u chuyÖn x¶y ra gi÷a ba ng­êi kh«ng?	NpcName: N¨m ®ã tØ tØ L­u Th­êng bŞ yªu ma b¾t ®i, H¶i ca ca ®· cøu tØ Êy, tõ ®ã H¶i ca ca th­êng lui têi Thóy Yªn ®Ó vui ch¬i, quan hÖ cña ta vµ tØ tØ rÊt tèt, còng th­êng vui ®ïa cïng víi hä, dÇn dÇn ta còng ®em lßng yªu mÕn H¶i ca ca.	NpcName: TØ tØ còng ®em lßng yªu H¶i ca ca, sau khi tØ Êy ph¸t hiÖn ta còng yªu H¶i ca ca, th× rÊt phÉn né, cho r»ng ta ®ang muèn c­íp ng­êi trong tim cña tØ Êy, cho nªn ®· ®¶ th­¬ng ta, b¶n th©n ta liÓu yÕu ®µo t¬, mÊy nagyf sau ®ã tİnh m¹ng nh­ ngµn c©n treo sîi tãc, nh­ng mµ mét tuÇn sau ®ã, bÖnh cña ta tèt lªn rÊt nhiÒu, vµ sau ®ã còng kh«ng nh×n thÊy H¶i ca ca vµ tØ tØ cña ta n÷a.													
149	finish_talk	PlayerName: Chu ch­ëng m«n, ta ®· hiÓu râ mäi chuyÖn. Sµi Hoµng Nhi ®· ®ång ı cïng ta ®i thu phôc yªu hå råi.	NpcName: Tèt qu¸, ®a t¹ <sex>																					
150	get_talk	NpcName: Ta sÏ göi th­ cho Sµi Hoµng Nhi chóng ta sÏ gÆp nhau t¹i TrÊn Yªu ThÊt. <sex> ng­¬i cã thÓ chuÈn bŞ, th«ng qua TriÖu Tö B×nh ®i vµo TrÊn Yªu ThÊt.	PlayerName: §­îc råi, vËy th× chóng ta gÆp nhau t¹i TrÊn Yªu ThÊt.																					
150	finish_talk	PlayerName: Sµi tØ tØ, tØ còng ®Õn råi ­.																						
151	get_talk	NpcName: Uhm, chóng ta cïng nhau næ lùc, ®Ó b¸o thï cho H¶i ca ca.	Chu BÊt HoÆc: Tèt, mäi ng­êi b¾t ®Çu tÊn c«ng.																					
151	finish_talk	NpcName: H¶i ca ca, huynh ®õng rêi xa muéi ( Sµi Hoµng Nhi võa nh×n thÊy Lª H¶i võa khãc võa nãi)	Chu BÊt HoÆc: §ã lµ nguyªn thÇn cña Lª H¶i, anh ta ®· kh«ng cßn ë ®ã n÷a, c« n­¬ng h·y b×nh tÜnh.	Lª H¶i: Hoµng Nhi, thÊy muéi vÉn cßn sèng huynh thËt lÊy lµm vui trong lßng l¾m, th× ra yªu hå kh«ng cã lõa ta, hy väng muéi h·y tha thø cho L­u Th­êng, tha thø cho muéi Êy ngèc nghÕch kh«ng hiÓu chuyÖn. Ta kh«ng chØ h¹i muéi bŞ träng th­¬ng, l¹i cßn lµm cho ng­êi m×nh yªu th­¬ng chŞu nhiÒu ®au khæ, ta thËt ®óng lµ ®å ®¸ng chÕt v¹n lÇn.	NpcName: Trêi ¬i, H¶i ca ca, th× ra huynh lÊy sinh m¹ng cña b¶n th©n m×nh ®Ó cøu ta sao, ta thËt lµ ®å ®¸ng chÕt mµ, muéi kh«ng hÒ tr¸ch cø L­u Th­êng tØ tØ, huynh nhanh trë vÒ, ®õng rêi xa muéi.	Lª H¶i: §a t¹ Hoµng Nhi, vËy lµ ta ®· yªn t©m råi ( nguyªn thÇn cña L­u H¶i biÕn mÊt)	NpcName: H¶i ca ca, huynh ®õng ®i, huynh mau quay l¹i hu hu hu																	
152	get_talk	NpcName: H¶i ca ca, huynh ¬i huynh ®õng bá muéi l¹i mét m×nh b¬ v¬ (Sµi Hoµng Nhi ®au khæ v« cïng, lÆng lÏ rêi ®i)	Chu BÊt HoÆc: <sex> ®a t¹ ng­¬i ®· gióp ®ì, ng­¬i cã thÓ ®i Thóy Yªn thªm mét chuyÕn xem Sµi Hoµng Nhi nh­ thÕ nµo ®­îc kh«ng?	PlayerName: ChuÖn nµy kh«ng thµnh vÊn ®Ò, ta ®i th¨m Sai Hoµng Nhi xem cã tèt lªn ®­îc tİ nµo kh«ng.																				
152	finish_talk	PlayerName: Sµi tØ tØ, ng­¬i ®· thÊy khoe ch­a? Ta tin r»ng H¶i huynh linh thiªng còng mong r»ng tØ tØ sÏ sèng tèt h¬n, cßn cã L­u Th­êng tØ tØ  còng hy hy väng ng­¬i cã thÓ qu¶n lı Thóy Yªn tèt h¬n, ng­¬i ®õng lµm cho hä thÊt väng nhĞ.																						
153	get_talk	NpcName: §a t¹ <sex>, ta sÏ kh«ng bu«ng láng b¶n th©n m×nh ®©u, v× H¶i ca ca vµ L­u Th­êng tØ, ta sÏ cè g¾ng sèng tèt h¬n, ta quyÕt t©m trïng phôc m«n ph¸i Thóy Yªn, qu¶ng ®¹i chiªu mé m«n ®å.	PlayerName: VËy th× tèt qu¸ råi, hy väng ngµy sÏ cã cµng nhiÒu ng­êi gia nhËp Thóy Yªn M«n ( trong lßng suy nghÜ: sau nµy sÏ kh«ng cßn yªu ma t¸c lo¹n, ta ph¶i quay vÒ Hoa S¬n bÈm b¸o cho Nh¹c BÊt QuÇn míi ®­îc).																					
153	finish_talk	PlayerName: Nh¹c tr­ëng m«n, ta ®· trë vÒ. Trong thêi gian nµy ®· x¶y ra qu¸ nhiÒu chuyÖn (ng­¬i h·y kÓ nh÷ng chuyÖn ®· tr¶i qua cho Nh¹c BÊt QuÇn nghe)	NpcName: Th× ra lµ thÕ, Thóy Yªn M«n cã thÓ t¸i xuÊt giang hå, viÖc nµy lµ hû sù trong chèn vâ l©m, sÏ cã ngµy ta sÏ ®Õn b¸i kiÕn Thóy Yªn M«n mét chuyÕn.	NpcName: §Ó c¶m t¹ <sex> v× d©n trõ h¹i, ta sÏ gióp ng­¬i ®¶ th«ng c¶nh giíi kinh m¹ch Vâ V­¬ng.	PlayerName: §a t¹ Nh¹c ch­ëng m«n.																			
239	get_talk	NpcName: <sex> ng­¬i ®Õn råi, gÇn ®©y §¹i Lı Phñ ®ang gÆp kiÕp n¹n, nhê ng­¬i ®Õn §¹i Lı t×m §æng Giµ La ®Ó t×m hiÓu t×nh h×nh cô thÓ.	PlayerName: ®­îc, t¹i h¹i lËp tøc ®i ngay.																					
239	finish_talk	NpcName: <sex> ®Õn råi, h·y mau cøu lÊy §¹i Lı nµo!																						
240	get_talk	PlayerName: §æng ®¹i ca, §¹i Lı x¶y ra chuyÖn g× thÕ?	NpcName: Hu hu, thÇn thó Th­¬ng ¦ng b¶o vÖ §¹i Lı ®· bŞ Xi Háa Gi¸o ®o¹t ®i mÊt råi, Th­¬ng ¦ng lµ thÇn b¶o vÖ cña §¹i Lı chóng t«i, cã sù b¶o vÖ cña Th­¬ng ¦ng, §¹i Lı míi cã thÓ trµn trÒ søc sèng, nh­ng hiÖn t¹i Th­¬ng ¦ng kh«ng cßn n÷a, c¶ §¹i Lı kh«ng cã n­íc, sinh m¹ng cña b¸ t¸nh ®ang gÆp nguy, nÕu kh«ng thÓ t×m l¹i Th­¬ng ¦ng, th× §¹i Lı sÏ biÕn thµnh sa m¹c.	NpcName: L·o phu khÈn cÇu <sex> nhÊt ®Şnh ph¶i t×m ®­îc Th­¬ng ¦ng.	PlayerName: §æng ®¹i ca ®õng lo, ta sÏ gióp huynh t×m ®­îc Th­¬ng ¦ng, quyÕt kh«ng ®Ó bän Xi Háa Gi¸o lµm x»ng lµm bËy. Huynh biÕt Xi Háa Gi¸o hiÖn ®ang ë ®©u kh«ng?	NpcName: §a t¹ <sex>, ta th¨m dß ®­îc biÕt Xi Háa §ao Kh¸ch ®ang tô tËp ë §iÓm Th­¬ng S¬n, nhê <sex> h·y ®Õn §iÓm Th­¬ng S¬n t×m hiÓu t×nh h×nh.	PlayerName: §­îc råi, ta sÏ xuÊt ph¸t ngay.																	
240	finish_talk	PlayerName: §æng ®¹i ca, ta trë vÒ råi.																						
241	get_talk	NpcName: ThÕ nµo, cã th¨m dß ®­îc tin tøc g× kh«ng?	PlayerName: Ta ®· d¹y dç bän Xi Háa §ao Kh¸ch, chóng khai r»ng Th­¬ng ¦ng ®ang bŞ tèng giam t¹i nhµ lao ë Long Nh·n §éng-1.	NpcName: Ta nghe nãi Xi Háa Gi¸o nu«i rÊt nhiÒu Kh«i Lçi §éc Nh©n trong Long Nh·n §éng, <sex> ph¶i cÈn thËn ®Êy.	PlayerName: õm, ta sÏ cÈn thËn hµnh sù.																			
241	finish_talk	PlayerName: §æng ®¹i ca, ta ë trªn ng­êi cña Kh«i Lçi §éc Nh©n t×m ®­îc LÖnh Bµi Xi Háa Gi¸o.																						
242	get_talk	NpcName: §Ó ta xem thö, lÖnh bµi nµy ch¾c lµ giÊy th«ng hµnh ®Ó vµo nhµ lao, <sex> cã thÊy nhµ lao nµo kh«ng?	PlayerName: Kh«ng thÊy? µ, cã khi nµo bŞ giam trong Long Nh·n §éng-2 kh«ng?	NpcName: õm, <sex> cã thÓ ®i ®iÒu tra thªm lÇn n÷a, Long Nh·n §éng lµ cø ®iÓm cña Xi Háa Gi¸o, nhµ lao ch¾c ch¾n sÏ cã ng­êi canh gi÷, <sex> h·y cÈn thËn.	PlayerName: t¹i h¹ ®· râ.																			
242	finish_talk	PlayerName: Th­¬ng ¦ng nµy h×nh nh­ kh«ng thÓ cö ®éng råi, ph¶i ch¨ng lµ bŞ tróng ®éc, lµm sao ®­a nã ®i ®©y?																						
243	get_talk	PlayerName: B¾c §Èu L·o Nh©n tóc trİ ®a m­u, kiÕn thøc réng, kh«ng chõng sÏ cã c¸ch cøu ®­îc Th­¬ng ¦ng, xem ra ph¶i nhanh chãng ®i t×m B¾c §Èu L·o Nh©n.																						
243	finish_talk	PlayerName: §¹i s­, ta trë vÒ råi.																						
244	get_talk	NpcName: µ, §¹i Lı nh­ thÕ nµo råi?	PlayerName: Sù viÖc lµ nh­ thÕ nµy (KÓ l¹i t×nh h×nh cho B¾c §Èu L·o Nh©n), ®¹i s­, cã ph¶i Th­¬ng ¦ng bŞ Xi Háa Gi¸o h¹ ®éc råi kh«ng?	NpcName: õm, theo nh­ lêi cña ng­¬i th× ®éc mµ Th­¬ng ¦ng tróng ph¶i, gièng víi ®éc cña ®Ö tö Hoa S¬n ®· tróng tr­íc ®©y, tróng ®éc nµy sÏ toµn th©n kh«ng cã søc kh«ng thÓ cö ®éng.	NpcName: <sex> ta sÏ cho ng­¬i 1 Chu«ng BiÕn Th©n, sau khi ng­¬i vµo nhµ lao, l¾c chu«ng nµy sÏ biÕn thµnh h×nh d¹ng gièng nh­ Th­¬ng ¦ng, nh­ thÕ cã thÓ nãi chuyÖn víi Th­¬ng ¦ng råi, nã sÏ nãi cho ng­¬i biÕt sù thËt.	PlayerName: Th× ra lµ thÕ, vËy qu¸ tèt råi, ta cã thÓ nãi chuyÖn víi Th­¬ng ¦ng th× nªn gióp ®ì nã.																		
244	finish_talk	PlayerName: Th­¬ng ¦ng, ng­¬i kháe kh«ng? Nghe thÊy ta nãi chuyÖn kh«ng?																						
245	get_talk	NpcName: §Çu cña ta cho¸ng qu¸, ng­¬i lµ ai thÕ?	PlayerName: Qu¶ thËt lµ cã thÓ nãi chuyÖn víi ng­¬i råi. Ng­¬i ®õng sî, ta ®­îc §æng Giµ La ë §¹i Lı ph¸i ®Õn ®Ó cøu ng­¬i. Ng­¬i cã thÓ ®i cïng ta kh«ng?	NpcName: µ, th× ra lµ §æng ®¹i nh©n, hu hu, Xi Háa Gi¸o ®· h¹ ®éc víi ta, toµn th©n kh«ng cã søc lùc nªn kh«ng thÓ bay, ng­¬i cã thÓ gióp ta lÊy thuèc gi¶i kh«ng?	PlayerName: Hõm, ta ®· ®o¸n ®óng råi. Bän Xi Háa Gi¸o ®¸ng ghĞt, h·y yªn t©m, ta nhÊt ®Şnh sÏ t×m ®­îc thuèc gi¶i.	PlayerName: ¸, Xi Háa Gi¸o Chñ, h·y mau giao thuèc gi¶i ra ®©y.																		
245	finish_talk	PlayerName: Th­¬ng ¦ng, ta ®· lÊy ®­îc thuèc gi¶i råi.																						
246	get_talk	NpcName: Qu¸ tèt råi. §a t¹ <sex> ®· cøu gióp. HiÖn t¹i ta cã thÓ cö ®éng vµ ®ang phôc håi thÓ lùc, chóng ta cã thÓ trë vÒ §¹i Lı råi.	PlayerName: Kh«ng cÇn kh¸ch s¸o, ng­¬i phôc håi th× §¹i Lı ®­îc cøu råi. Chóng ta cïng quay vÒ nµo.	NpcName: §­îc th«i.																				
246	finish_talk	PlayerName: §æng ®¹i ca xem nµy, ta ®· dÉn Th­¬ng ¦ng quay vÒ råi.																						
247	get_talk	NpcName: ¤i, cuèi cïng th× Th­¬ng ¦ng ®· quay vÒ råi. §a t¹ <sex> ®· gióp ®ì, b¸ t¸nh cña §¹i Lı Phñ sÏ ghi nhí m·i c«ng ¬n cña ng­¬i, ®a t¹ <sex>.	PlayerName: Kh«ng cÇn kh¸ch s¸o, ®©y lµ viÖc ta nªn lµm, §¹i Lı kh«ng sao lµ tèt råi.	PlayerName: VËy ta ®i tr­íc ®©y, ta ph¶i th«ng b¸o t×nh h×nh cho B¾c §Èu L·o Nh©n, ®Ó «ng Êy yªn t©m.	NpcName: µ, th× ra lµ B¾c §Èu L·o Nh©n còng buån lßng v× chuyÖn cña §¹i Lı, thay ta c¸m ¬n «ng Êy.	PlayerName: §­îc råi, §æng ®¹i ca hÑn gÆp l¹i.																		
247	finish_talk	PlayerName: §¹i s­, ta trë vÒ råi. Th­¬ng ¦ng ®· an toµn quay vÒ §¹i Lı.	NpcName: VÊt v¶ cho <sex> råi, kh«ng ngê <sex> tuæi cßn trÎ mµ vâ c«ng phi th­êng. L·o phu quyÕt ®Şnh truyÒn thô Gi¸ng Linh ThuËt cho ng­¬i, sau khi häc Gi¸ng Linh ThuËt th× sau nµy ng­¬i sÏ dÔ dµng biÕn th©n thµnh b¹n ®ång hµnh. Ngoµi ra ta cßn tÆng ng­¬i 1 b¹n ®ång hµnh, t­ chÊt th«ng minh, ng­¬i cÇn ph¶i ch¨m sãc chu ®¸o, nã sÏ lµ trî thñ cña ng­¬i.	PlayerName: C¸m ¬n ®¹i s­ ®· truyÒn thô Gi¸ng Linh ThuËt cho ta, ta sÏ tu luyÖn thËt tèt, vµ ch¨m sãc chu ®¸o cho b¹n ®ång hµnh.																				
248	get_talk	PlayerName: B¸i kiÕn Nh¹c ch­ëng m«n, v·n bèi lu«n dèc lßng tu luyÖn kinh m¹ch, hiÖn t¹i ®· ®¶ th«ng c¶nh giíi Vâ V­¬ng, nhê Nh¹c ch­ëng m«n gióp ®ì v·n bèi ®¶ th«ng c¶nh giíi Vâ T«n.	NpcName: <sex> ®Õn råi, kh«ng thÓ dÔ dµng ®¶ th«ng c¶nh giíi Vâ T«n, ng­¬i ph¶i v­ît qua ®­îc thiªn kiÕp.	NpcName: Thiªn kiÕp lµ mét lo¹i chÕ ­íc mµ thiªn nhiªn dµnh cho sinh vËt, chØ khi tr¶i qua tho¸i biÕn, míi cã thÓ luyÖn thµnh thÇn thÓ, nh÷ng ng­êi kh«ng thÓ v­ît qua sÏ trë vÒ víi c¸t bôi.	NpcName: <sex> h·y suy nghÜ kü xem cã muèn tiÕp nhËn khiªu chiÕn träng ®¹i nµy kh«ng? §ång ı g¸nh chŞu mäi hËu qu¶?	PlayerName: §­îc, Nh¹c Ch­ëng M«n, t¹i h¹ quyÕt ®Şnh tiÕp nhËn khiªu chiÕn, nhê Nh¹c Ch­ëng M«n h·y chØ b¶o.	NpcName: §­îc, hiÖn t¹i ng­¬i cã thÓ ®Õn Thiªn Ba D­¬ng Phñ t×m Xa Th¸i Qu©n ®Ó tiÕp nhËn khiªu chiÕn, bµ Êy sÏ giao nhiÖm vô cho ng­¬i.	PlayerName: ®a t¹ Nh¹c tr­ëng m«n.																
248	finish_talk	PlayerName: B¸i kiÕn Xa Th¸i Qu©n.																						
249	get_talk	NpcName: <sex> ®Õn råi µ, ta còng nhËn ®­îc chØ thŞ cña Nh¹c Ch­ëng M«n, vËy th× <sex> h·y tiÕp nhËn khiªu chiÕn.	NpcName: Vâ c«ng cña Thiªn Ba D­¬ng Phñ chóng t«i ®Òu cao c­êng, nhê <sex> ®i tû thİ víi 10 H¾c Y Tr¸ng SÜ ë ngoµi cöa.	PlayerName: §­îc råi, ®a t¹ Xa Th¸i Qu©n.																				
249	finish_talk	PlayerName: Xa Th¸i Qu©n, ta trë vÒ råi.																						
250	get_talk	NpcName: Ha Ha, <sex> qu¶ nhiªn dòng m·nh thiÖn chiÕn, xem nh­ ®· v­ît qua ¶i cña ta, h·y ®Õn Nh¹n M«n Quan t×m Tèng Qu©n Tr­ëng Hé VÖ tiÕp nhËn khiªu chiÕn nµo.	PlayerName: §a t¹ Xa Th¸i Qu©n.																					
250	finish_talk	PlayerName: B¸i kiÕn ®éi tr­ëng.																						
251	get_talk	NpcName: Ng­¬i ch¾c lµ <sex> dòng m·nh thiÖn chiÕn mµ Xa Th¸i Qu©n ®· nh¾c ®Õn, rÊt nhiÒu ng­êi ®· tõng b¹i d­íi tay cña 10 Tr¸ng SÜ, ng­¬i cã thÓ ®¸nh b¹i hä th× ®óng lµ anh hïng thiÕu niªn.	PlayerName: §a t¹ ®éi tr­ëng, xin h·y chØ gi¸o.	NpcName: Ha Ha, ng­¬i thËt th¼ng th¾n. §­îc, vËy ng­¬i h·y ®Õn Thiªn S­ §éng-2 ®¸nh b¹i Ng« ViÖt L·o Tæ nµo.	PlayerName: ®­îc th«i																			
251	finish_talk	PlayerName: §éi tr­ëng, ta ®· hoµn thµnh nhiÖm vô råi.																						
252	get_talk	NpcName: Ha Ha, <sex> qu¶ nhiªn lîi h¹i, ng­¬i ®· v­ît qua khiªu chiÕn cña ta, tiÕp theo h·y ®Õn Nh¹n M«n Quan t×m D­¬ng NghiÖp Nguyªn So¸i, ë ®ã cã nhiÖm vô ®ang ®îi ng­¬i hoµn thµnh. Chóc may m¾n.	PlayerName: §a t¹ ®éi tr­ëng, hÑn gÆp l¹i.																					
252	finish_talk	PlayerName: B¸i kiÕn Nguyªn So¸i.																						
