Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	SÕp chång nhiÒu nhÊt	Håi phôc thuéc tİnh1	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (1)	Håi phôc thuéc tİnh2	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (2)	Håi phôc thuéc tİnh3	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (3)	Håi phôc thuéc tİnh4	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (4)	Thêi gian duy tr× hiÖu lùc (Sè ch½n)	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	L­u (chuçi kı tù)	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u 2	L­u 3
Phèi th¹ch cÊp 3 (Kh¸ng tÊt c¶ h¹ y)	2	21	2106	1	0	1												\image\item\other\¸ß¼¶Åä·½a1.spr	\image\item\other\¸ß¼¶Åä·½a0.spr	Ghi chĞp ThÇn cÊp linh th¹ch, kh¸ng tÊt c¶ t¨ng 12 (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (Kh¸ng tÊt c¶ h¹ y)	2	21	2107	1	0	1												\image\item\other\¸ß¼¶Åä·½a1.spr	\image\item\other\¸ß¼¶Åä·½a0.spr	Ghi chĞp ThÇn cÊp linh th¹ch, kh¸ng tÊt c¶ t¨ng 16 (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (Kh¸ng tÊt c¶ h¹ y)	2	21	2108	1	0	1												\image\item\other\¸ß¼¶Åä·½a1.spr	\image\item\other\¸ß¼¶Åä·½a0.spr	Ghi chĞp ThÇn cÊp linh th¹ch, kh¸ng tÊt c¶ t¨ng 2 (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (x¸c suÊt xuÊt chiªu)	2	21	2109	1	0	1												\image\item\other\¸ß¼¶Åä·½a1.spr	\image\item\other\¸ß¼¶Åä·½a0.spr	Ghi chĞp ThÇn cÊp linh th¹ch, x¸c suÊt xuÊt chiªu t¨ng 2 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (x¸c suÊt xuÊt chiªu)	2	21	2110	1	0	1												\image\item\other\¸ß¼¶Åä·½a1.spr	\image\item\other\¸ß¼¶Åä·½a0.spr	Ghi chĞp ThÇn cÊp linh th¹ch, x¸c suÊt xuÊt chiªu t¨ng 3 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (x¸c suÊt xuÊt chiªu)	2	21	2111	1	0	1												\image\item\other\¸ß¼¶Åä·½a1.spr	\image\item\other\¸ß¼¶Åä·½a0.spr	Ghi chĞp ThÇn cÊp linh th¹ch, x¸c suÊt xuÊt chiªu t¨ng 4 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (x¸c suÊt xuÊt chiªu)	2	21	2112	1	0	1												\image\item\other\¸ß¼¶Åä·½a1.spr	\image\item\other\¸ß¼¶Åä·½a0.spr	Ghi chĞp ThÇn cÊp linh th¹ch, x¸c suÊt xuÊt chiªu t¨ng 5 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (tèc ®é xuÊt chiªu)	2	21	2113	1	0	1												\image\item\other\¸ß¼¶Åä·½a1.spr	\image\item\other\¸ß¼¶Åä·½a0.spr	Ghi chĞp ThÇn cÊp linh th¹ch, tèc ®é xuÊt chiªu t¨ng 5 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (tèc ®é xuÊt chiªu)	2	21	2114	1	0	1												\image\item\other\¸ß¼¶Åä·½a1.spr	\image\item\other\¸ß¼¶Åä·½a0.spr	Ghi chĞp ThÇn cÊp linh th¹ch, tèc ®é xuÊt chiªu t¨ng 10 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (tèc ®é xuÊt chiªu)	2	21	2115	1	0	1												\image\item\other\¸ß¼¶Åä·½a1.spr	\image\item\other\¸ß¼¶Åä·½a0.spr	Ghi chĞp ThÇn cÊp linh th¹ch, tèc ®é xuÊt chiªu t¨ng 15 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (tèc ®é xuÊt chiªu)	2	21	2116	1	0	1												\image\item\other\¸ß¼¶Åä·½a1.spr	\image\item\other\¸ß¼¶Åä·½a0.spr	Ghi chĞp ThÇn cÊp linh th¹ch, tèc ®é xuÊt chiªu t¨ng 20 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (tèc ®é xuÊt chiªu)	2	21	2117	1	0	1												\image\item\other\¸ß¼¶Åä·½a1.spr	\image\item\other\¸ß¼¶Åä·½a0.spr	Ghi chĞp ThÇn cÊp linh th¹ch, tèc ®é xuÊt chiªu t¨ng 25 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (néi lùc tiªu hao)	2	21	2118	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc ®èi ph­¬ng tiªu hao 2 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (néi lùc tiªu hao)	2	21	2119	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc ®èi ph­¬ng tiªu hao 4 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (néi lùc tiªu hao)	2	21	2120	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc ®èi ph­¬ng tiªu hao 6 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (®éc s¸t)	2	21	2121	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, tÊn c«ng kÌm theo ®éc s¸t 10 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (®éc s¸t)	2	21	2122	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, tÊn c«ng kÌm theo ®éc s¸t 25 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (®éc s¸t)	2	21	2123	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, tÊn c«ng kÌm theo ®éc s¸t 40 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (®éc s¸t)	2	21	2124	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, tÊn c«ng kÌm theo ®éc s¸t 55 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (®éc s¸t)	2	21	2125	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, tÊn c«ng kÌm theo ®éc s¸t 70 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (®éc s¸t)	2	21	2126	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, tÊn c«ng kÌm theo ®éc s¸t 85 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (®éc s¸t)	2	21	2127	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, tÊn c«ng kÌm theo ®éc s¸t 100 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (ph¸ phßng thñ )	2	21	2128	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ph¸ phßng thñ ®èi ph­¬ng 4% (vò khİ)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (ph¸ phßng thñ )	2	21	2129	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ph¸ phßng thñ ®èi ph­¬ng 7% (vò khİ)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (ph¸ phßng thñ )	2	21	2130	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, ph¸ phßng thñ ®èi ph­¬ng 10 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (sinh lùc vò khİ)	2	21	2131	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 3 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (sinh lùc vò khİ)	2	21	2132	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 5 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (sinh lùc vò khİ)	2	21	2133	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 7 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (sinh lùc vò khİ)	2	21	2134	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 9 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (sinh lùc vò khİ)	2	21	2135	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 11 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (sinh lùc vò khİ)	2	21	2136	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 13 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (sinh lùc vò khİ)	2	21	2137	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 15 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (sinh lùc ¸o)	2	21	2138	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 3 (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (sinh lùc ¸o)	2	21	2139	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 5 (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (sinh lùc ¸o)	2	21	2140	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 7 (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (sinh lùc ¸o)	2	21	2141	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 9 (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (sinh lùc ¸o)	2	21	2142	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 11 (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (sinh lùc ¸o)	2	21	2143	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 13 (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (sinh lùc ¸o)	2	21	2144	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 15 (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (sinh lùc nãn)	2	21	2145	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 3 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (sinh lùc nãn)	2	21	2146	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 5 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (sinh lùc nãn)	2	21	2147	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 7 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (sinh lùc nãn)	2	21	2148	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 9 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (sinh lùc nãn)	2	21	2149	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 11 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (sinh lùc nãn)	2	21	2150	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 13 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (sinh lùc nãn)	2	21	2151	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 15 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (sinh lùc h¹ y)	2	21	2152	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 3 (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (sinh lùc h¹ y)	2	21	2153	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 5 (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (sinh lùc h¹ y)	2	21	2154	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 7 (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (sinh lùc h¹ y)	2	21	2155	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 9 (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (sinh lùc h¹ y)	2	21	2156	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 11 (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (sinh lùc h¹ y)	2	21	2157	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 13 (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (sinh lùc h¹ y)	2	21	2158	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, sinh lùc t¨ng 15 (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (néi lùc vò khİ)	2	21	2159	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc t¨ng 3 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (néi lùc vò khİ)	2	21	2160	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc t¨ng 5 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (néi lùc vò khİ)	2	21	2161	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc t¨ng 7 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (néi lùc vò khİ)	2	21	2162	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc t¨ng 9 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (néi lùc vò khİ)	2	21	2163	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc t¨ng 11 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (néi lùc vò khİ)	2	21	2164	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc t¨ng 13 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (néi lùc vò khİ)	2	21	2165	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc t¨ng 15 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (néi lùc ¸o)	2	21	2166	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc t¨ng 3 (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (néi lùc ¸o)	2	21	2167	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc t¨ng 5 (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (néi lùc ¸o)	2	21	2168	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc t¨ng 7 (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (néi lùc ¸o)	2	21	2169	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc t¨ng 9 (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (néi lùc ¸o)	2	21	2170	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc t¨ng 11 (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (néi lùc ¸o)	2	21	2171	1	0	1												\image\item\other\ÖĞ¼¶Åä·½a1.spr	\image\item\other\ÖĞ¼¶Åä·½a0.spr	Ghi chĞp Tiªn cÊp linh th¹ch, néi lùc t¨ng 13 (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
