Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
§¹i Tèng Nguyªn So¸i Hæ Phï	0	102	3056	10	10000	0	100						23017	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i Hæ Phï	0	102	3057	10	10000	0	100						23018	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i Hæ Phï	0	102	3058	10	10000	0	100						23019	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i Hæ Phï	0	102	3059	10	10000	0	100						23020	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i LÖnh Kú	0	102	3060	10	10000	0	100						23017	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i LÖnh Kú	0	102	3061	10	10000	0	100						23018	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i LÖnh Kú	0	102	3062	10	10000	0	100						23019	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i LÖnh Kú	0	102	3063	10	10000	0	100						23020	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i HiÖu Phï	0	102	3064	10	10000	0	100						23017	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i HiÖu Phï	0	102	3065	10	10000	0	100						23018	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i HiÖu Phï	0	102	3066	10	10000	0	100						23019	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i HiÖu Phï	0	102	3067	10	10000	0	100						23020	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i HiÖu Kú	0	102	3068	10	10000	0	100						23017	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i HiÖu Kú	0	102	3069	10	10000	0	100						23018	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i HiÖu Kú	0	102	3070	10	10000	0	100						23019	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i HiÖu Kú	0	102	3071	10	10000	0	100						23020	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i Hæ Phï	0	102	3072	10	10000	0	100						23021	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i Hæ Phï	0	102	3073	10	10000	0	100						23022	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i Hæ Phï	0	102	3074	10	10000	0	100						23023	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i Hæ Phï	0	102	3075	10	10000	0	100						23024	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i LÖnh Kú	0	102	3076	10	10000	0	100						23021	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i LÖnh Kú	0	102	3077	10	10000	0	100						23022	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i LÖnh Kú	0	102	3078	10	10000	0	100						23023	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i LÖnh Kú	0	102	3079	10	10000	0	100						23024	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i HiÖu Phï	0	102	3080	10	10000	0	100						23021	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i HiÖu Phï	0	102	3081	10	10000	0	100						23022	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i HiÖu Phï	0	102	3082	10	10000	0	100						23023	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i HiÖu Phï	0	102	3083	10	10000	0	100						23024	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i HiÖu Kú	0	102	3084	10	10000	0	100						23021	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i HiÖu Kú	0	102	3085	10	10000	0	100						23022	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i HiÖu Kú	0	102	3086	10	10000	0	100						23023	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i HiÖu Kú	0	102	3087	10	10000	0	100						23024	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i Hæ Phï	0	102	3088	10	10000	0	100						23025	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i Hæ Phï	0	102	3089	10	10000	0	100						23026	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i Hæ Phï	0	102	3090	10	10000	0	100						23027	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i Hæ Phï	0	102	3091	10	10000	0	100						23028	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i LÖnh Kú	0	102	3092	10	10000	0	100						23025	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i LÖnh Kú	0	102	3093	10	10000	0	100						23026	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i LÖnh Kú	0	102	3094	10	10000	0	100						23027	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i LÖnh Kú	0	102	3095	10	10000	0	100						23028	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i HiÖu Phï	0	102	3096	10	10000	0	100						23025	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i HiÖu Phï	0	102	3097	10	10000	0	100						23026	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i HiÖu Phï	0	102	3098	10	10000	0	100						23027	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i HiÖu Phï	0	102	3099	10	10000	0	100						23028	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i HiÖu Kú	0	102	3100	10	10000	0	100						23025	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i HiÖu Kú	0	102	3101	10	10000	0	100						23026	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i HiÖu Kú	0	102	3102	10	10000	0	100						23027	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i HiÖu Kú	0	102	3103	10	10000	0	100						23028	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i Hæ Phï	0	102	3104	10	10000	0	100						23029	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i Hæ Phï	0	102	3105	10	10000	0	100						23030	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i Hæ Phï	0	102	3106	10	10000	0	100						23031	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i Hæ Phï	0	102	3107	10	10000	0	100						23032	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i LÖnh Kú	0	102	3108	10	10000	0	100						23029	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i LÖnh Kú	0	102	3109	10	10000	0	100						23030	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i LÖnh Kú	0	102	3110	10	10000	0	100						23031	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i LÖnh Kú	0	102	3111	10	10000	0	100						23032	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i HiÖu Phï	0	102	3112	10	10000	0	100						23029	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i HiÖu Phï	0	102	3113	10	10000	0	100						23030	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i HiÖu Phï	0	102	3114	10	10000	0	100						23031	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch		§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
