Tªn vò khİ	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	CÇm trªn tay	S¸t th­¬ng ngo¹i c«ng	S¸t th­¬ng Néi c«ng 	®é s¾c bĞn	Tèc ®é xuÊt chiªu	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò;Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi; sö dông tµi nguyªn nµo	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Tö Quang Phôc Ma Thñ	0	0	2354	50	18000	0	300	0	245;490	210;420	1	90	52354	80				\image\item\weapon\wea_han_014a1.spr	\image\item\weapon\wea_han_014a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	¿ÕÊÖ	Hé thñ	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	4	0					
Tö Quang L­u V©n Ch©m	0	1	2355	50	18000	0	300	0	145;290		1	80	52355	80				\image\item\weapon\wea_dar_014a1.spr	\image\item\weapon\wea_dar_014a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	°µÆ÷	¸m khİ	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	6	0					
Tö Quang HuyÒn Minh KiÕm	0	2	2356	50	18000	0	300	0	160;320	280;560	1	86	52356	80				\image\item\weapon\wea_swd_023a1.spr	\image\item\weapon\wea_swd_023a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	³¤½£7a	Tr­êng kiÕm	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	8	0					
Tö Quang Tiªu T­¬ng CÇm	0	10	2357	50	18000	0	300	1	190;380	210;420	1	90	52357	80				\image\item\weapon\wea_qin_014a1.spr	\image\item\weapon\wea_qin_014a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	ÇÙ7a	CÇm	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	9	0					
Tö Quang Gi¸ng Long Thñ	0	0	2358	50	18000	0	300	0	245;490	210;420	1	90	52358	80				\image\item\weapon\wea_han_014a1.spr	\image\item\weapon\wea_han_014a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	¿ÕÊÖ	Hé thñ	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	11	0					
Tö Quang Hµnh V©n C«n	0	5	2359	50	18000	0	300	0	200;400		1	84	52359	80				\image\item\weapon\wea_sta_014a1.spr	\image\item\weapon\wea_sta_014a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	¹÷7a	C«n	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	12	0					
Tö Quang L­ìng Nghi KiÕm	0	2	2360	50	18000	0	300	0	160;320	280;560	1	86	52360	80				\image\item\weapon\wea_swd_023a1.spr	\image\item\weapon\wea_swd_023a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	³¤½£7a	Tr­êng kiÕm	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	14	0					
Tö Quang §o¹n V¨n Bót	0	9	2361	50	18000	0	300	0	160;320		1	110	52361	80				\image\item\weapon\wea_bru_014a1.spr	\image\item\weapon\wea_bru_014a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	±Ê7a	Bót	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	15	0					
Tö Quang TrÊn Qu©n Th­¬ng	0	6	2362	50	18000	0	300	0	125;375		1	86	52362	80				\image\item\weapon\wea_qan_012a1.spr	\image\item\weapon\wea_qan_012a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	Ç¹7a	Th­¬ng	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	17	0					
Tö Quang Xuyªn D­¬ng Cung	0	4	2363	50	18000	0	300	1	160;320		1	86	52363	80				\image\item\weapon\wea_gon_012a1.spr	\image\item\weapon\wea_gon_012a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	¹­7a	Cung	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	18	0					
Tö Quan O¸n Linh NhÉn	0	7	2364	50	18000	0	300	2	180;360	250;500	1	105	52364	80				\image\item\weapon\wea_ddao_012a1.spr	\image\item\weapon\wea_ddao_012a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	Ë«µ¶7a	Song ®ao	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	20	0					
Tö Quang V¹n §éc Tr¶o	0	11	2365	50	18000	0	300	2	180;360	210;420	1	105	52365	80				\image\item\weapon\wea_zhua_012a1.spr	\image\item\weapon\wea_zhua_012a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	×¦7a	Tr¶o		8	2	1	21	0					
Tö Quang L«i Doanh KiÕm	0	2	2366	50	18000	0	300	0	160;320	280;560	1	86	52366	80				\image\item\weapon\wea_swd_023a1.spr	\image\item\weapon\wea_swd_023a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	³¤½£7a	Tr­êng kiÕm	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	23	0					
Tö Quang Viªm Phong §ao	0	3	2367	50	18000	0	300	0	240;480		1	100	52367	80				\image\item\weapon\wea_bla_014a1.spr	\image\item\weapon\wea_bla_014a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	µ¥µ¶7a	§¬n ®ao	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1		0					
Tö Quang Béc HuyÕt Tr¶o	0	11	2368	50	18000	0	300	2	180;360	210;420	1	105	52368	80				\image\item\weapon\wea_zhua_012a1.spr	\image\item\weapon\wea_zhua_012a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	×¦7a	Tr¶o	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1		0					
Tö Quang Ng¹o TuyÕt Chi	0	13	2369	50	18000	0	300	0	204;408	175;350	1	87	52369	80				\image\item\weapon\Wea_lingzhi_008a1.spr	\image\item\weapon\Wea_lingzhi_008a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	ÁéÖ¦8a	Linh Chi	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	29	0					
Tö Quang V¹n Hoa §Şch	0	12	2370	50	18000	0	300	0	158;318	84;162	1	87	52370	80				\image\item\weapon\Wea_di_013a1.spr	\image\item\weapon\Wea_di_013a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	µÑ8b	Tiªu	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	30	0					
Thanh §éc §ao	0	3	2500	10	100	0	100	0	20;40		1	100	302500	10			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bla_004a1.spr	\image\item\weapon\wea_bla_004a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	µ¥µ¶2a			3	2	1		0					
Thanh §éc C«n 	0	5	2500	10	100	0	100	0	13;25		1	84	502500	10				\image\item\weapon\wea_sta_002a1.spr	\image\item\weapon\wea_sta_002a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	¹÷1b			3	2	1		0					
Thanh §éc Tr­îng 	0	8	2500	10	100	0	100	0	13;27	22;44	1	86	802500	10			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_can_005a1.spr	\image\item\weapon\wea_can_005a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	ÎıÕÈ2a			3	2	1		0					
Thanh §éc Kim	0	1	2500	10	100	0	100	0	12;24		1	80	102500	10				\image\item\weapon\wea_dar_002a1.spr	\image\item\weapon\wea_dar_002a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	°µÆ÷			3	2	1		0					
Thanh §éc KiÕm 	0	2	2500	10	100	0	100	0	10;20	14;28	1	86	202500	10				\image\item\weapon\wea_swd_002a1.spr	\image\item\weapon\wea_swd_002a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	³¤½£1b			3	2	1		0					
Thanh §éc CÇm 	0	10	2500	10	100	0	100	1	21;43	26;52	1	90	1002500	10			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qin_004a1.spr	\image\item\weapon\wea_qin_004a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	ÇÙ2a			3	2	1		0					
Thanh §éc Thñ 	0	0	2500	10	100	0	100	0	13;27	11;23	1	90	250000	10				\image\item\weapon\wea_han_002a1.spr	\image\item\weapon\wea_han_002a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	¿ÕÊÖ			3	2	1		0					
Thanh §éc Bót 	0	9	2500	10	100	0	100	0	20;40		1	110	902500	10			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_004a1.spr	\image\item\weapon\wea_bru_004a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	±Ê2a			3	2	1		0					
Thanh §éc Th­¬ng 	0	6	2500	10	100	0	100	0	15;45		1	86	602500	10			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_002a1.spr	\image\item\weapon\wea_qan_002a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	Ç¹2a			3	2	1		0					
Thanh §éc Cung	0	4	2500	10	100	0	100	1	18;38		1	86	402500	10			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_gon_002a1.spr	\image\item\weapon\wea_gon_002a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	¹­2a			3	2	1		0					
Thanh §éc NhÉn	0	7	2500	10	100	0	100	2	21;43	34;68	1	105	702500	10			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_ddao_002a1.spr	\image\item\weapon\wea_ddao_002a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	Ë«µ¶2a			3	2	1		0					
Thanh §éc Tr¶o	0	11	2500	10	100	0	100	2	21;43	25;49	1	105	1102500	10			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_zhua_001a1.spr	\image\item\weapon\wea_zhua_001a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	×¦2a			3	2	1		0					
§ao ¢n s­	0	3	2501	40	10000	0	250	0	220;440		1	100	302501	73			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bla_013a1.spr	\image\item\weapon\wea_bla_013a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	µ¥µ¶6b			7	2	1		0					
C«n ¢n s­	0	5	2501	40	10000	0	250	0	183;367		1	84	502501	73				\image\item\weapon\wea_sta_013a1.spr	\image\item\weapon\wea_sta_013a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	¹÷6b			7	2	1		0					
Tr­îng ¢n s­	0	8	2501	40	10000	0	250	0	167;333	233;467	1	86	802501	73			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_can_013a1.spr	\image\item\weapon\wea_can_013a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	ÎıÕÈ6b			7	2	1		0					
Ch©m ¢n s­	0	1	2501	40	10000	0	250	0	133;267		1	80	102501	73				\image\item\weapon\wea_dar_013a1.spr	\image\item\weapon\wea_dar_013a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	°µÆ÷			7	2	1		0					
KiÕm ¢n s­	0	2	2501	40	10000	0	250	0	150;300	267;533	1	86	202501	73				\image\item\weapon\wea_swd_013a1.spr	\image\item\weapon\wea_swd_013a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	³¤½£6b			7	2	1		0					
S­ ¢n CÇm 	0	10	2501	40	10000	0	250	1	167;333	193;387	1	90	1002501	73			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qin_013a1.spr	\image\item\weapon\wea_qin_013a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	ÇÙ6b			7	2	1		0					
¢n s­ Thñ	0	0	2501	40	10000	0	250	0	233;467	200;400	1	90	250001	73				\image\item\weapon\wea_han_013a1.spr	\image\item\weapon\wea_han_013a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	¿ÕÊÖ			7	2	1		0					
S­ ¢n Bót	0	9	2501	40	10000	0	250	0	150;300		1	110	902501	73			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_013a1.spr	\image\item\weapon\wea_bru_013a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	±Ê6b			7	2	1		0					
S­ ¢n Th­¬ng	0	6	2501	40	10000	0	250	0	115;345		1	86	602501	73			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_011a1.spr	\image\item\weapon\wea_qan_011a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	Ç¹6b			7	2	1		0					
S­ ¢n Cung 	0	4	2501	40	10000	0	250	1	144;290		1	86	402501	73			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_gon_009a1.spr	\image\item\weapon\wea_gon_009a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	¹­6b			7	2	1		0					
S­ ¢n NhÉn	0	7	2501	40	10000	0	250	2	167;333	233;467	1	105	702501	73			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_ddao_011a1.spr	\image\item\weapon\wea_ddao_011a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	Ë«µ¶4a			7	2	1		0					
S­ ¢n Tr¶o 	0	11	2501	40	10000	0	250	2	167;333	200;400	1	105	1102501	73			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_zhua_011a1.spr	\image\item\weapon\wea_zhua_011a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	×¦6b			7	2	1		0					
Håi Phong KiÕm	0	2	2510	40	10000	0	300	0	150;300	267;533	1	86	250210	70				\image\item\weapon\wea_swd_013a1.spr	\image\item\weapon\wea_swd_013a0.spr	HÊp thô nhiÖt khİ thiªn ®Şa, luyÖn trong ngän löa bïng ch¸y hõng hùc, t¹o ra binh khİ v« cïng s¾c bĞn. 	³¤½£6b			7	2	1		0					
L­u Phong KiÕm	0	2	2511	40	10000	0	300	0	150;300	267;533	1	86	250211	70				\image\item\weapon\wea_swd_013a1.spr	\image\item\weapon\wea_swd_013a0.spr	HÊp thô nhiÖt khİ thiªn ®Şa, luyÖn trong ngän löa bïng ch¸y hõng hùc, t¹o ra binh khİ v« cïng s¾c bĞn. 	³¤½£6b			7	2	1		0					
TËt Phong Thñ	0	0	2510	40	10000	0	300	0	233;467	200;400	1	90	250010	70				\image\item\weapon\wea_han_013a1.spr	\image\item\weapon\wea_han_013a0.spr	HÊp thô nhiÖt khİ thiªn ®Şa, luyÖn trong ngän löa bïng ch¸y hõng hùc, t¹o ra binh khİ v« cïng s¾c bĞn. 	¿ÕÊÖ			7	2	1		0					
LiÖt Phong Thñ	0	0	2511	40	10000	0	300	0	233;467	200;400	1	90	250011	70				\image\item\weapon\wea_han_013a1.spr	\image\item\weapon\wea_han_013a0.spr	HÊp thô nhiÖt khİ thiªn ®Şa, luyÖn trong ngän löa bïng ch¸y hõng hùc, t¹o ra binh khİ v« cïng s¾c bĞn. 	¿ÕÊÖ			7	2	1		0					
Èn Phong Ch©m	0	1	2510	40	10000	0	300	0	133;267		1	80	250110	70				\image\item\weapon\wea_dar_013a1.spr	\image\item\weapon\wea_dar_013a0.spr	HÊp thô nhiÖt khİ thiªn ®Şa, luyÖn trong ngän löa bïng ch¸y hõng hùc, t¹o ra binh khİ v« cïng s¾c bĞn. 	°µÆ÷			7	2	1		0					
PhÇn Phong Tr­îng	0	8	2510	40	10000	0	300	0	167;333	233;467	1	86	250810	70				\image\item\weapon\wea_can_013a1.spr	\image\item\weapon\wea_can_013a0.spr	HÊp thô nhiÖt khİ thiªn ®Şa, luyÖn trong ngän löa bïng ch¸y hõng hùc, t¹o ra binh khİ v« cïng s¾c bĞn. 	ÎıÕÈ6b			7	2	1		0					
TiÖt Phong Bót	0	9	2510	40	10000	0	300	0	150;300		1	110	250910	70				\image\item\weapon\wea_bru_013a1.spr	\image\item\weapon\wea_bru_013a0.spr	HÊp thô nhiÖt khİ thiªn ®Şa, luyÖn trong ngän löa bïng ch¸y hõng hùc, t¹o ra binh khİ v« cïng s¾c bĞn. 	±Ê6b			7	2	1		0					
§o·n Phong Th­¬ng	0	6	2510	40	10000	0	300	0	115;345		1	86	250610	70				\image\item\weapon\wea_qan_011a1.spr	\image\item\weapon\wea_qan_011a0.spr	HÊp thô nhiÖt khİ thiªn ®Şa, luyÖn trong ngän löa bïng ch¸y hõng hùc, t¹o ra binh khİ v« cïng s¾c bĞn. 	Ç¹6b			7	2	1		0					
TËp Phong Cung	0	4	2510	40	10000	0	300	1	144;290		1	86	250410	70				\image\item\weapon\wea_gon_009a1.spr	\image\item\weapon\wea_gon_009a0.spr	HÊp thô nhiÖt khİ thiªn ®Şa, luyÖn trong ngän löa bïng ch¸y hõng hùc, t¹o ra binh khİ v« cïng s¾c bĞn. 	¹­6b			7	2	1		0					
Ph¸ Phong §ao	0	3	2510	40	10000	0	300	0	220;440		1	100	250310	70				\image\item\weapon\wea_bla_013a1.spr	\image\item\weapon\wea_bla_013a0.spr	HÊp thô nhiÖt khİ thiªn ®Şa, luyÖn trong ngän löa bïng ch¸y hõng hùc, t¹o ra binh khİ v« cïng s¾c bĞn. 	µ¥µ¶6b			7	2	1		0					
Ph¸n Phong C«n	0	5	2510	40	10000	0	300	0	183;367		1	84	250510	70				\image\item\weapon\wea_sta_013a1.spr	\image\item\weapon\wea_sta_013a0.spr	HÊp thô nhiÖt khİ thiªn ®Şa, luyÖn trong ngän löa bïng ch¸y hõng hùc, t¹o ra binh khİ v« cïng s¾c bĞn. 	¹÷6b			7	2	1		0					
UÈn Phong CÇm	0	10	2510	40	10000	0	300	1	167;333	193;387	1	90	251010	70				\image\item\weapon\wea_qin_013a1.spr	\image\item\weapon\wea_qin_013a0.spr	HÊp thô nhiÖt khİ thiªn ®Şa, luyÖn trong ngän löa bïng ch¸y hõng hùc, t¹o ra binh khİ v« cïng s¾c bĞn. 	ÇÙ6b			7	2	1		0					
Minh Phong NhÉn	0	7	2510	40	10000	0	300	2	167;333	233;467	1	105	250710	70				\image\item\weapon\wea_ddao_011a1.spr	\image\item\weapon\wea_ddao_011a0.spr	HÊp thô nhiÖt khİ thiªn ®Şa, luyÖn trong ngän löa bïng ch¸y hõng hùc, t¹o ra binh khİ v« cïng s¾c bĞn. 	Ë«µ¶4a			7	2	1		0					
Dùc Phong Tr¶o	0	11	2510	40	10000	0	300	2	167;333	200;400	1	105	251110	70				\image\item\weapon\wea_zhua_011a1.spr	\image\item\weapon\wea_zhua_011a0.spr	HÊp thô nhiÖt khİ thiªn ®Şa, luyÖn trong ngän löa bïng ch¸y hõng hùc, t¹o ra binh khİ v« cïng s¾c bĞn. 	×¦6b			7	2	1		0					
Tô Tinh KiÕm	0	2	2520	50	10000	0	300	0	160;320	283;566	1	86	250220	80				\image\item\weapon\wea_swd_024a1.spr	\image\item\weapon\wea_swd_024a0.spr	HÊp thô tinh hoa thiªn ®Şa luyÖn thµnh; binh khİ t¹o ra biÕn hãa kh«n l­êng.	³¤½£7b			9	2	1		0					
Phi Tinh KiÕm	0	2	2521	50	10000	0	300	0	160;320	283;566	1	86	250221	80				\image\item\weapon\wea_swd_024a1.spr	\image\item\weapon\wea_swd_024a0.spr	HÊp thô tinh hoa thiªn ®Şa luyÖn thµnh; binh khİ t¹o ra biÕn hãa kh«n l­êng.	³¤½£7b			9	2	1		0					
ChÊn Tinh Thñ	0	0	2520	50	10000	0	300	0	252;504	216;432	1	90	250020	80				\image\item\weapon\wea_han_015a1.spr	\image\item\weapon\wea_han_015a0.spr	HÊp thô tinh hoa thiªn ®Şa luyÖn thµnh; binh khİ t¹o ra biÕn hãa kh«n l­êng.	¿ÕÊÖ			9	2	1		0					
TiÕu Tinh Thñ	0	0	2521	50	10000	0	300	0	252;504	216;432	1	90	250021	80				\image\item\weapon\wea_han_015a1.spr	\image\item\weapon\wea_han_015a0.spr	HÊp thô tinh hoa thiªn ®Şa luyÖn thµnh; binh khİ t¹o ra biÕn hãa kh«n l­êng.	¿ÕÊÖ			9	2	1		0					
HÊp Tinh Ch©m	0	1	2520	50	10000	0	300	0	146;292		1	80	250120	80				\image\item\weapon\wea_dar_015a1.spr	\image\item\weapon\wea_dar_015a0.spr	HÊp thô tinh hoa thiªn ®Şa luyÖn thµnh; binh khİ t¹o ra biÕn hãa kh«n l­êng.	°µÆ÷			9	2	1		0					
Lam Tinh Tr­îng	0	8	2520	50	10000	0	300	0	180;360	249;498	1	86	250820	80				\image\item\weapon\wea_can_015a1.spr	\image\item\weapon\wea_can_015a0.spr	HÊp thô tinh hoa thiªn ®Şa luyÖn thµnh; binh khİ t¹o ra biÕn hãa kh«n l­êng.	ÎıÕÈ7b			9	2	1		0					
ChuyÓn Tinh Bót	0	9	2520	50	10000	0	300	0	165;330		1	110	250920	80				\image\item\weapon\wea_bru_015a1.spr	\image\item\weapon\wea_bru_015a0.spr	HÊp thô tinh hoa thiªn ®Şa luyÖn thµnh; binh khİ t¹o ra biÕn hãa kh«n l­êng.	±Ê7b			9	2	1		0					
§Şnh Tinh Th­¬ng	0	6	2520	50	10000	0	300	0	129;387		1	86	250620	80				\image\item\weapon\wea_qan_013a1.spr	\image\item\weapon\wea_qan_013a0.spr	HÊp thô tinh hoa thiªn ®Şa luyÖn thµnh; binh khİ t¹o ra biÕn hãa kh«n l­êng.	Ç¹7b			9	2	1		0					
T­êng Tinh Cung	0	4	2520	50	10000	0	300	1	165;330		1	86	250420	80				\image\item\weapon\wea_gon_013a1.spr	\image\item\weapon\wea_gon_013a0.spr	HÊp thô tinh hoa thiªn ®Şa luyÖn thµnh; binh khİ t¹o ra biÕn hãa kh«n l­êng.	¹­7b			9	2	1		0					
§»ng Tinh §ao	0	3	2520	50	10000	0	300	0	243;486		1	100	250320	80				\image\item\weapon\wea_bla_015a1.spr	\image\item\weapon\wea_bla_015a0.spr	HÊp thô tinh hoa thiªn ®Şa luyÖn thµnh; binh khİ t¹o ra biÕn hãa kh«n l­êng.	µ¥µ¶7b			9	2	1		0					
BiÕn Tinh C«n	0	5	2520	50	10000	0	300	0	198;396		1	84	250520	80				\image\item\weapon\wea_sta_015a1.spr	\image\item\weapon\wea_sta_015a0.spr	HÊp thô tinh hoa thiªn ®Şa luyÖn thµnh; binh khİ t¹o ra biÕn hãa kh«n l­êng.	¹÷7b			9	2	1		0					
Th¸i Tinh CÇm	0	10	2520	50	10000	0	300	1	183;366	212;425	1	90	251020	80				\image\item\weapon\wea_qin_015a1.spr	\image\item\weapon\wea_qin_015a0.spr	HÊp thô tinh hoa thiªn ®Şa luyÖn thµnh; binh khİ t¹o ra biÕn hãa kh«n l­êng.	ÇÙ7b			9	2	1		0					
Ma Tinh NhÉn	0	7	2520	50	10000	0	300	2	180;360	252;504	1	105	250720	80				\image\item\weapon\wea_ddao_013a1.spr	\image\item\weapon\wea_ddao_013a0.spr	HÊp thô tinh hoa thiªn ®Şa luyÖn thµnh; binh khİ t¹o ra biÕn hãa kh«n l­êng.	Ë«µ¶7b			9	2	1		0					
Hèi Tinh Tr¶o	0	11	2520	50	10000	0	300	2	180;360	216;432	1	105	251120	80				\image\item\weapon\wea_zhua_013a1.spr	\image\item\weapon\wea_zhua_013a0.spr	HÊp thô tinh hoa thiªn ®Şa luyÖn thµnh; binh khİ t¹o ra biÕn hãa kh«n l­êng.	×¦7b			9	2	1		0					
