Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	SÕp chång nhiÒu nhÊt	Håi phôc thuéc tİnh1	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (1)	Håi phôc thuéc tİnh2	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (2)	Håi phôc thuéc tİnh3	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (3)	Håi phôc thuéc tİnh4	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (4)	Thêi gian duy tr× hiÖu lùc (Sè ch½n)	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	L­u (chuçi kı tù)	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã thÓ giao dŞch hay kh«ng ( 0 cã thÓ giao dŞch, cã thÓ b¸n; 1 kh«ng thÓ giao dŞch kh«ng thÓ b¸n; 2 cã thÓ b¸n, kh«ng thÓ giao dŞch; 3 kh«ng thÓ b¸n, cã thÓ giao dŞch; 4 cã thÓ b¸n, sau khi mang vµo sÏ bŞ khãa)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	B¶o l­u 1	B¶o l­u 2	B¶o l­u 3	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
B¶o r­¬ng ThÇn bİ	2	1	30031	1	0	100												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Giang hå ®ån ®¹i r»ng bªn trong b¶o r­¬ng cã chøa 1 trong c¸c lo¹i b¶o vËt cña Tµng KiÕm S¬n Trang		ThÇn bİ	\script\online\viet_event\october_event_08\mystery_box.lua	1	0	0							
Hép quµ gi¸ng sinh	2	1	30032	1	0	100												\image\item\other\Viet_Ê¥µ®ÀñºĞ_36.spr	\image\item\other\Viet_Ê¥µ®ÀñºĞ_80.spr	Bªn trong hép quµ gi¸ng sinh cã chøa 1 trong nh÷ng vËt phÈm ®Ó trang trİ c©y th«ng (H¹n sö dông: 24:00 04-01-2009)		ThÇn bİ	\script\online\viet_event\xmas_08\item\common_xmas_box.lua	1	0	0							
Hép Quµ Xanh	2	1	30033	1	0	100												\image\item\other\Viet_À¶É«ÀñºĞ_36.spr	\image\item\other\Viet_À¶É«ÀñºĞ_80.spr	Bªn trong cã rÊt nhiÒu mãn quµ bÊt ngê (H¹n sö dông: 24:00 11-01-2009)		ThÇn bİ	\script\online\viet_event\xmas_08\item\blue_xmas_box.lua	1	0	0							
Hép Quµ §á	2	1	30034	1	0	100												\image\item\other\Viet_ºìÉ«ÀñºĞ_36.spr	\image\item\other\Viet_ºìÉ«ÀñºĞ_80.spr	Bªn trong cã rÊt nhiÒu mãn quµ bÊt ngê (H¹n sö dông: 24:00 11-01-2009)		ThÇn bİ	\script\online\viet_event\xmas_08\item\red_xmas_box.lua	1	0	0							
Hép quµ	2	1	30035	1	0	100												\image\item\other\Viet_ÀñºĞ_36.spr	\image\item\other\Viet_ÀñºĞ_80.spr	Bªn trong hép quµ cã rÊt nhiÒu phÇn th­ëng (H¹n sö dông: 24:00 04-01-2009)		ThÇn bİ	\script\online\viet_event\xmas_08\item\new_xmas_box.lua	1	0	0							
Hép Quµ Ngo¹i Trang	2	1	30036	1	0	1												\image\item\other\Viet_Íâ×°ÀñºĞ_36.spr	\image\item\other\Viet_Íâ×°ÀñºĞ_80.spr	Bªn trong hép quµ chøa c¸c bé ®å ngo¹i trang gi¸ng sinh		§· khãa	\script\online\viet_event\xmas_08\item\cloth_xmas_box.lua	1	2	1							
Hép Quµ §Æc BiÖt	2	1	30037	0	0	100												\image\item\other\Viet_ÌØ±ğÀñºĞ_36.spr	\image\item\other\Viet_ÌØ±ğÀñºĞ_80.spr	Bªn trong hép quµ cã nhiÒu phÇn th­ëng bÊt ngê (H¹n sö dông: 24:00 11-01-2009)		ThÇn bİ	\script\online\viet_event\xmas_08\item\specilize_xmas_box.lua	1	0	0							
Hép Quµ May M¾n	2	1	30038	0	0	100												\image\item\other\Viet_ĞÒÔËÀñºĞ_36.spr	\image\item\other\Viet_ĞÒÔËÀñºĞ_80.spr	Bªn trong hép quµ cã chøa nh÷ng phÇn quµ bÊt ngê (H¹n sö dông 24:00 04-01-2009)		ThÇn bİ		1	0	0							
Ph¸o Hoa	2	1	30039	500	0	1												\image\item\other\Viet_ÑÌ»ğ_36.spr	\image\item\other\Viet_ÑÌ»ğ_80.spr	Ph¸o hoa ®­îc chÕ t¹o ®Æc biÖt ®Ó chµo ®ãn c¸c ®ît lÔ lín (H¹n sö dông: 24:00 04-01-2009)		§· khãa	\script\online\viet_event\xmas_08\item\xmas_fireworks.lua	1	2	1							
Nh¸nh Th«ng Gi¸ng Sinh	2	1	30040	1	0	100												\image\item\other\Viet_Ê¥µ®Ê÷Ö¦_36.spr	\image\item\other\Viet_Ê¥µ®Ê÷Ö¦_80.spr	VËt phÈm nµy dïng ®Ó trang trİ c©y th«ng		ThÇn bİ		1	0	0							
Ví Gi¸ng Sinh	2	1	30041	1	0	100												\image\item\other\Viet_Ê¥µ®Íà_36.spr	\image\item\other\Viet_Ê¥µ®Íà_80.spr	VËt phÈm nµy dïng ®Ó trang trİ c©y th«ng		ThÇn bİ		1	0	0							
Chu«ng Gi¸ng Sinh	2	1	30042	1	0	100												\image\item\other\Viet_Ê¥µ®Áå_36.spr	\image\item\other\Viet_Ê¥µ®Áå_80.spr	VËt phÈm nµy dïng ®Ó trang trİ c©y th«ng		ThÇn bİ		1	0	0							
C©y KÑo Gi¸ng Sinh	2	1	30043	0	0	999												\image\item\other\Viet_Ê¥µ®ÌÇ¹û_36.spr	\image\item\other\Viet_Ê¥µ®ÌÇ¹û_80.spr	C©y KÑo Gi¸ng Sinh kh«ng thÓ thiÕu trong viÖc trang trİ c©y th«ng		ThÇn bİ		1	0	0							
Ng«i Sao Gi¸ng Sinh	2	1	30044	1	0	100												\image\item\other\Viet_Ê¥µ®ĞÇĞÇ_36.spr	\image\item\other\Viet_Ê¥µ®ĞÇĞÇ_80.spr	Ng«i sao gi¸ng sinh kh«ng thÓ thiÕu trong viÖc trang trİ c©y th«ng		ThÇn bİ		1	0	0							
CÈm Nang §¹i Sù KiÖn	2	1	30045	1	0	1												\image\item\book\jue_001a1.spr	\image\item\book\jue_001a0.spr	Cã thÓ t×m hiÓu c¸c lo¹i ho¹t ®éng		§· khãa	\script\online_activites\item\item_jinnangdashijian.lua	1	1	1							
Tói Léc Mõng Xu©n	2	1	30046	1	0	100												\image\item\other\Viet_ĞÂÄêºì°ü_36.spr	\image\item\other\Viet_ĞÂÄêºì°ü_80.spr	§¹i hû mõng xu©n, bªn trong tói cã chøa 1 trong c¸c nguyªn liÖu cÇn thiÕt ®Ó trång hoa.		ThÇn bİ	\script\online\viet_event\new_year_09\item\new_year_bag.lua	1	0	0							
N­íc Tinh KhiÕt	2	1	30047	1	0	100												\image\item\other\Viet_´¿Ë®_36.spr	\image\item\other\Viet_´¿Ë®_80.spr	Lä chøa n­íc tinh khiÕt, dïng ®Ó t­íi cho Hoa Mai, Hoa §µo, chØ t­íi n­íc 1 lÇn duy nhÊt		ThÇn bİ		1	0	0							
B×nh Hoa	2	1	30048	1	0	100												\image\item\other\Viet_»¨Æ¿_36.spr	\image\item\other\Viet_»¨Æ¿_80.spr	ChËu hoa dïng ®Ó ­¬m trång Hoa Mai vµ Hoa §µo		ThÇn bİ		1	0	0							
D­ìng ChÊt	2	1	30049	1	0	100												\image\item\other\Viet_·ÊÁÏ_36.spr	\image\item\other\Viet_·ÊÁÏ_80.spr	Nghe nãi TiÓu Söu cã bİ quyÕt trång Hoa Mai, Hoa §µo		ThÇn bİ		1	0	0							
Nh¸nh §µo	2	1	30050	1	0	100												\image\item\other\Viet_ÌÒÊ÷Ö¦_36.spr	\image\item\other\Viet_ÌÒÊ÷Ö¦_80.spr	Nh¸nh Hoa §µo dïng ®Ó tr­ng trong nhµ vµo c¸c dŞp tÕt cæ truyÒn		ThÇn bİ		1	0	0							
Nh¸nh hoa Mai	2	1	30051	1	0	1												\image\item\other\Viet_Ã·Ê÷Ö¦_36.spr	\image\item\other\Viet_Ã·Ê÷Ö¦_80.spr	Nh¸nh Hoa Mai dïng ®Ó tr­ng trong nhµ vµo c¸c dŞp tÕt cæ truyÒn		ThÇn bİ		1	0	0							
Hoa §µo	2	1	30052	1	0	100												\image\item\other\Viet_ÌÒ»¨_36.spr	\image\item\other\Viet_ÌÒ»¨_80.spr	Hoa §µo th­êng në ré vµo mïa xu©n		ThÇn bİ	\script\online\viet_event\new_year_09\item\peach_blossom.lua	1	0	0							
Hoa Mai	2	1	30053	1	0	100												\image\item\other\Viet_Ã·»¨_36.spr	\image\item\other\Viet_Ã·»¨_80.spr	Hoa Mai th­êng në ré vµo mïa xu©n		ThÇn bİ	\script\online\viet_event\new_year_09\item\plum_blossom.lua	1	0	0							
Ch÷ Mai	2	1	30054	1	0	100												\image\item\other\Viet_Ã·_36.spr	\image\item\other\Viet_Ã·_80.spr	Nghe nãi TiÓu Söu ®ang cÇn s­u tËp c¸c lo¹i ch÷ Mai – Lan – Cóc - Tróc		ThÇn bİ		1	0	0							
Ch÷ Lan	2	1	30055	1	0	100												\image\item\other\Viet_À¼_36.spr	\image\item\other\Viet_À¼_80.spr	Nghe nãi TiÓu Söu ®ang cÇn s­u tËp c¸c lo¹i ch÷ Mai – Lan – Cóc - Tróc		ThÇn bİ		1	0	0							
Ch÷ Tróc	2	1	30056	1	0	100												\image\item\other\Viet_Öñ_36.spr	\image\item\other\Viet_Öñ_80.spr	Nghe nãi TiÓu Söu ®ang cÇn s­u tËp c¸c lo¹i ch÷ Mai – Lan – Cóc - Tróc		ThÇn bİ		1	0	0							
Ch÷ Cóc	2	1	30057	1	0	100												\image\item\other\Viet_¾Õ_36.spr	\image\item\other\Viet_¾Õ_80.spr	Nghe nãi TiÓu Söu ®ang cÇn s­u tËp c¸c lo¹i ch÷ Mai – Lan – Cóc - Tróc		ThÇn bİ		1	0	0							
Bao Tay Thu ThËp	2	1	30058	1	0	100												\image\item\other\Viet_ÊÖÌ×_36.spr	\image\item\other\Viet_ÊÖÌ×_80.spr	Bao Tay Thu ThËp dïng ®Ó thu thËp H¹t Gièng H¹nh Phóc vµo vµo c¸c thêi gian quy ®Şnh trong ngµy		ThÇn bİ		1	0	0							
Hång B¶o R­¬ng	2	1	30059	1	0	1												\image\item\other\½­É½Òø±¦Ïäa1.spr	\image\item\other\½­É½Òø±¦Ïäa0.spr	Bªn trong b¶o r­¬ng cã chøa 10 Bao Tay Thu ThËp		ThÇn bİ	\script\online\viet_event\new_year_09\item\red_box.lua	1	0	0							
Kú L©n B¶o R­¬ng	2	1	30060	1	0	1												\image\item\other\Ê¢ÊÀÌú±¦Ïäa1.spr	\image\item\other\Ê¢ÊÀÌú±¦Ïäa0.spr	Bªn trong b¶o r­¬ng cã Linh Khİ cña Kú L©n Niªn Thó		ThÇn bİ	\script\online\viet_event\new_year_09\item\kylin_box.lua	1	0	0							
Bao nguyªn liÖu	2	1	30061	1	0	100												\image\item\other\Viet_ĞÂÔ­ÁÏ°ü_36.spr	\image\item\other\Viet_ĞÂÔ­ÁÏ°ü_80.spr	Tói chøa nguyªn liÖu cÇn thiÕt ®Ó lµm kÑo s÷a		ThÇn bİ	\script\online\viet_event\march_event_09\item\march_event_bag.lua	1	0	0							
§­êng C¸t	2	1	30062	1	0	100												\image\item\other\Viet_É°ÌÇ°ü_36.spr	\image\item\other\Viet_É°ÌÇ°ü_80.spr	Mét lo¹i nguyªn liÖu dïng ®Ó chÕ biÕn kÑo s÷a		ThÇn bİ		1	0	0							
Hép S÷a	2	1	30063	1	0	100												\image\item\other\Viet_ÄÌºĞ_36.spr	\image\item\other\Viet_ÄÌºĞ_80.spr	Mét lo¹i nguyªn liÖu dïng ®Ó chÕ biÕn kÑo s÷a		ThÇn bİ		1	0	0							
Lä H­¬ng	2	1	30064	1	0	100												\image\item\other\Viet_Ë®¹ûÁÏ_36.spr	\image\item\other\Viet_Ë®¹ûÁÏ_80.spr	Mét lo¹i nguyªn liÖu dïng ®Ó chÕ biÕn kÑo s÷a		ThÇn bİ		1	0	0							
GiÊy Gãi KÑo	2	1	30065	0	0	1												\image\item\other\Viet_ÌÇÖ½_36.spr	\image\item\other\Viet_ÌÇÖ½_80.spr	Mét lo¹i nguyªn liÖu dïng ®Ó chÕ biÕn kÑo s÷a		ThÇn bİ		1	0	0							
KÑo S÷a	2	1	30066	0	0	100												\image\item\other\Viet_ÄÌÌÇ_36.spr	\image\item\other\Viet_ÄÌÌÇ_80.spr	Giang hå ®ån r»ng, ai ¨n nhiÒu kÑo s÷a sÏ bŞ són r¨ng		ThÇn bİ	\script\online\viet_event\march_event_09\item\butter_sugar.lua	1	0	0							
Ngäc Trai	2	1	30067	1	0	100												\image\item\other\Viet_ÕäÖé_36.spr	\image\item\other\Viet_ÕäÖé_80.spr	Mét lo¹i ngäc quı hiÕm		ThÇn bİ	\script\online\viet_event\march_event_09\item\pearl.lua	1	0	0							
Kú Th¹ch	2	1	30068	1	0	100												\image\item\other\»ìãçÌú¾«a1.spr	\image\item\other\»ìãçÌú¾«a0.spr	Sö dông Kú Th¹ch ®Ó nhËn phÇn th­ëng hÊp dÉn		ThÇn bİ	\script\online\viet_event\march_event_09\item\stone.lua	1	0	0							
Ch×a Khãa Vµng	2	1	30069	1	0	1												\image\item\other\½­É½½ğÔ¿³×a1.spr	\image\item\other\½­É½½ğÔ¿³×a0.spr	Ch×a Khãa Vµng dïng ®Ó më ThÇn Bİ B¶o R­¬ng		ThÇn bİ		1	0	0							
Tñ ¸o	2	1	30070	1	0	1												\image\item\other\Ğ¡ÒÂ¹ña1.spr	\image\item\other\Ğ¡ÒÂ¹ña0.spr	Mét lo¹i tñ quÇn ¸o th«ng th­êng, bªn trong cã ch­a kh«ng İt quÇn ¸o<enter><color=Gold> (Cã thÓ thu ®­îc c¸c lo¹i ngo¹i trang, cã hiÖu lùc 2 tuÇn)		§· khãa	\script\item\item_billing\yigui.lua	1	2	1							
Nh©n S©m V¹n N¨m	2	1	30071	1	0	100												\image\item\other\viet_ÈË²Î_36.spr	\image\item\other\viet_ÈË²Î_80.spr	Giang hå ®ån r»ng, ai sö dông Nh©n S©m V¹n N¨m sÏ ®­îc tr­êng sinh bÊt l·o		ThÇn bİ	\script\online\viet_event\lanhua_boss\ginseng_item.lua	1	0	1							
Tói Hµnh Trang	2	1	30072	100	0	1												\image\item\other\coll_038a1.spr	\image\item\other\coll_038a0.spr	Tói hµnh trang cña Lan Hoa – Anh Tö		ThÇn bİ	\script\online\viet_event\lanhua_boss\lanhua_bag.lua	1	0	1							
H¹t gièng	2	1	30075	1	0	1												\image\item\other\Viet_ÖÖ×Ó_36.spr	\image\item\other\Viet_ÖÖ×Ó_80.spr	Uèng n­íc nhí nguån - ¡n qu¶ nhí kÎ trång c©y		ThÇn bİ	\script\online\viet_2009_4\planttrees\planttrees_process.lua	1	0	1							
Ng«i Sao Vµng	2	1	30076	0	0	100												\image\item\other\Viet_½ğĞÇĞÇ_36.spr	\image\item\other\Viet_½ğĞÇĞÇ_80.spr	Ng«i Sao Vµng		ThÇn bİ		1	0	0							
Ng«i Sao b¹c	2	1	30077	0	0	100												\image\item\other\Viet_ÒøĞÇĞÇ_36.spr	\image\item\other\Viet_ÒøĞÇĞÇ_80.spr	Ng«i Sao b¹c		ThÇn bİ		1	0	0							
R­¬ng HiÖu Kú	2	1	30079	0	0	100												\image\item\other\Viet_Ğ£ÆìÏä_36.spr	\image\item\other\Viet_Ğ£ÆìÏä_80.spr	Trong R­¬ng chøa 1 trong c¸c lo¹i HiÖu Kú, nhÊp ph¶i ®Ó më R­¬ng 		ThÇn bİ	\script\online\viet_2009_4\collectjqbox\jiaoqixiang.lua	1	0	0							
Hång Kú	2	1	30080	0	0	100												\image\item\other\Viet_ºìÆì_36.spr	\image\item\other\Viet_ºìÆì_80.spr	Mét lo¹i hiÖu kú		ThÇn bİ		1	0	0							
Lam Kú	2	1	30081	0	0	100												\image\item\other\Viet_À¶Æì_36.spr	\image\item\other\Viet_À¶Æì_80.spr	Mét lo¹i hiÖu kú		ThÇn bİ		1	0	0							
Hoµng Kim Th¹ch	2	1	30082	0	0	1												\image\item\other\Viet_»Æ½ğÊ¯_36.spr	\image\item\other\Viet_»Æ½ğÊ¯_80.spr	Mét lo¹i nguyªn liÖu dïng ®Ó n©ng cÊp Hång Kú thµnh Hoµng Kim Kú		ThÇn bİ		1	0	0							
B¹ch Kim Kú	2	1	30083	0	0	100												\image\item\other\Viet_°×½ğÆì_36.spr	\image\item\other\Viet_°×½ğÆì_80.spr	B¹ch Kim Kú, sö dông sÏ nhËn ®­îc phÇn th­ëng ®Æc biÖt		ThÇn bİ	\script\online\viet_2009_4\collectjqbox\baijinqi.lua	1	0	0							
Hoµng Kim Kú	2	1	30084	0	0	100												\image\item\other\Viet_»Æ½ğÆì_36.spr	\image\item\other\Viet_»Æ½ğÆì_80.spr	Hoµng Kim Kú, nhÊp chuét ph¶i ®Ó sö dông		ThÇn bİ	\script\online\viet_2009_4\collectjqbox\huangjinqi.lua	1	0	0							
Liªn T©m §¬n	2	1	30085	1	0	100												\image\item\other\coll_108a1.spr	\image\item\other\coll_108a0.spr	PhÇn th­ëng tõ Vâ L©m Web		ThÇn bİ	\script\online\viet_2009_4\wulinshizhe\lianxindanlua	1	1	1							
H¹t gièng	2	1	30086	1	0	1												\image\item\other\Viet_ÖÖ×Ó_36.spr	\image\item\other\Viet_ÖÖ×Ó_80.spr	Uèng n­íc nhí nguån - ¡n qu¶ nhí kÎ trång c©y		ThÇn bİ	\script\online\viet_event\200907\5\planttrees_process.lua	1	0	1							
Tói h¹t gièng	2	1	30087	1	0	1												\image\item\other\ÖÖ×Ó°ü36.spr	\image\item\other\ÖÖ×Ó°ü80.spr	Bªn trong cã chøa 6 h¹t gièng		ThÇn bİ	\script\online\viet_event\200907\5\item_seedbag.lua	1	0	0							
Bİ Phæ Cò N¸t	2	1	30088	0	0	999												\image\item\other\³Â¾ÉÃØ±¾36.spr	\image\item\other\³Â¾ÉÃØ±¾80.spr	Bİ kİp ghi chĞp thuËt tr­êng sinh, ®· bŞ thÊt l¹c tõ l©u		ThÇn bİ		1	0	0							
Phôc Nguyªn ThuËt	2	1	30089	0	0	1												\image\item\other\secr_020a1.spr	\image\item\other\secr_020a0.spr	T­¬ng truyÒn bªn trong cã ghi chĞp c¸ch kh«i phôc nguyªn tr¹ng Bİ Phæ Cò N¸t		ThÇn bİ		1	0	0							
Tr­êng Sinh Phæ 	2	1	30090	0	0	999												\image\item\other\³¤ÉúÆÕ36.spr	\image\item\other\³¤ÉúÆÕ80.spr	Bİ kİp ghi chĞp ph­¬ng ph¸p vËn néi c«ng ®Ó t¨ng c­êng søc m¹nh		ThÇn bİ	\script\online\viet_event\200907\1\item_changshengpu.lua	1	0	0							
B¶o R­¬ng §Æc BiÖt	2	1	30091	0	0	1												\image\item\other\½­É½½ğ±¦Ïäa1.spr	\image\item\other\½­É½½ğ±¦Ïäa0.spr	Giang hå ®ån ®¹i Trang chñ cña Tµng KiÕm S¬n Trang th­ëng cÊt gi÷ nh÷ng trang bŞ ®Æc biÖt trong r­¬ng		ThÇn bİ	\script\online\viet_event\200907\1\item_texiaobaoxiang.lua	1	0	0							
èng B«ng GiÊy	2	1	30092	0	0	999												\image\item\other\secr_023a1.spr	\image\item\other\secr_023a0.spr	B«ng giÊy cña ngµy vui		ThÇn bİ	\script\online\viet_event\200907\1\item_lihuatong.lua	1	0	0							
R­¬ng Bİ Kİp	2	1	30093	1	0	1												\image\item\other\Ê¢ÊÀÌú±¦Ïäa1.spr	\image\item\other\Ê¢ÊÀÌú±¦Ïäa0.spr	R­¬ng chøa 1 quyÓn mËt tŞch m«n ph¸i		ThÇn bİ	\script\online\viet_event\200907\1\item_mijixiang.lua	1	0	0							
§ång TiÒn Vµng	2	1	30094	0	0	999												\image\item\other\½ğÍ­Ç®36.spr	\image\item\other\½ğÍ­Ç®80.spr	§ång TiÒn Vµng ®­îc dïng ®Ó mua c¸c vËt phÈm cã gi¸ trŞ cña vâ l©m		ThÇn bİ		1	0	0							
R­¬ng thá mËp	2	1	30095	0	0	999												\image\item\other\ÅÖÍÃ×ÓÏä×Ó36.spr	\image\item\other\ÅÖÍÃ×ÓÏä×Ó80.spr	§ång TiÒn Vµng ®­îc dïng ®Ó mua c¸c vËt phÈm cã gi¸ trŞ cña vâ l©m		ThÇn bİ	\script\online\viet_event\200907\3\item_pangtuzibox.lua	1	0	0							
Ph¸o hoa	2	1	30096	0	0	1												\image\item\other\holi_001a1.spr	\image\item\other\holi_001a0.spr	Ph¸o hoa chµo mõng sù kiÖn		ThÇn bİ	\script\online\viet_event\200907\8\item_yanhua.lua	1	2	1							
Tói Tr¸i C©y	2	1	30097	0	0	999												\image\item\other\Ë®¹û´ü_36.spr	\image\item\other\Ë®¹û´ü_80.spr	VËt phÈm sù kiÖn th¸ng 8 - Tói chøa 1 lo¹i tr¸i c©y		ThÇn bİ	\script\online\viet_event\200908\1\item_shuiguodai.lua	1	0	0							
Nho	2	1	30098	0	0	999												\image\item\other\ÆÏÌÑ_36.spr	\image\item\other\ÆÏÌÑ_80.spr	VËt phÈm sù kiÖn th¸ng 8 - Nho t­¬i dïng ®Ó lµm kÑo nho		ThÇn bİ		1	0	0							
M·ng cÇu	2	1	30099	0	0	999												\image\item\other\·¬ÀóÖ¦_36.spr	\image\item\other\·¬ÀóÖ¦_80.spr	VËt phÈm sù kiÖn th¸ng 8 - M·ng cÇu dïng ®Ó lµm kÑo m·ng cÇu		ThÇn bİ		1	0	0							
SÇu riªng	2	1	30100	0	0	999												\image\item\other\ÁñÁ«_36.spr	\image\item\other\ÁñÁ«_80.spr	VËt phÈm sù kiÖn th¸ng 8 - SÇu riªng dïng ®Ó lµm kÑo sÇu riªng		ThÇn bİ		1	0	0							
Tói H­¬ng LiÖu	2	1	30101	0	0	1												\image\item\other\ÏãÁÏ´ü_36.spr	\image\item\other\ÏãÁÏ´ü_80.spr	VËt phÈm sù kiÖn th¸ng 8 - Nho t­¬i dïng ®Ó lµm kÑo nho		ThÇn bİ		1	0	0							
KÑo Nho	2	1	30102	0	0	999												\image\item\other\ÆÏÌÑÌÇ_36.spr	\image\item\other\ÆÏÌÑÌÇ_80.spr	Giang hå ®ån r»ng, Ai ¨n nhiÒu kÑo nho sÏ bŞ són r¨ng - H¹n sö dông: 24:00 ngµy 13-09-2009		ThÇn bİ	\script\online\viet_event\200908\1\item_putaotang.lua	1	0	0							
KÑo M·ng CÇu	2	1	30103	0	0	999												\image\item\other\·¬ÀóÖ¦ÌÇ_36.spr	\image\item\other\·¬ÀóÖ¦ÌÇ_80.spr	Giang hå ®ån r»ng, Ai ¨n nhiÒu kÑo m·ng cÇu sÏ bŞ són r¨ng - H¹n sö dông: 24:00 ngµy 13-09-2009		ThÇn bİ	\script\online\viet_event\200908\1\item_fanlizhitang.lua	1	0	0							
KÑo SÇu Riªng	2	1	30104	0	0	999												\image\item\other\ÁñÁ«ÌÇ_36.spr	\image\item\other\ÁñÁ«ÌÇ_80.spr	Giang hå ®ån r»ng, Ai ¨n nhiÒu kÑo sÇu riªng sÏ bŞ són r¨ng - H¹n sö dông: 24:00 ngµy 13-09-2009		ThÇn bİ	\script\online\viet_event\200908\1\item_liuliantang.lua	1	0	0							
Linh Xµ HuyÕt	2	1	30105	0	0	999												\image\item\other\ÁéÉßÑª_36.spr	\image\item\other\ÁéÉßÑª_80.spr	Linh Xµ HuyÕt, VËt phÈm mµ Nhµ S­u TÇm MËt TŞch ®ang cÇn		ThÇn bİ		1	0	0							
Bét M×	2	1	30106	0	0	999												\image\item\happy\flour_a1.spr	\image\item\happy\flour_a0.spr	VËt phÈm sù kiÖn trung thu 2009 – Bét M× dïng ®Ó chÕ biÕn B¸nh Trung Thu		ThÇn bİ		1	0	0							
Nh©n B¸nh Trung Thu	2	1	30107	0	0	1												\image\item\other\ÖĞÇïÏİ_36.spr	\image\item\other\ÖĞÇïÏİ_80.spr	VËt phÈm sù kiÖn trung thu 2009 – Nh©n B¸nh Trung Thu dïng ®Ó chÕ biÕn thµnh B¸nh Trung Thu		ThÇn bİ		1	0	0							
B¸nh §Ëu Xanh	2	1	30108	0	0	999												\image\item\other\ÂÌ¶¹±ı_36.spr	\image\item\other\ÂÌ¶¹±ı_80.spr	VËt phÈm sù kiÖn trung thu 2009 – NhÊp chuét ph¶i ®Ó sö dông – h¹n sö dông 24:00 01-11-2009.		ThÇn bİ	\script\online\viet_event\200909\1\item_lvdoubing.lua	1	0	0							
B¸nh ThËp CÈm	2	1	30109	0	0	999												\image\item\other\Ê²½õ±ı_36.spr	\image\item\other\Ê²½õ±ı_80.spr	VËt phÈm sù kiÖn trung thu 2009 – NhÊp chuét ph¶i ®Ó sö dông – h¹n sö dông 24:00 01-11-2009.		ThÇn bİ	\script\online\viet_event\200909\1\item_shijinbing.lua	1	0	0							
Tói V¨n Tö	2	1	30110	0	0	1												\image\item\other\coll_038a1.spr	\image\item\other\coll_038a0.spr	PhÇn th­ëng chiÕn sÜ diÖt muçi 		ThÇn bİ	\script\online\viet_event\200909\3\item_wenzibao.lua	1	0	0							
B¸ch B¶o R­¬ng	2	1	30111	0	0	1												\image\item\other\½­É½½ğ±¦Ïäa1.spr	\image\item\other\½­É½½ğ±¦Ïäa0.spr	R­¬ng chøa tÊt c¶ c¸c kú tr©n dŞ b¶o cña Vâ L©m		ThÇn bİ	\script\online\viet_event\200909\7\item_baibaoxiang.lua	1	0	0							
R­¬ng YÕu QuyÕt_Cao CÊp	2	1	30112	0	0	1												\image\item\other\ÔÂÁÁÍÃÌú±¦Ïäa1.spr	\image\item\other\ÔÂÁÁÍÃÌú±¦Ïäa0.spr	R­¬ng chøa 1 lo¹i yÕu quyÕt ®Æc biÖt		ThÇn bİ	\script\online\viet_event\200909\1\item_gaojiyaojuexiang.lua	1	0	0							
R­¬ng TrÊn Ph¸i	2	1	30113	0	0	1												\image\item\other\secr_001a1.spr	\image\item\other\secr_001a0.spr	R­¬ng chøa 1 lo¹i mËt tŞch ®Æc biÖt		ThÇn bİ	\script\online\viet_event\200909\1\item_zhenpaixiang.lua	1	0	0							
B¸t Nh· Chøng Th­	2	1	30114	1	0	1												\image\item\other\secr_022a1.spr	\image\item\other\secr_022a0.spr	§· thµnh c«ng trång c©y t¹i T©y Thµnh §«		ThÇn bİ		1	0	1							
Tµng KiÕm LÖnh	2	1	30115	1	0	1												\image\item\other\±ÈÎä´ó»áÁîÅÆa1.spr	\image\item\other\±ÈÎä´ó»áÁîÅÆa0.spr	VËt phÈm n©ng cÊp trang bŞ Tµng KiÕm		ThÇn bİ		1	0	0							
R­¬ng Thá Ngäc	2	1	30116	0	0	999												\image\item\other\ÍÃÓñÏä_36.spr	\image\item\other\ÍÃÓñÏä_80.spr	R­¬ng chøa 1 lo¹i b¶o vËt		ThÇn bİ	\script\online\viet_event\200912\5\item_yutuxiang.lua	1	0	0							
Khiªu ChiÕn LÖnh	2	1	30117	0	0	999												\image\item\other\ÌôÕ½Áî_36 copy.spr	\image\item\other\ÌôÕ½Áî_80 copy.spr	NhÊt t­íng c«ng thµnh v¹n cèt kh«"		ThÇn bİ		1	0	0							
