T©n Y phôc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	(Ngo¹i, néi) phßng	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Biªn hiÖu bé trang bŞ ( 1-10 m«n ph¸1, 11- hîp thÓ trang bŞ)	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Liªu nguyªn so¸i chiÕn bµo	0	100	2258	80	500000	0	150	40;40					22058	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\Å®»Æ½ğ¼×a1.spr	\image\item\cloth\Å®»Æ½ğ¼×a0.spr	Hoµng ®Õ ban ph¸t, biÓu d­¬ng chiÕn c«ng hiÓn h¸ch n¬i sa tr­êng.	½¿Ğ¡Å®»Æ½ğ¼×	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tö Quang Hé Gi¸p	0	100	2351	70	15000	0	180	25;25					2351	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_002a1.spr	\image\item\cloth\man1_arm_002a0.spr	Tö Quang C¸c phæ th«ng hé gi¸p	±ê×¼ÄĞÇû¸É002	§· khãa		7	2	1		0					
Tö Quang Hé Gi¸p	0	100	2352	70	15000	0	180	25;25					2352	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_002a1.spr	\image\item\cloth\man2_arm_002a0.spr	Tö Quang C¸c phæ th«ng hé gi¸p	¿ıÎàÄĞÇû¸É001	§· khãa		7	2	1		0					
Tö Quang Hé Gi¸p	0	100	2353	70	15000	0	180	25;25					2353	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_002a1.spr	\image\item\cloth\fm1_arm_002a0.spr	Tö Quang C¸c phæ th«ng hé gi¸p	ĞÔ¸ĞÅ®Çû¸É003	§· khãa		7	2	1		0					
Tö Quang Hé Gi¸p	0	100	2354	70	15000	0	180	25;25					2354	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_002a1.spr	\image\item\cloth\fm2_arm_002a0.spr	Tö Quang C¸c phæ th«ng hé gi¸p	½¿Ğ¡Å®Çû¸É005	§· khãa		7	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2355	80	30000	0	250	30;30					22355	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÇû¸É018			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2356	80	30000	0	250	30;30					22356	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÇû¸É007			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2357	80	30000	0	250	30;30					22357	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Çû¸É036			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2358	80	30000	0	250	30;30					22358	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Çû¸É014			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2359	80	30000	0	250	30;30					22359	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÇû¸É018			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2360	80	30000	0	250	30;30					22360	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÇû¸É007			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2361	80	30000	0	250	30;30					22361	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Çû¸É036			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2362	80	30000	0	250	30;30					22362	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Çû¸É014			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2363	80	30000	0	250	30;30					22363	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÇû¸É018			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2364	80	30000	0	250	30;30					22364	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÇû¸É007			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2365	80	30000	0	250	30;30					22365	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Çû¸É036			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2366	80	30000	0	250	30;30					22366	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Çû¸É014			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2367	80	30000	0	250	30;30					22367	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÇû¸É018			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2368	80	30000	0	250	30;30					22368	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÇû¸É007			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2369	80	30000	0	250	30;30					22369	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Çû¸É036			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2370	80	30000	0	250	30;30					22370	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Çû¸É014			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2371	80	30000	0	250	30;30					22371	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÇû¸É018			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2372	80	30000	0	250	30;30					22372	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÇû¸É007			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2373	80	30000	0	250	30;30					22373	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Çû¸É036			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2374	80	30000	0	250	30;30					22374	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Çû¸É014			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2375	80	30000	0	250	30;30					22375	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÇû¸É018			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2376	80	30000	0	250	30;30					22376	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÇû¸É007			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2377	80	30000	0	250	30;30					22377	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Çû¸É036			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2378	80	30000	0	250	30;30					22378	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Çû¸É014			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2379	80	30000	0	250	30;30					22379	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÇû¸É018			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2380	80	30000	0	250	30;30					22380	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÇû¸É007			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2381	80	30000	0	250	30;30					22381	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Çû¸É036			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2382	80	30000	0	250	30;30					22382	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Çû¸É014			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2383	80	30000	0	250	30;30					22383	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÇû¸É018			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2384	80	30000	0	250	30;30					22384	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÇû¸É007			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2385	80	30000	0	250	30;30					22385	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Çû¸É036			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2386	80	30000	0	250	30;30					22386	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Çû¸É014			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2387	80	30000	0	250	30;30					22387	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÇû¸É018			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2388	80	30000	0	250	30;30					22388	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÇû¸É007			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2389	80	30000	0	250	30;30					22389	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Çû¸É036			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2390	80	30000	0	250	30;30					22390	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Çû¸É014			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2391	80	30000	0	250	30;30					22391	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	±ê×¼ÄĞÇû¸É018			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2392	80	30000	0	250	30;30					22392	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	¿ıÎàÄĞÇû¸É007			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2393	80	30000	0	250	30;30					22393	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	ĞÔ¸ĞÅ®Çû¸É036			8	2	1		0					
Tö Quang ChiÕn Bµo	0	100	2394	80	30000	0	250	30;30					22394	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Tö Quang C¸c dµy c«ng chÕ t¹o chiÕn bµo, cã thÓ n©ng n¨ng lùc lªn møc cao nhÊt	½¿Ğ¡Å®Çû¸É014			8	2	1		0					
Thanh §éc Y	0	100	2500	10	200	0	100	10;10					25000	10	1	1		\image\item\cloth\man1_arm_001a1.spr	\image\item\cloth\man1_arm_001a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	±ê×¼ÄĞÇû¸É001	§· khãa		3	2	1		0					
Thanh §éc Y	0	100	2501	10	200	0	100	10;10					25001	10	1	2		\image\item\cloth\man2_arm_001a1.spr	\image\item\cloth\man2_arm_001a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	¿ıÎàÄĞÇû¸É004	§· khãa		3	2	1		0					
Thanh §éc Y	0	100	2502	10	200	0	100	10;10					25002	10	2	3		\image\item\cloth\fm1_arm_001a1.spr	\image\item\cloth\fm1_arm_001a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	ĞÔ¸ĞÅ®Çû¸É033	§· khãa		3	2	1		0					
Thanh §éc Y	0	100	2503	10	200	0	100	10;10					25003	10	2	4		\image\item\cloth\fm2_arm_001a1.spr	\image\item\cloth\fm2_arm_001a0.spr	Trang bŞ s¬ cÊp s­ phô ban tÆng, göi g¾m nhiÒu kú väng.	½¿Ğ¡Å®Çû¸É003	§· khãa		3	2	1		0					
S­ ¢n Y	0	100	2504	50	10000	0	220	20;20					25004	73	1	1		\image\item\cloth\man1_arm_018a1.spr	\image\item\cloth\man1_arm_018a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	±ê×¼ÄĞÇû¸É009	§· khãa		7	2	1		0					
S­ ¢n Y	0	100	2505	50	10000	0	220	20;20					25005	73	1	2		\image\item\cloth\man2_arm_018a1.spr	\image\item\cloth\man2_arm_018a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	¿ıÎàÄĞÇû¸É016	§· khãa		7	2	1		0					
S­ ¢n Y	0	100	2506	50	10000	0	220	20;20					25006	73	2	3		\image\item\cloth\fm1_arm_018a1.spr	\image\item\cloth\fm1_arm_018a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	ĞÔ¸ĞÅ®Çû¸É026	§· khãa		7	2	1		0					
S­ ¢n Y	0	100	2507	50	10000	0	220	20;20					25007	73	2	4		\image\item\cloth\fm2_arm_018a1.spr	\image\item\cloth\fm2_arm_018a0.spr	Trang bŞ cao cÊp s­ phô ban tÆng, lµ vËt dông x«ng pha giang hå khi x­a	½¿Ğ¡Å®Çû¸É018	§· khãa		7	2	1		0					
Danh Bé Gi¸p	0	100	8005	80	40000	0	250	30;30					80005	80	1	1		\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÄĞa1.spr	\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÄĞa0.spr	ChÕ phôc cña Danh Bé, mÒm vµ nhÑ, trang phôc lı t­ëng cña c¸c cao thñ vâ l©m	±ê×¼ÄĞ²¶¿ìÒÂ	§· khãa	\script\item\equipment_skill.lua	9	1	1		0					
Danh Bé Gi¸p	0	100	8006	80	40000	0	250	30;30					80006	80	1	2		\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÄĞa1.spr	\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÄĞa0.spr	ChÕ phôc cña Danh Bé, mÒm vµ nhÑ, trang phôc lı t­ëng cña c¸c cao thñ vâ l©m	¿ıÎàÄĞ²¶¿ìÒÂ	§· khãa	\script\item\equipment_skill.lua	9	1	1		0					
Danh Bé Gi¸p	0	100	8007	80	40000	0	250	30;30					80007	80	2	3		\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÅ®a1.spr	\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÅ®a0.spr	ChÕ phôc cña Danh Bé, mÒm vµ nhÑ, trang phôc lı t­ëng cña c¸c cao thñ vâ l©m	ĞÔ¸ĞÅ®²¶¿ìÒÂ	§· khãa	\script\item\equipment_skill.lua	9	1	1		0					
Danh Bé Gi¸p	0	100	8008	80	40000	0	250	30;30					80008	80	2	4		\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÅ®a1.spr	\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÅ®a0.spr	ChÕ phôc cña Danh Bé, mÒm vµ nhÑ, trang phôc lı t­ëng cña c¸c cao thñ vâ l©m	½¿Ğ¡Å®²¶¿ìÒÂ	§· khãa	\script\item\equipment_skill.lua	9	1	1		0					
VÖ Binh Gi¸p	0	100	8009	80	10000	0	250	24;24					80009	70	1	1		\image\item\cloth\man1_arm_002a1.spr	\image\item\cloth\man1_arm_002a0.spr	ChiÕn gi¸p cña VÖ Binh trong thµnh	±ê×¼ÄĞÇû¸É002	§· khãa		7	1	1		0					
VÖ Binh Gi¸p	0	100	8010	80	10000	0	250	24;24					80010	70	1	2		\image\item\cloth\man2_arm_002a1.spr	\image\item\cloth\man2_arm_002a0.spr	ChiÕn gi¸p cña VÖ Binh trong thµnh	¿ıÎàÄĞÇû¸É001	§· khãa		7	1	1		0					
VÖ Binh Gi¸p	0	100	8011	80	10000	0	250	24;24					80011	70	2	3		\image\item\cloth\fm1_arm_002a1.spr	\image\item\cloth\fm1_arm_002a0.spr	ChiÕn gi¸p cña VÖ Binh trong thµnh	ĞÔ¸ĞÅ®Çû¸É003	§· khãa		7	1	1		0					
VÖ Binh Gi¸p	0	100	8012	80	10000	0	250	24;24					80012	70	2	4		\image\item\cloth\fm2_arm_002a1.spr	\image\item\cloth\fm2_arm_002a0.spr	ChiÕn gi¸p cña VÖ Binh trong thµnh	½¿Ğ¡Å®Çû¸É005	§· khãa		7	1	1		0					
Thµnh Chñ ChiÕn Gi¸p	0	100	8013	80	450000	0	250	30;30					80014	80	1	1		\image\item\cloth\ÄĞ»Æ½ğ¼×a1.spr	\image\item\cloth\ÄĞ»Æ½ğ¼×a0.spr	ChiÕn gi¸p thµnh chñ dïng lóc tËp vâ, trang nghiªm anh dòng	±ê×¼ÄĞ»Æ½ğ¼×	§· khãa	\script\item\equipment_skill.lua	10	1	1		0					
Thµnh Chñ ChiÕn Gi¸p	0	100	8014	80	450000	0	250	30;30					80015	80	1	2		\image\item\cloth\ÄĞ»Æ½ğ¼×a1.spr	\image\item\cloth\ÄĞ»Æ½ğ¼×a0.spr	ChiÕn gi¸p thµnh chñ dïng lóc tËp vâ, trang nghiªm anh dòng	¿ıÎàÄĞ»Æ½ğ¼×	§· khãa	\script\item\equipment_skill.lua	10	1	1		0					
QuËn Chóa ChiÕn Gi¸p 	0	100	8015	80	450000	0	250	30;30					80016	80	2	3		\image\item\cloth\Å®»Æ½ğ¼×a1.spr	\image\item\cloth\Å®»Æ½ğ¼×a0.spr	ChiÕn gi¸p QuËn Chóa dïng lóc tËp vâ, dòng m·nh nh­ng còng rÊt n÷ tİnh.	ĞÔ¸ĞÅ®»Æ½ğ¼×	§· khãa	\script\item\equipment_skill.lua	10	1	1		0					
QuËn Chóa ChiÕn Gi¸p 	0	100	8016	80	450000	0	250	30;30					80017	80	2	4		\image\item\cloth\Å®»Æ½ğ¼×a1.spr	\image\item\cloth\Å®»Æ½ğ¼×a0.spr	ChiÕn gi¸p QuËn Chóa dïng lóc tËp vâ, dòng m·nh nh­ng còng rÊt n÷ tİnh.	½¿Ğ¡Å®»Æ½ğ¼×	§· khãa	\script\item\equipment_skill.lua	10	1	1		0					
TiÒm Long B¸t Qu¸i	0	100	8101			0							81001				T©n thñ kh«ng thÓ dïng	\image\item\cloth\Ç±ÁúÌ××°a1.spr	\image\item\cloth\Ç±ÁúÌ××°a0.spr	Trang bŞ B¸t Qu¸i TiÒm Long sinh sinh bÊt diÖt.		Trang bŞ B¸t Qu¸i			0	1		0					
Hçn ®én B¸t Qu¸i	0	100	8102			0							81002				T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ìãçÌ××°a1.spr	\image\item\cloth\»ìãçÌ××°a0.spr	Trang bŞ B¸t Qu¸i Hçn §én rÊt cøng c¸p.		Trang bŞ B¸t Qu¸i			0	1		0					
