Tªn giµy	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Søc phßng ngù (ngo¹i ; néi)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
ChØ TrÇn Trang	0	101	2602	30	15000	0	200	18;18					260002	80	2	3		\image\item\shoe\fm1_tro_013a1.spr	\image\item\shoe\fm1_tro_013a0.spr	Sa m¹c hoang vu, ®Çy giã vµ c¸t. Trang phôc mÆc trong vïng sa m¹c chèng l¹i giã bôi.	ĞÔ¸ĞÅ®ÏÂÉí007	§· khãa		9	2	1		0					
ChØ TrÇn Trang	0	101	2603	30	15000	0	200	18;18					260003	80	2	4		\image\item\shoe\fm2_tro_014a1.spr	\image\item\shoe\fm2_tro_014a0.spr	Sa m¹c hoang vu, ®Çy giã vµ c¸t. Trang phôc mÆc trong vïng sa m¹c chèng l¹i giã bôi.	½¿Ğ¡Å®ÏÂÉí015	§· khãa		9	2	1		0					
Phï Dao	0	101	2619	30	30000	0	200	25;25					260019	80	1	1		\image\item\shoe\¶¨Ä«a1.spr	\image\item\shoe\¶¨Ä«a0.spr	Trang bŞ lèc xo¸y, giã thæi cµng m¹nh søc c«ng ph¸ cµng d÷ déi.	±ê×¼ÄĞÏÂ×°8¼¶ÄÚ	§· khãa		9	2	1		0					
Phï Dao	0	101	2620	30	30000	0	200	25;25					260020	80	1	2		\image\item\shoe\ÌÚÓña1.spr	\image\item\shoe\ÌÚÓña0.spr	Trang bŞ lèc xo¸y, giã thæi cµng m¹nh søc c«ng ph¸ cµng d÷ déi.	¿ıÎàÄĞÏÂ×°8¼¶ÄÚ	§· khãa		9	2	1		0					
Phï Dao	0	101	2621	30	30000	0	200	25;25					260021	80	2	3		\image\item\shoe\ÓêÄ»a1.spr	\image\item\shoe\ÓêÄ»a0.spr	Trang bŞ lèc xo¸y, giã thæi cµng m¹nh søc c«ng ph¸ cµng d÷ déi.	ĞÔ¸ĞÅ®ÏÂ×°8¼¶ÄÚ	§· khãa		9	2	1		0					
Phï Dao	0	101	2622	30	30000	0	200	25;25					260022	80	2	4		\image\item\shoe\ĞÇá°a1.spr	\image\item\shoe\ĞÇá°a0.spr	Trang bŞ lèc xo¸y, giã thæi cµng m¹nh søc c«ng ph¸ cµng d÷ déi.	½¿Ğ¡Å®ÏÂ×°8¼¶ÄÚ	§· khãa		9	2	1		0					
Ngù Long Nguyªn So¸i ChiÕn phôc	0	101	3000	50	500000	0	150	40;40					23001	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Hoµng ®Õ §¹i Tèng kh©m ®iÓm ®¹i nguyªn so¸i, ngù Long Hæ Phï, thèng lÜnh binh m· thiªn h¹, ban th­ëng chiÕn bµo.	±ê×¼ÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i ChiÕn phôc	0	101	3001	50	500000	0	150	40;40					23002	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Hoµng ®Õ §¹i Tèng kh©m ®iÓm ®¹i nguyªn so¸i, ngù Long Hæ Phï, thèng lÜnh binh m· thiªn h¹, ban th­ëng chiÕn bµo.	¿ıÎàÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i ChiÕn phôc	0	101	3002	50	500000	0	150	40;40					23003	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Hoµng ®Õ §¹i Tèng kh©m ®iÓm ®¹i nguyªn so¸i, ngù Long Hæ Phï, thèng lÜnh binh m· thiªn h¹, ban th­ëng chiÕn bµo.	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i ChiÕn phôc	0	101	3003	50	500000	0	150	40;40					23004	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Hoµng ®Õ §¹i Tèng kh©m ®iÓm ®¹i nguyªn so¸i, ngù Long Hæ Phï, thèng lÜnh binh m· thiªn h¹, ban th­ëng chiÕn bµo.	½¿Ğ¡Å®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
ThiÖu Th¸nh Nguyªn So¸i ChiÕn phôc	0	101	3004	50	500000	0	150	40;40					23005	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Hoµng ®Õ §¹i Liªu kh©m ®iÓm ®¹i nguyªn so¸i, xuÊt ¦u Ch©u tæng binh, ban th­ëng chiÕn bµo.	±ê×¼ÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
ThiÖu Th¸nh Nguyªn So¸i ChiÕn phôc	0	101	3005	50	500000	0	150	40;40					23006	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Hoµng ®Õ §¹i Liªu kh©m ®iÓm ®¹i nguyªn so¸i, xuÊt ¦u Ch©u tæng binh, ban th­ëng chiÕn bµo.	¿ıÎàÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
ThiÖu Th¸nh Nguyªn So¸i ChiÕn phôc	0	101	3006	50	500000	0	150	40;40					23007	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Hoµng ®Õ §¹i Liªu kh©m ®iÓm ®¹i nguyªn so¸i, xuÊt ¦u Ch©u tæng binh, ban th­ëng chiÕn bµo.	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
ThiÖu Th¸nh Nguyªn So¸i ChiÕn phôc	0	101	3007	50	500000	0	150	40;40					23008	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Hoµng ®Õ §¹i Liªu kh©m ®iÓm ®¹i nguyªn so¸i, xuÊt ¦u Ch©u tæng binh, ban th­ëng chiÕn bµo.	½¿Ğ¡Å®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tö Quang Viªm §Õ Trang	0	101	8051	50	30000	0	200	28;28					80051	85	1	1		\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Viªm §Õ x­a kia tõng sö dông.	±ê×¼ÄĞ»Æ½ğ×°	§· khãa		9	2	1		0					
Tö Quang Viªm §Õ Trang	0	101	8052	50	30000	0	200	28;28					80052	85	1	2		\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Viªm §Õ x­a kia tõng sö dông.	¿ıÎàÄĞ»Æ½ğ×°	§· khãa		9	2	1		0					
Tö Quang Viªm §Õ Trang	0	101	8053	50	30000	0	200	28;28					80053	85	2	3		\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Viªm §Õ x­a kia tõng sö dông.	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa		9	2	1		0					
Tö Quang Viªm §Õ Trang	0	101	8054	50	30000	0	200	28;28					80054	85	2	4		\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Viªm §Õ x­a kia tõng sö dông.	½¿Ğ¡Å®»Æ½ğ×°	§· khãa		9	2	1		0					
Thiªn Chi Viªm §Õ trang	0	101	8055	50	30000	0	200	28;28					80065	70	1	1		\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Thiªn Chi Viªm §Õ lµ vËt ®­îc th­îng ®Õ chóc phóc	±ê×¼ÄĞ»Æ½ğ×°	§· khãa		9	2	1		0					
Thiªn Chi Viªm §Õ trang	0	101	8056	50	30000	0	200	28;28					80066	70	1	2		\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Thiªn Chi Viªm §Õ lµ vËt ®­îc th­îng ®Õ chóc phóc	¿ıÎàÄĞ»Æ½ğ×°	§· khãa		9	2	1		0					
Thiªn Chi Viªm §Õ trang	0	101	8057	50	30000	0	200	28;28					80067	70	2	3		\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Thiªn Chi Viªm §Õ lµ vËt ®­îc th­îng ®Õ chóc phóc	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa		9	2	1		0					
Thiªn Chi Viªm §Õ trang	0	101	8058	50	30000	0	200	28;28					80068	70	2	4		\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Thiªn Chi Viªm §Õ lµ vËt ®­îc th­îng ®Õ chóc phóc	½¿Ğ¡Å®»Æ½ğ×°	§· khãa		9	2	1		0					
Ngù Long Nguyªn So¸i ChiÕn Trang	0	101	3008	50	500000	0	150	40;40					23025	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹	±ê×¼ÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i ChiÕn Trang	0	101	3009	50	500000	0	150	40;40					23026	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹	¿ıÎàÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i ChiÕn Trang	0	101	3010	50	500000	0	150	40;40					23027	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Ngù Long Nguyªn So¸i ChiÕn Trang	0	101	3011	50	500000	0	150	40;40					23028	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, ngù long hæ phï thèng l·nh binh m· tung hoµnh thiªn h¹	½¿Ğ¡Å®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i ChiÕnTrang	0	101	3012	50	500000	0	150	40;40					23029	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch	±ê×¼ÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i ChiÕnTrang	0	101	3013	50	500000	0	150	40;40					23030	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch	¿ıÎàÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i ChiÕnTrang	0	101	3014	50	500000	0	150	40;40					23031	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Chiªu Th¸nh Nguyªn So¸i ChiÕnTrang	0	101	3015	50	500000	0	150	40;40					23032	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Nguyªn so¸i lµ linh hån cña ba qu©n, trªn d­íi mét lßng ®¸nh lui kÎ ®Şch	½¿Ğ¡Å®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Tèng T­íng Qu©n ChiÕn Trang	0	101	3016	50	200000	0	120	35;35					23009	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	T­íng qu©n lµ t©m ®iÓm cña ba qu©n, ®­îc th­îng ®Õ phï hé 	±ê×¼ÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng T­íng Qu©n ChiÕn Trang	0	101	3017	50	200000	0	120	35;35					23010	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	T­íng qu©n lµ t©m ®iÓm cña ba qu©n, ®­îc th­îng ®Õ phï hé 	¿ıÎàÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng T­íng Qu©n ChiÕn Trang	0	101	3018	50	200000	0	120	35;35					23011	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	T­íng qu©n lµ t©m ®iÓm cña ba qu©n, ®­îc th­îng ®Õ phï hé 	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng T­íng Qu©n ChiÕn Trang	0	101	3019	50	200000	0	120	35;35					23012	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	T­íng qu©n lµ t©m ®iÓm cña ba qu©n, ®­îc th­îng ®Õ phï hé 	½¿Ğ¡Å®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu T­íng Qu©n ChiÕn Trang	0	101	3020	50	200000	0	120	35;35					23013	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	T­íng qu©n lµ t©m ®iÓm cña ba qu©n, ®­îc th­îng ®Õ phï hé 	±ê×¼ÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu T­íng Qu©n ChiÕn Trang	0	101	3021	50	200000	0	120	35;35					23014	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	T­íng qu©n lµ t©m ®iÓm cña ba qu©n, ®­îc th­îng ®Õ phï hé 	¿ıÎàÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu T­íng Qu©n ChiÕn Trang	0	101	3022	50	200000	0	120	35;35					23015	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	T­íng qu©n lµ t©m ®iÓm cña ba qu©n, ®­îc th­îng ®Õ phï hé 	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Liªu T­íng Qu©n ChiÕn Trang	0	101	3023	50	200000	0	120	35;35					23016	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	T­íng qu©n lµ t©m ®iÓm cña ba qu©n, ®­îc th­îng ®Õ phï hé 	½¿Ğ¡Å®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
§¹i Tèng Nguyªn So¸i ChiÕn Trang	0	101	3024	50	500000	0	150	40;40					23017	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n	±ê×¼ÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i ChiÕn Trang	0	101	3025	50	500000	0	150	40;40					23018	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n	¿ıÎàÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i ChiÕn Trang	0	101	3026	50	500000	0	150	40;40					23019	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Tèng Nguyªn So¸i ChiÕn Trang	0	101	3027	50	500000	0	150	40;40					23020	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n	½¿Ğ¡Å®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i ChiÕn Trang	0	101	3028	50	500000	0	150	40;40					23021	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n	±ê×¼ÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i ChiÕn Trang	0	101	3029	50	500000	0	150	40;40					23022	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n	¿ıÎàÄĞ»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i ChiÕn Trang	0	101	3030	50	500000	0	150	40;40					23023	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n	ĞÔ¸ĞÅ®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
§¹i Liªu Nguyªn So¸i ChiÕn Trang	0	101	3031	50	500000	0	150	40;40					23024	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	Thiªn qu©n ®¹i chiÕn, thèng lÜnh kh«ng thÓ dao ®éng, nÕu kh«ng sÏ ¶nh h­ëng ba qu©n	½¿Ğ¡Å®»Æ½ğ×°	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0					
Thiªn Chi Tµng KiÕm ¤ Kim Trang	0	101	30001	30	30000	0	200	20;20					30031	80	1	1		\image\item\shoe\man1_tro_018a1.spr	\image\item\shoe\man1_tro_018a0.spr	TrÊn trang chi b¶o trong Tµng KiÕm s¬n trang, ®­îc dÖt b»ng t¬ ¤ kim, lµ b¶o vËt trong nh©n gian.	±ê×¼ÄĞÏÂÉí009	H¹ y		9	0	1		0					
Thiªn Chi Tµng KiÕm ¤ Kim Trang	0	101	30002	30	30000	0	200	20;20					30032	80	1	2		\image\item\shoe\man2_tro_018a1.spr	\image\item\shoe\man2_tro_018a0.spr	TrÊn trang chi b¶o trong Tµng KiÕm s¬n trang, ®­îc dÖt b»ng t¬ ¤ kim, lµ b¶o vËt trong nh©n gian.	¿ıÎàÄĞÏÂÉí016	H¹ y		9	0	1		0					
Thiªn Chi Tµng KiÕm ¤ Kim Trang	0	101	30003	30	30000	0	200	20;20					30033	80	2	3		\image\item\shoe\fm1_tro_018a1.spr	\image\item\shoe\fm1_tro_018a0.spr	TrÊn trang chi b¶o trong Tµng KiÕm s¬n trang, ®­îc dÖt b»ng t¬ ¤ kim, lµ b¶o vËt trong nh©n gian.	ĞÔ¸ĞÅ®ÏÂÉí026	H¹ y		9	0	1		0					
Thiªn Chi Tµng KiÕm ¤ Kim Trang	0	101	30004	30	30000	0	200	20;20					30034	80	2	4		\image\item\shoe\fm2_tro_018a1.spr	\image\item\shoe\fm2_tro_018a0.spr	TrÊn trang chi b¶o trong Tµng KiÕm s¬n trang, ®­îc dÖt b»ng t¬ ¤ kim, lµ b¶o vËt trong nh©n gian.	½¿Ğ¡Å®ÏÂÉí018	H¹ y		9	0	1		0					
Cöu D­¬ng trang	0	101	3032	50	10001	0	200	18;18					104	75	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_008a1.spr	\image\item\shoe\man1_tro_008a0.spr	Méc QuÕ Anh dïng søc m¹nh Chİ D­¬ng t¹i Sinh M«n Thiªn M«n TrËn luyÖn nªn b¶o gi¸p, giµnh tÆng c¸c vŞ chiÕn sÜ ®¹i Tèng x«ng pha giÕt giÆc.	±ê×¼ÄĞÏÂÉí004	H¹ y		8		1		0					
Tinh Kh¾c-Cöu D­¬ng Long Trang	0	101	3033	50	10001	0	200	22;22					105	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_017a1.spr	\image\item\shoe\man1_tro_017a0.spr	Méc QuÕ Anh dïng søc m¹nh Chİ D­¬ng t¹i Sinh M«n Thiªn M«n TrËn luyÖn nªn b¶o gi¸p ®İnh kÌm trang søc Long L©n, giµnh tÆng dòng sÜ ®¹i Tèng.	±ê×¼ÄĞÎäÁÖÃË×°	H¹ y		8	2	1		0					
Thiªn NghÜa-Cöu D­¬ng Long Trang	0	101	3034	50	15000	0	200	26;26					106	85	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Ãµ¹å±êÄĞ×°-¿ã×Óa1.spr	\image\item\shoe\Ãµ¹å±êÄĞ×°-¿ã×Óa0.spr	Méc QuÕ Anh dïng søc m¹nh Chİ D­¬ng t¹i Sinh M«n Thiªn M«n TrËn luyÖn nªn b¶o gi¸p ®İnh Bµn Tiªu Long L©n, giµnh tÆng hµo kiÖt ®¹i Tèng.	±ê×¼ÄĞÃµ¹å×°2	H¹ y		9	2	1		0					
Cöu D­¬ng trang	0	101	3035	50	10001	0	200	18;18					104	75	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_014a1.spr	\image\item\shoe\man1_tro_014a0.spr	D­¬ng Bµi Phong dïng søc m¹nh Chİ ¢m t¹i DiÖt M«n Thiªn M«n TrËn luyÖn nªn b¶o gi¸p, giµnh tÆng c¸c vŞ chiÕn sÜ ®¹i Tèng x«ng pha giÕt giÆc. 	±ê×¼ÄĞÏÂÉí004	H¹ y		8		1		0					
Tinh Kh¾c-Cöu ¢m Phông Trang	0	101	3036	50	10001	0	200	22;22					105	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_018a1.spr	\image\item\shoe\man1_tro_018a0.spr	D­¬ng Bµi Phong dïng søc m¹nh Chİ ¢m t¹i DiÖt M«n Thiªn M«n TrËn luyÖn nªn b¶o gi¸p víi trang søc Phông Linh, giµnh tÆng dòng sÜ ®¹i Tèng. 	±ê×¼ÄĞÎäÁÖÃË×°	H¹ y		8	2	1		0					
Thiªn NghÜa-Cöu ¢m Phông Trang	0	101	3037	50	15000	0	200	26;26					106	85	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Ãµ¹å±êÄĞ×°-¿ã×Óa1.spr	\image\item\shoe\Ãµ¹å±êÄĞ×°-¿ã×Óa0.spr	D­¬ng Bµi Phong dïng søc m¹nh Chİ ¢m t¹i DiÖt M«n Thiªn M«n TrËn luyÖn nªn b¶o gi¸p víi trang søc CÈm Miªn Phông Linh, giµnh tÆng hµo kiÖt ®¹i Tèng.	±ê×¼ÄĞÃµ¹å×°2	H¹ y		9	2	1		0					
