ID	Name	Type	EffectDesc	BGDesc	AniPlaySpeed	AniBurstSkillOnHorse	AniEndSkillOnHorse	AniBurstSkillNotOnHorse	AniEndSkillNotOnHorse	LauncherBurstSFX_1	LauncherBurstSFXPos_1	LauncherBurstSFXWaittime_1	LauncherBurstSFX_2	LauncherBurstSFXPos_2	LauncherBurstSFXWaittime_2	LauncherEndSFX	LauncherEndSFXPos	LauncherEndSFXWaittime	TargetSFX	TargetSFXPos	PersistSFX_1	PersistSFXPos_1	PersistSFX_2	PersistSFXPos_2	LauncherBurstSound_1	LauncherBurstSoundWaittime_1	LauncherBurstSound_2	LauncherBurstSoundWaittime_2	TargetSound	PersistSound	Blade	BladeAni	BladeMtl	BlurNum	BlurInterval	Icon	Desc	NameColor	SubSkill1Name	SubSkill1Desc	SubSkill2Name	SubSkill2Desc	SubSkillOwnerID
735	D­¬ng Gia Liªn X¹ ThuËt 	<color=Blue3> C«ng kİch ngo¹i c«ng (thÊp)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm.<enter>Tæn thÊt 1 <color=Red1>mòi tiÔn.<enter><color=White>Liªn tiÕp b¾n <color=Blue1>[=skill_display_persist_time]<color=White> tiÔn, lùc tÊn c«ng mçi tiÔn <color=Blue1>[=damage_0] ®iÓm<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>1<color=White> gi©y <enter><color=Gray>(Ngò hµnh do vò khİ quyÕt ®Şnh).<enter><color=Gray>(HiÖu qu¶ liªn quan Th©n ph¸p vµ søc m¹nh)		100	Ñî¼ÒÁ¬ÉäÊõ_ÂíÉÏ		Ñî¼ÒÁ¬ÉäÊõ_ÂíÏÂ																												Ñî¼ÒÁ¬ÉäÊõ.spr	D­¬ng M«n cung ph¸p s¬ cÊp, liªn tiÕp b¾n tªn tÊn c«ng kÎ ®Şch tõ xa	Gold	TiÔn TÈu Liªn Hoµn	<color=White>Mçi tiÔn t¨ng søc tÊn c«ng <color=Blue1>10%			
736	D­¬ng Gia TrËn LiÖu ThuËt 	<color=Red2> Hç trî håi phôc chñ ®éng	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>Phôc håi sinh lùc cho b¶n th©n hoÆc phe m×nh <color=Blue1>[=imme_0]%<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>15 <color=White>gi©y		100	Ñî¼ÒÕóÁÆÊõ													ÑîÃÅ\611_c(Ñî¼ÒÕóÁÆÊõ).3e	1									ÑîÃÅ\Ñî¼ÒÕóÁÆÊõ.wav							Ñî¼ÒÕóÁÆÊõ.spr	D­¬ng m«n kü n¨ng s¬ cÊp, cã thÓ trŞ th­¬ng cho ®éi ngò vµ gi¶i trõ <enter>®éc s¸t	Gold					
737	D­¬ng Gia Håi Long TiÔn	<color=Blue3> C«ng kİch ngo¹i c«ng (thÊp)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>Tæn thÊt 1 <color=Red1>mòi tªn<enter><color=White>Lùc tÊn c«ng <color=Blue1>[=damage_0] ®iÓm<enter><color=White>§ång thêi cã <color=Blue0>[=damage_1p]% <color=White>®¸nh lui kÎ ®Şch<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>15 <color=White>gi©y<enter><color=Gray>(Ngò hµnh do vò khİ quyÕt ®Şnh)<enter><color=Gray>(HiÖu qu¶ liªn quan Th©n ph¸p, Søc m¹nh)		100	Ñî¼Ò»ØÁú¼ı																														Ñî¼Ò»ØÁú¼ı.spr	D­¬ng M«n cung ph¸p s¬ cÊp, bÊt ngê quay ®Çu b¾n tªn, uy lùc rÊt m¹nh	Gold	Long Håi §Çu	<color=White>Mçi gi©y <color=Blue1>120 <color=White> ®iÓm s¸t th­¬ng duy tr× trong 5 gi©y<enter><color=Blue1>			
738	D­¬ng Gia TriÒn V©n TiÔn	<color=Red3> Hç trî tÊn c«ng phô diÖn	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>Tiªu hao 1 <color=Red1>Mòi tªn<enter><color=White> B¾n tªn vµo ch©n ®èi ph­¬ng{, lùc tÊn c«ng <color=Blue1>[=damage_0]}<enter><color=White> KhiÕn ®èi ph­¬ng gi¶m tèc ®é di chuyÓn<color=Blue1>[=state_0]%<color=Red1>(lín nhÊt 85%)<enter><color=White> NĞ tr¸nh gi¶m <color=Blue1>[=state_1*-1]%<enter><color=White>Duy tr× <color=Green1>[=skill_effect_persist_time] <color=White>gi©y<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>20 <color=White>gi©y<enter><color=Gray>(ngò hµnh kh«ng)<enter><color=Gray>(HiÖu qu¶ liªn quan néi c«ng)		100	Ñî¼Ò²øÔÆ¼ı																			ÑîÃÅ\À­¹­Éù2.wav											Ñî¼Ò²øÔÆ¼ı.spr	Cung ph¸p trung cÊp, b¾n tªn vµo ch©n ®èi ph­¬ng lµm gi¶m tèc ®é di chuyÓn	Gold	V©n H¶i Mª Mang	<color=White>HiÖu qu¶ gi¶m tèc t¨ng <color=Blue1>10%.<enter><color=White>HiÖu qu¸ nĞ tr¸nh t¨ng <color=Blue1>10%			
739	D­¬ng Gia Kú M«n ThuÉn	<color=Red3> Hç trî phßng thñ chİnh diÖn	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>TËp trung ch©n khİ ®Ó hãa gi¶i s¸t th­¬ng, <color=Blue1>rÊt mau hÕt Sinh lùc <enter><color=White>TÊn c«ng l¹i chİnh x¸c 100% <enter><color=White>Cã <color=Blue1>[=missle_life_time]% ph¶n ®ßn. <enter><color=White>Tr¹ng th¸i phßng ngù, ph¸t ra <color=Green1>5 <color=White>l­ît tªn<enter><color=White>Mçi l­ît <color=Green1>10 <color=White>tªn, mçi tªn céng thªm <color=Blue1>[=960=damage_0] <color=White>lùc tÊn c«ng<enter><color=White>Phßng ngù tèi ®a <color=Blue1>[=missle_param1]%+[=missle_param2]<enter><color=White>Tr¹ng th¸i phßng ngù, tèc ®é di chuyÓn gi¶m<enter><color=White>Duy tr× <color=Green1>10 <color=White>gi©y<enter>TiÕp tôc xuÊt chiªu sÏ hñy tr¹ng th¸i phßng ngù<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>15<color=White> gi©y		100	:Ñî¼ÒÆæÃÅ¶Ü,Ñî¼ÒÆæÃÅ¶ÜÕ¾Á¢Ñ­»·,Ñî¼ÒÆæÃÅ¶ÜÑ­»·				ÑîÃÅ\614_b(Ñî¼ÒÆæÃÅ¶Ü).3e	5	-18	ÑîÃÅ\614_a(Ñî¼ÒÆæÃÅ¶Ü).3e	1	-18										ÑîÃÅ\Ñî¼ÒĞøÃü¾÷A.wav	-18										Ñî¼ÒÆæÃÅ¶Ü.spr	Kü n¨ng trung cÊp, vËn khİ t¹o thµnh mét bøc t­êng ch¾n <enter>Cã thÓ ng¨n c¶n mäi vËt bay ®Õn tÊn c«ng	Gold					
740	D­¬ng Gia Ch¸nh Khİ TiÔn	<color=Red3> Hç trî tÊn c«ng phô diÖn	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>Tiªu hao 1 <color=Red1>mòi tªn<enter><color=White>Bïa chó hç trî cung tiÔn<enter>Mçi gi©y g©y s¸t th­¬ng <color=Blue1>[=state_1] ®iÓm<enter><color=White>S¸t th­¬ng ®èi víi qu¸i mçi gi©y <color=Blue1>[=state_2] ®iÓm<enter><color=White>Mçi gi©y g©y thªm s¸t th­¬ng ngÉu nhiªn <color=Blue1>[=state_3] ®iÓm<enter><color=White>Duy tr× <color=Green1>10 <color=White>gi©y<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>15 <color=White>gi©y<enter><color=Gray>(Ngò hµnh kh«ng)<enter><color=Gray>(HiÖu qu¶ liªn quan Th©n ph¸p, Søc m¹nh)		100	Ñî¼ÒÕıÆø¼ı																			ÑîÃÅ\À­¹­Éù2.wav											Ñî¼ÒÕıÆø¼ı.spr	Cung ph¸p trung cÊp, chuyªn ®èi phã víi kÎ ®Şch tµ m«n	Gold	Khu Yªu T¶n Ma	<color=White>Lùc tÊn c«ng t¨ng <color=Blue1>3000 <color=White>			
741	D­¬ng Gia To¸i Kim TiÔn	<color=Blue3> C«ng kİch ngo¹i c«ng (trung)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>Tiªu hao 1 <color=Red1>mòi tªn<enter><color=White>Lùc tÊn c«ng <color=Blue1>[=damage_0] ®iÓm<enter><color=White>§ång thêi <color=Blue1>®Èy lui môc tiªu<enter><color=Gray>(Ngò hµnh do vò khİ quyÕt ®Şnh)<enter><color=Gray>(HiÖu qu¶ liªn quan Th©n ph¸p, Søc m¹nh)		100	Ñî¼ÒËé½ğ¼ı																			ÑîÃÅ\À­¹­Éù1.wav											Ñî¼ÒËé½ğ¼ı.spr	Cung ph¸p trung cÊp, toµn lùc ph¸t ra mét mòi tªn uy lùc cùc ®¹i	Gold	B¸ch Bé Xuyªn D­¬ng	<color=White>KhiÕn môc tiªu gi¶m <color=Blue1>40% tèc ®é trong 5 gi©y			
742	HuyÔn ThÇn quyÕt	<color=Red3> Hç trî chñ ®éng tÊn c«ng chİnh diÖn	<color=White>Tiªu hao néi lùc <color=Red1>[=cost_mana_point]<color=White> ®iÓm<enter>TÊn c«ng kÌm theo hiÖu qu¶ s¸t th­¬ng ngÉu nhiªn{<enter>TÊn c«ng cã <color=Blue1> x¸c suÊt [=state_0?7: ] thuéc tİnh}{<enter><color=White>Mäi tÊn c«ng cã <color=Blue1>75% lùc ®¸nh, [=state_1?75: ] hiÖu qu¶ thuéc tİnh ®èi ©m}{<enter><color=White>KhiÕn cho tÊt c¶ c«ng kİch ®Òu cã <color=Blue1>50% lùc ®¸nh[=state_2?50: ] chuyÓn hãa thµnh hÖ néi c«ng}{<enter><color=White>KhiÕn cho tÊt c¶ c«ng kİch ®Òu t¨ng<color=Blue1>15%[=state_3?15: ] vµ 20% tiªu hao}{<enter><color=White>KhiÕn cho tÊt c¶ c«ng kİch ®Òu cã <color=Blue1>20% x¸c suÊt [=state_5?1966100: ] cho môc tiªu gi¶m 30% tèc ®é trong 2 gi©y}{<enter><color=White>Mäi tÊn c«ng ®Òu cã thªm <color=Blue1>[=state_6] ®iÓm[=state_7?100: ] ®éc s¸t, duy tr× 10 gi©y}<enter><color=White>X¸c suÊt nĞ tr¸nh t¨ng <color=Blue1>[=state_8]%<enter><color=White>Duy tr× <color=Green1>10 <color=White>phót<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>60<color=White> gi©y<enter><color=Gray>(TÇng cuèi cïng hiÖu qu¶ liªn quan Néi c«ng, Th©n ph¸p)		100	Ñî¼Ò»ÃÉñ¾÷				ÑîÃÅ\617_a(Ñî¼Ò»ÃÉñ¾÷).3e	1										ÑîÃÅ\617_c(Ñî¼Ò»ÃÉñ¾÷).3e	6							ÑîÃÅ\Ñî¼Ò»ÃÉñ¾÷.wav							Ñî¼Ò»ÃÉñ¾÷.spr	T©m ph¸p cao cÊp, mang l¹i hiÖu qu¶ ®Æc biÖt cho cung tiÔn	Gold	L«i §×nh V¹n Qu©n	<color=White>KhiÕn tÊt c¶ c«ng kİch cã tû lÖ <color=Blue1>5% ®¸nh lui ®èi ph­¬ng	Hçn §én NhÊt Ph¸	<color=White>KhiÕn tÊt c¶ c«ng kİch cã tû lÖ <color=Blue1>5% khiÕn kÎ ®Şch ®øng yªn 2 gi©y	
770	D­¬ng Gia HuyÔn ThÇn QuyÕt (chiªu 1)				100					ÑîÃÅ\617_a(Ñî¼Ò»ÃÉñ¾÷).3e	1										ÑîÃÅ\617_c(Ñî¼Ò»ÃÉñ¾÷).3e	6							ÑîÃÅ\Ñî¼Ò»ÃÉñ¾÷.wav														
771	D­¬ng Gia HuyÔn ThÇn QuyÕt (chiªu 2)				100					ÑîÃÅ\617_a(Ñî¼Ò»ÃÉñ¾÷).3e	1										ÑîÃÅ\617_c(Ñî¼Ò»ÃÉñ¾÷).3e	6							ÑîÃÅ\Ñî¼Ò»ÃÉñ¾÷.wav														
743	D­¬ng Gia Tôc MÖnh QuyÕt	<color=Red2> Hç trî håi phôc chñ ®éng	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>Khi bŞ tÊn c«ng ®Õn møc nguy kŞch còng kh«ng tö vong<enter>Håi phôc Sinh lùc <color=Blue1>[=state_0] <color=White>®iÓm<enter><color=White>Ch©n khİ sÏ tù tiªu t¸n {<enter><color=White>Tû lÖ ph¶n ®ßn ®¸nh ng· t¨ng <color=Blue1>[=state_1]%}<enter><color=White>Duy tr× <color=Green1>180 <color=White>gi©y<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>180 <color=White>gi©y<enter><color=Gray>(HiÖu qu¶ liªn quan Néi c«ng)		100	Ñî¼ÒĞøÃü¾÷				ÑîÃÅ\618_a(Ñî¼ÒĞøÃü¾÷).3e	1										ÑîÃÅ\618_b(Ñî¼ÒĞøÃü¾÷).3e	1			ÑîÃÅ\Ñî¼ÒĞøÃü¾÷A.wav				ÑîÃÅ\Ñî¼ÒĞøÃü¾÷B.wav							Ñî¼ÒĞøÃü¾÷.spr	T©m ph¸p cao cÊp gióp b¶n th©n tr¸nh ®­îc s¸t th­¬ng chİ m¹ng	Gold	D· Háa Liªu Nguyªn	<color=White>Håi phôc sinh lùc <color=Blue1>2000	Dôc Háa Trïng Sinh	<color=White>Sinh lùc håi phôc thªm <color=Blue1>4000	
763	D­¬ng Gia Tôc MÖnh QuyÕt (chiªu 1)									ÑîÃÅ\618_a(Ñî¼ÒĞøÃü¾÷).3e	1										ÑîÃÅ\618_b(Ñî¼ÒĞøÃü¾÷).3e	1			ÑîÃÅ\Ñî¼ÒĞøÃü¾÷A.wav				ÑîÃÅ\Ñî¼ÒĞøÃü¾÷B.wav														
764	D­¬ng Gia Tôc MÖnh QuyÕt (chiªu 2)									ÑîÃÅ\618_a(Ñî¼ÒĞøÃü¾÷).3e	1										ÑîÃÅ\618_b(Ñî¼ÒĞøÃü¾÷).3e	1			ÑîÃÅ\Ñî¼ÒĞøÃü¾÷A.wav				ÑîÃÅ\Ñî¼ÒĞøÃü¾÷B.wav														
744	L­u Quang TuyÖt ¶nh TiÔn	<color=Blue3> C«ng kİch ngo¹i c«ng (cao)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm.<enter>Tæn thÊt 1 <color=Red1>mòi tªn<enter><color=White>Lùc tÊn c«ng mçi tiÔn <color=Blue1>[=damage_0] ®iÓm<enter><color=White>Tæng céng b¾n <color=Blue1>[=skill_missle_num]<color=White> tiÔn<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>15<color=White> gi©y<enter><color=Gray>(Ngò hµnh do vò khİ quyÕt ®Şnh)<enter><color=Gray>(HiÖu qu¶ liªn quan Th©n ph¸p)		100	Á÷¹â¾øÓ°¼ı				ÑîÃÅ\619_a(Á÷¹â¾øÓ°¼ı).3e	2														ÑîÃÅ\À­¹­Éù1.wav											Á÷¹â¾øÓ°¼ı.spr	Cung ph¸p cao cÊp, b¾n ra phİa tr­íc vµ h­íng ngang v« sè cung tªn	Gold	L­u Quang Tø T¸n	<color=White>Mçi tiÔn hç trî lùc tÊn c«ng <color=Blue1>150	Quang DuÖ ¶nh Dao	<color=White>Mçi tiÔn hç trî lùc tÊn c«ng <color=Blue1>300	
765	L­u Quang TuyÖt ¶nh TiÔn (chiªu 1)									ÑîÃÅ\619_a(Á÷¹â¾øÓ°¼ı).3e	1																																
766	L­u Quang TuyÖt ¶nh TiÔn (chiªu 2)									ÑîÃÅ\619_a(Á÷¹â¾øÓ°¼ı).3e	1																																
745	B¸ V­¬ng T­êng Phông TiÔn	<color=Gold> Vâ c«ng TrÊn ph¸i	<color=White>S¸t khİ tiªu hao <color=Red1>[=cost_momentum] <color=White>« <enter>Trêi ban D­¬ng m«n thÇn lùc tô háa hãa tªn <color=Gold>Kim Dùc Ph­îng Hoµng <enter><color=White>T¹o s¸t th­¬ng kÎ ®Şch <color=Blue1>[=imme_0]% <color=White><enter>Víi NPC s¸t th­¬ng t¨ng thªm <color=Blue1>[=damage_0] <color=White>®iÓm<enter><color=White>§ång thêi khiÕn kÎ ®Şch <color=Blue1>§Èy lui cùc m¹nh {<enter><color=White>Ph­îng Hoµng mçi gi©y phãng xuèng <color=Blue1>[=556=skill_missle_num] <color=White> mao tiÔn löa}{<enter><color=White>Mçi mao tiÔn löa g©y s¸t th­¬ng lªn kÎ thï <color=Blue1>[=556=imme_0]% <color=White><enter>Víi NPC s¸t th­¬ng t¨ng thªm <color=Blue1>[=556=damage_0] <color=White>®iÓm}<enter><color=Gray>(Ngò hµnh do vò khİ quyÕt ®Şnh)	<enter> Th­¬ng ph¸p vµ TiÔn thuËt cña D­¬ng m«n khiÕn Liªu binh nhiÒu phen khiÕp vİa	100	°ÔÍõÏè·ï¼ı				ÑîÃÅ\°ÔÍõÏè·ï¼ı.3e	1		ÑîÃÅ\°ÔÍõÏè·ï¼ıa1.3e	6	-1										ÑîÃÅ\°ÔÍõÏè·ï¼ıA1.wav		ÑîÃÅ\°ÔÍõÏè·ï¼ıA2.wav	18						10	10	°ÔÍõ¼²·ç¼ı.spr	Cung ph¸p D­¬ng m«n trÊn ph¸i, khã mµ tho¸t ®­îc	Gold	Th¶o Méc Giai Binh		Väng Phong PhŞ Mi		
556	B¸ V­¬ng T­êng Phông TiÔn Vò Mao																																			Çá¹¦.spr							
801	Xİch M¹c Yªn Háa (®iÓm)							¶¾´Ì¹Ç																																			
802	Tranh M¹c Yªn Háa (®iÓm)							¶¾´Ì¹Ç																																			
803	ThiÕu L©m npc phßng thñ							*¹¥»÷01																																			
804	ThiÕu L©m npc ®¸nh nhanh (ngo¹i c«ng)							*¹¥»÷01																																			
805	Lam M¹c Yªn Háa (®iÓm)							¶¾´Ì¹Ç																																			
806	ThiÕu L©m npc ®¸nh nhanh (néi c«ng)							*¹¥»÷01																																			
807	ThiÕu L©m npc nç lùc							*¹¥»÷01																																			
808	Tranh S¾c Yªn Háa (®iÓm)							¶¾´Ì¹Ç																																			
809	ThiÕu L©m npc Ca DiÖp Thèi							*¹¥»÷01																																			
810	ThiÕu L©m npc t¨ng phßng thñ							*¹¥»÷01																																			
811	Lam S¾c Yªn Háa (®iÓm)							¶¾´Ì¹Ç																																			
812	§­êng M«n npc Truy T©m TiÔn							*¹¥»÷01																																			
813	Xİch M¹c Yªn Háa (cù)							¶¾´Ì¹Ç																																			
814	Tranh M¹c Yªn Háa (cù)							¶¾´Ì¹Ç																																			
815	§­êng M«n npc B¹o Vò Lª Hoa Ch©m							*¹¥»÷01																																			
816	Nga My npc g·y ®µn							¶¾´Ì¹Ç																																			
817	Lam M¹c Yªn Háa (cù)							*¹¥»÷01																																			
818	C¸i Bang npc BŞ §éng Tóy §iÖp							*¹¥»÷01																																			
819	C¸i Bang npc Khu Xµ c«n ph¸p							*¹¥»÷01																																			
820	Tranh S¾c Yªn Háa (cù)							¶¾´Ì¹Ç																																			
821	C¸i Bang npc §¶ CÈu c«n ph¸p							*¹¥»÷01																																			
822	Vâ §ang npc Vâ §ang kiÕm ph¸p							*¹¥»÷01																																			
823	Lam S¾c Yªn Háa (cù)							¶¾´Ì¹Ç																																			
824	Vâ §ang npc Tİch D­¬ng kiÕm khİ							*¹¥»÷01																																			
825	Vâ §ang npc Th¸i Thanh kiÕm khİ							*¹¥»÷01																																			
826	Vâ §ang npc ThÊt Tinh QuyÕt							*¹¥»÷01																																			
827	Vâ §ang npc ThiÕu D­¬ng quyÕt							*¹¥»÷01																																			
828	Vâ §ang npc Qu©n Tö C«ng							*¹¥»÷01																																			
829	D­¬ng M«n npc Ph¸ Phong Th­¬ng							*¹¥»÷01																																			
830	D­¬ng M«n npc Thiªn Hµnh Th­¬ng							*¹¥»÷01																																			
831	D­¬ng M«n npc B«n Lang Th­¬ng							*¹¥»÷01																																			
832	Tranh S¾c Yªn Háa (viªn)							¶¾´Ì¹Ç																																			
833	D­¬ng M«n npc Liªn X¹ ThuËt							*¹¥»÷01																																			
834	Ngò §éc NPC V¹n §éc §o¹t MÖnh §ao							*¹¥»÷01																																			
835	Lam S¾c Yªn Háa (viªn)							¶¾´Ì¹Ç																																			
836	Ngò §éc NPC Cuång Phong Tr¶o							*¹¥»÷01																																			
837	Ngò §éc NPC §éc Cæ							*¹¥»÷01																																			
838	Tranh S¾c Yªn Háa (tuyÕn)							¶¾´Ì¹Ç																																			
839	Ngò §éc NPC T©m Cæ							*¹¥»÷01																																			
840	npc gi¶m khİ tÊn c«ng							*¹¥»÷01																																			
841	Lam S¾c Yªn Háa (tuyÕn)							¶¾´Ì¹Ç																																			
842	Tö S¾c Yªn Háa (tuyÕn)							¶¾´Ì¹Ç																																			
843	§¹n tiÓu tuyÕt cÇu	<color=White>Sinh ho¹t	<color=White>§Æt xuèng 1 qu¶ thuèc næ TiÓu TuyÕt CÇu, sau 5 gi©y sÏ næ, g©y s¸t th­¬ng qu¸i xung quanh<enter><color=Blue1>Uy lùc vµ ph¹m vi nhá<enter><color=White>CÇn tiªu hao 5 <color=Red1>TiÓu TuyÕt CÇu		100			¶¾´Ì¹Ç											ÆäËû\Ñ©ÇòÕ¨µ¯_b.3e	1																Ñ©ÇòÕ¨µ¯.spr	TiÓu TuyÕt cÇu bªn trong chøa ph¸o hoa, møc ¶nh h­ëng kh«ng xa	Gold					
844	§¹n trung tuyÕt cÇu	<color=White>Sinh ho¹t	<color=White>§Æt xuèng 1 qu¶ thuèc næ Trung TuyÕt CÇu, sau 5 gi©y sÏ næ, g©y s¸t th­¬ng qu¸i xung quanh<enter><color=Blue1>Uy lùc vµ ph¹m vi tÇm trung<enter><color=White>CÇn tiªu hao 5 <color=Red1>Trung TuyÕt CÇu		100			¶¾´Ì¹Ç											ÆäËû\Ñ©ÇòÕ¨µ¯_b.3e	1																Ñ©ÇòÕ¨µ¯.spr	Trung TuyÕt cÇu bªn trong chøa ph¸o hoa, møc ¶nh h­ëng võa	Gold					
845	§¹n ®¹i TuyÕt cÇu	<color=White>Sinh ho¹t	<color=White>§Æt xuèng 1 qu¶ thuèc næ §¹i TuyÕt CÇu, sau 5 gi©y sÏ næ, g©y s¸t th­¬ng qu¸i xung quanh<enter><color=Blue1>Uy lùc vµ ph¹m vi lín<enter><color=White>CÇn tiªu hao 5 <color=Red1> §¹i TuyÕt CÇu		100			¶¾´Ì¹Ç											ÆäËû\Ñ©ÇòÕ¨µ¯_b.3e	1																Ñ©ÇòÕ¨µ¯.spr	§¹i TuyÕt cÇu bªn trong chøa ph¸o hoa, møc ¶nh h­ëng réng	Gold					
846	(NĞm) TiÓu tuyÕt cÇu g©y cho¸ng	<color=White>Sinh ho¹t	<color=White>NĞm vµo ®èi thñ 1 qu¶ tuyÕt cÇu ®Çy uy lùc, g©y cho ®èi ph­¬ng <color=Blue1>500 ®iÓm s¸t th­¬ng<enter><color=White>CÇn tiªu hao <color=Red1>TiÓu TuyÕt CÇu		100			ÈÓÑ©Çò1																												Ğ¡Ñ©Çò.spr	NĞm ra 1 qu¶ tiÓu tuyÕt cÇu uy lùc	Gold					
847	(NĞm) Trung tuyÕt cÇu g©y cho¸ng	<color=White>Sinh ho¹t	<color=White>NĞm vµo ®èi thñ 1 qu¶ tuyÕt cÇu ®Çy uy lùc, g©y cho ®èi ph­¬ng <color=Blue1>1000 ®iÓm s¸t th­¬ng vµ hçn lo¹n 1 gi©y<enter><color=White>CÇn tiªu hao <color=Red1>Trung TuyÕt CÇu		100			ÈÓÑ©Çò2																												ÖĞÑ©Çò.spr	NĞm ra 1 qu¶ trung tuyÕt cÇu uy lùc	Gold					
848	(NĞm) §¹i tuyÕt cÇu g©y cho¸ng	<color=White>Sinh ho¹t	<color=White>NĞm vµo ®èi thñ 1 qu¶ tuyÕt cÇu ®Çy uy lùc, g©y cho ®èi ph­¬ng <color=Blue1>1500 ®iÓm s¸t th­¬ng vµ hçn lo¹n 3 gi©y<enter><color=White>CÇn tiªu hao <color=Red1>§¹i TuyÕt CÇu		100			ÈÓÑ©Çò3													ÆäËû\Ñ©ÇòÕ¨µ¯_b.3e	1														´óÑ©Çò.spr	NĞm ra 1 qu¶ ®¹i tuyÕt cÇu uy lùc	Gold					
849	(Yªu) TiÓu tuyÕt cÇu mª d­îc	<color=White>Sinh ho¹t	<color=White>Sö dông tuyÕt cÇu, håi phôc b¶n th©n <color=Blue1>1000 ®iÓm sinh mÖnh<enter><color=White>CÇn tiªu hao 1 <color=Red1>TiÓu TuyÕt CÇu		100			ÈÓÑ©Çò1																												Ğ¡Ñ©Çò.spr	Sö dông 1 tiÓu tuyÕt cÇu, håi phôc sinh mÖnh	Gold					
850	(Yªu) Trung tuyÕt cÇu mª d­îc	<color=White>Sinh ho¹t	<color=White>Sö dông tuyÕt cÇu, håi phôc b¶n th©n <color=Blue1>2000 ®iÓm sinh mÖnh<enter><color=White>CÇn tiªu hao 1 <color=Red1>Trung TuyÕt CÇu		100			ÈÓÑ©Çò2																												ÖĞÑ©Çò.spr	Sö dông 1 trung tuyÕt cÇu, håi phôc sinh mÖnh	Gold					
851	(Yªu) §¹i tuyÕt cÇu mª d­îc	<color=White>Sinh ho¹t	<color=White>Sö dông tuyÕt cÇu, håi phôc b¶n th©n <color=Blue1>4000 ®iÓm sinh mÖnh<enter><color=White>CÇn tiªu hao 1 <color=Red1>§¹i TuyÕt CÇu		100			ÈÓÑ©Çò3													ÆäËû\Ñ©ÇòÕ¨µ¯_b.3e	1														´óÑ©Çò.spr	Sö dông 1 ®¹i tuyÕt cÇu, håi phôc sinh mÖnh	Gold					
852	Trõ cùu tuÕ	<color=White>Sinh ho¹t	<color=White>§èt phong ph¸o dïng hï däa ng­êi kh¸c. <enter>Tèn <color=Red1>1 phong ph¸o		100			·Å±ŞÅÚ																												±ŞÅÚ.spr	NĞm ph¸o hoa, bän trÎ rÊt thİch	Gold					
853	Nghªnh t©n niªn	<color=White>Sinh ho¹t	<color=White>§èt phong ph¸o tiÕng næ rÒn vang, nghe vui tai. <enter>Tèn <color=Red1>1 phong ph¸o		100			·Å±ŞÅÚ																												Ò»´®±ŞÅÚ.spr	NĞm phong ph¸o hoa, c¸t t­êng nh­ ı	Gold					
854	Khai V©n ph¸o	<color=Gold>ThuyÒn rång ®Æc biÖt	<color=White>N· ph¸o vµo thuyÒn ®Şch <enter><color=White>§ång thêi trong 6 gi©y g©y <color=Blue1>cho¸ng <color=White>3 gi©y<enter><color=White>Thêi gian n· ph¸o c¸ch nhau <color=Green1>5 <color=White>gi©y		100	ÁúÖÛ¹¥»÷																														Ë®ÅÚÁúÖÛ.spr	Kü n¨ng ®Æc biÖt cña Thñy Ph¸o Long Ch©u	Gold					
855	Bİ Èn L«i	<color=Gold>ThuyÒn rång ®Æc biÖt	<color=White>Phãng thñy l«i vµo thuyÒn ®Şch lµm chóng <color=Blue1>cho¸ng <color=White>5 gi©y. <enter>Tèi ®a phãng<color=Blue1>10 <color=White>thñy l«i. <enter><color=White>Thêi gian phãng c¸ch nhau <color=Green1>1 <color=White>gi©y		100	ÁúÖÛ¹¥»÷																														Ë®À×ÁúÖÛ.spr	Kü n¨ng ®Æc biÖt cña Thñy L«i Long Ch©u	Gold					
