ID	Name	Type	EffectDesc	BGDesc	AniPlaySpeed	AniBurstSkillOnHorse	AniEndSkillOnHorse	AniBurstSkillNotOnHorse	AniEndSkillNotOnHorse	LauncherBurstSFX_1	LauncherBurstSFXPos_1	LauncherBurstSFXWaittime_1	LauncherBurstSFX_2	LauncherBurstSFXPos_2	LauncherBurstSFXWaittime_2	LauncherEndSFX	LauncherEndSFXPos	LauncherEndSFXWaittime	TargetSFX	TargetSFXPos	PersistSFX_1	PersistSFXPos_1	PersistSFX_2	PersistSFXPos_2	LauncherBurstSound_1	LauncherBurstSoundWaittime_1	LauncherBurstSound_2	LauncherBurstSoundWaittime_2	TargetSound	PersistSound	Blade	BladeAni	BladeMtl	BlurNum	BlurInterval	Icon	Desc	NameColor	SubSkill1Name	SubSkill1Desc	SubSkill2Name	SubSkill2Desc	SubSkillOwnerID																														
1030	万雷碎星符	<color=Red3>主动高级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>将一张爆发雷电力量的道符丢出<enter><color=White>道符攻击力 <color=Blue1>[=damage_0] <enter><color=White>道符散发的闪电攻击力 <color=Blue1>[=1048=damage_0]<enter><color=White>并将敌人 <color=Blue1>击退 <enter><color=White>需要 <color=Blue1>雷祭 <color=White>状态<enter><color=White>武功使用间隔 <color=Green1>5 <color=White>秒<enter><color=Gray>(效果关联 内功 洞察)		100			万雷碎星符		昆仑\813_a(万雷碎星符).3e	1														昆仑\万雷碎星符.wav						剑.blade	标准男.Ani	白色1.Mtl			万雷碎星符.spr	昆仑高级雷系符法，蕴万雷之力与灵符，触者形骸俱焚	Gold	雷莹玉崩	<color=White>降低目标攻击力 <color=Blue1>30% <color=White>持续5秒	殒碎苍穹	<color=White>降低目标攻击力 <color=Blue1>50% <color=White>持续5秒																															
1031	玄风缠意诀	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>用玄风等缠绕自己周身<enter>每受到攻击，可使攻击者 <color=Blue1>眩晕<enter><color=White>生效间隔 <color=Blue1>2 <color=White>秒<color=White>持续时间 <color=Green1>[=skill_effect_persist_time] <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>60 <color=White>秒		100			玄风缠意诀		昆仑\814_a(玄风缠意诀).3e	1										昆仑\814_b(玄风缠意诀).3e	1			昆仑\玄风缠意诀.wav						剑.blade	标准男.Ani	白色1.Mtl			玄风缠意诀.spr	昆仑高级风系符法，起九天玄风护体，<enter>胆敢冒犯之人则会被玄风围困	Gold	风行云乱	<color=White>吸收内外功伤害 <color=Blue1>500 <color=White>点<enter><color=White>持续45秒	凌风云壁	<color=White>吸收内外功伤害 <color=Blue1>1000 <color=White>点<enter><color=White>持续45秒																															
1032	无极风雷诀	<color=Gold> 镇派武功	<color=White>消耗杀气 <color=Red1>[=cost_momentum] <color=White>格<enter>御剑飞行，以风雷的力量攻击四周敌人 <enter><color=White>每半秒对敌方目标造成伤害 <color=Blue1>[=imme_0]% <color=White><enter>对NPC额外攻击力 <color=Blue1>[=damage_1] <color=White>点<enter>同时降低敌人命中 <color=Blue1>[=state_0]<enter><color=White>点<enter><color=White>御剑过程中自身 <color=Blue1>[=555=state_0]% <color=White>免疫所有负面状态<enter><enter><color=White>御剑飞行将 <color=Blue1>极大提升 <color=White>自身移动速度<enter><color=White>持续时间 <color=Green1>6 <color=White>秒	<enter>    天地初始，元气未分，浑沌为一，<enter> 无极生于混沌虚空，蕴万物运行之道，致混沌离析，<enter> 遂成轻浊二气，演化太极之象，故无极生太极。<enter> 太极生而两仪现，两仪现而三才聚，三才聚而四象合，<enter> 四象合而五行具，五行具而六弥定，六弥定而七宿出，<enter> 七宿出而八卦显，八卦显而九宫满，九宫满而十圆全<enter> ，衍化而生，万物化和，生生息息，周而复始。<enter> 老子曰∶“知其白，守其黑，为天下式。”<enter> “为天下式，常德不忒，复归於无极。”<enter> 无极两字始现，意即道也，道无穷尽。<enter> 庄子又曰：“无极之外，复无极也。”<enter> 意喻天地无边无际，无穷无尽，<enter> 无穷之外复为无穷，无极为万物之本，太极之源。<enter> 修道者穷其一生，望与道合而为一，复归於无极。<enter> 昆仑无极风雷诀，依无极之理，浩浩乎，<enter> 天为之厉色；玄玄乎，地为之浑沌。<enter> 风行兮，阴为之而应，吞噬万物，尘沙弥日；<enter> 雷鸣兮，阳为之而动，山崩地裂，巨浪排空。<enter> 仗剑祭天，大风骤起，雷电交加，光芒四耀，轰鸣四野，鬼神惊而阴阳撼；<enter> 舞剑飞天，万雷惊鸣，疾风骤雨，乌云遮天，洪水肆虐，人兽殁而天地蹦。<enter> 无极风雷致两仪颠倒，三才浑沌，四象错位，五行离散，<enter> 六弥荒废，七宿迷踪，八卦失落，九宫凌乱，十圆易形。	100			无极风雷诀		昆仑\无极风雷诀_a.3e	1	-1													昆仑\无极风雷诀.wav						剑.blade	标准男.Ani	白色1.Mtl	10	200	无极风雷诀.spr	昆仑镇派符法，狂风怒雷落地，妖孽无所遁形，灰飞烟灭	Gold																																			
1033	无极风雷诀免疫																																																																								
1034	惊风瞬雷诀	<color=Red3>主动正面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_percent]% <color=White><enter>以符祭天，打破风雷祭的界限<enter>武功施展时 <color=Blue1>不再受到风雷环境限制<enter><color=White>持续时间 <color=Green1>[=skill_effect_persist_time] <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>30 <color=White>秒		100			惊风瞬雷诀													秘籍\mj013_a(瞬风惊雷诀).3e	1			秘籍\惊风瞬雷诀.wav						剑.blade	标准男.Ani	白色1.Mtl			惊风瞬雷诀.spr	昆仑秘籍心法，可破除风祭与雷祭的界限，随心所欲呼风御雷	Gold	电光火石	<color=White>持续时间延长 <color=Blue1>5 <color=White>秒																																	
1035	天雷符(招)									昆仑\804_a(天雷符).3e	1														昆仑\天雷符.wav																																																
1036	御风诀(招)									昆仑\803_a(冰风诀).3e	1														昆仑\冰风诀.wav																																																
1037	狂雷符(招)									昆仑\805_b(御风诀).3e	1										昆仑\805_b(御风诀).3e	1			昆仑\御风诀.wav																																																
1038	轰雷符(招)									昆仑\806_a(狂雷符).3e	2														昆仑\狂雷符.wav																																																
1039	扬沙诀(招)									昆仑\808_a(轰雷符).3e	1														昆仑\轰雷符.wav																																																
1040	罡风诀(招)																				昆仑\807_b(扬沙诀).3e	1			昆仑\罡风诀.wav																																																
1041	爆雷符(招1)									昆仑\809_a(罡风诀).3e	1														昆仑\轰雷符.wav																																																
1042	仙风流散诀(招)									昆仑\810_a(爆雷符).3e	2														昆仑\仙风流散诀.wav																																																
1043	五雷正法符(招1)									昆仑\811_a(仙风流散诀).3e	1										昆仑\811_b(仙风流散诀).3e	1			昆仑\五雷正法符.wav																																																
1044	万雷碎星符(招1)									昆仑\812_a(五雷正法符).3e	1	-1													昆仑\万雷碎星符.wav																																																
1045	玄风缠意诀(招1)									昆仑\813_a(万雷碎星符).3e	1														昆仑\玄风缠意诀.wav																																																
1046	惊风瞬雷诀(招)									昆仑\814_a(玄风缠意诀).3e	1										昆仑\814_b(玄风缠意诀).3e	1			秘籍\惊风瞬雷诀.wav																																																
1047	爆雷符(招2)																				秘籍\mj013_a(瞬风惊雷诀).3e	1			昆仑\轰雷符.wav																																																
1049	五雷正法符(招2)									昆仑\810_a(爆雷符).3e	2														昆仑\五雷正法符.wav																																																
1050	万雷碎星符(招2)									昆仑\812_a(五雷正法符).3e	1	-1													昆仑\万雷碎星符.wav																																																
1051	玄风缠意诀(招2)									昆仑\813_a(万雷碎星符).3e	1														昆仑\玄风缠意诀.wav																																																
1052	玄风缠意诀(招2)										1														昆仑\玄风缠意诀.wav																																																
1165	枫舞心法	<color=Purple>入门武功	<color=White>限制武器使用 <color=Blue1>灵枝<enter><color=White>打坐时每10秒增加内力回复 <color=Blue1>[=state_0] <color=White>点<enter>身法影响的闪避值提高 <color=Blue1>[=state_1]% <enter><color=White>提高外伤回复速度 <color=Blue1>[=state_2]% <enter><color=Blue1>流派防御修正<enter><color=Blue1>流派药效修正		100																															枫舞心法.spr	翠烟舞仙入门心法,有助于内气回复<enter>并能提升自身灵巧性	Gold																																			
1166	起舞	<color=Red3>主动正面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_percent]% <enter><color=White>开始跳舞<enter>自身处于 <color=Blue1>起舞状态<enter><color=White>可以施展所有 <color=Blue1>舞蹈动作<enter><color=White>提高自身武功出招概率 <color=Blue1>[=state_1]% <enter><color=White>持续时间 <color=Green1>300 <color=White>秒<enter><color=White>		100			起舞																												起舞.spr	翠烟舞仙基本舞蹈动作,表演其他舞蹈的前提	Gold	踏烟凌舞	<color=White>自身命中点数增加 <color=Blue0>100 <color=White>点																																	
1167	灵猫韵	<color=Red3>主动负面攻击辅助	<color=White>起始消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>每秒消耗内力 <color=Red1>[=cost_mana_per_second] <color=White>点<enter><color=White>跳动一段灵活的舞蹈纠缠住敌人<enter><color=White>使范围内敌人命中点数降低 <color=Blue1>[=state_0] <color=White>点<enter><color=White>舞蹈每波攻击力 <color=Blue1>[=damage_0] <enter><color=White>舞蹈动作需要先 <color=Blue1>起舞 <enter><color=White>舞蹈持续时间 <color=Green1>5 <color=White>秒<enter><color=Gray>(效果关联 身法 力量)		100			灵猫韵		翠烟\灵猫韵.3e	1	-1													翠烟\灵猫韵.wav											灵猫韵.spr	翠烟舞仙初级舞蹈,灵巧的舞步令敌人眼花缭乱难以命中	Gold	花间轻踏	<color=White>敌人命中率额外下降 <color=Blue1>5%																																	
1168	舞云心法	<color=Purple>被动武功	<color=White>闪避点数增加 <color=Blue1>[=state_0] <color=White>点<enter><color=White>命中点数增加 <color=Blue1>[=state_1] <color=White>点		100			舞云心法																												舞云心法.spr	翠烟舞仙初级心法,身形柔软,避开伤害	Gold																																			
1169	媚花	<color=Blue3>主动负面攻击辅助	<color=White>起始消耗内力<color=Red1>[=cost_mana_point]<color=White>点<enter>每秒消耗内力<color=Red1>[=cost_mana_per_second]<color=White>点<enter><color=White>跳动一段艳丽的舞蹈令敌人只可远观<enter><color=White>舞蹈每波攻击力<color=Blue1>[=damage_0]<enter><color=White>并有<color=Blue0>[=imme_0p]%<color=White>概率将周围敌人<color=Blue1>击退<enter><color=White>舞蹈动作需要先<color=Blue1>起舞<enter><color=White>舞蹈表演间隔<color=Green1>20<color=White>秒<enter><color=Gray>		100			媚花		翠烟\媚花.3e	1	-1													翠烟\媚花.wav											媚花.spr	翠烟舞仙初级舞蹈,美艳的舞步令敌人失去敌意并为其让路	Gold	落英缤纷	<color=White>攻击力提高<color=Blue1>25%																																	
1170	断云诀	<color=Red3>主动正面防御辅助	<color=White>消耗内力<color=Red1>[=cost_mana_point]<color=White>点<enter>调整步伐,立即中断舞蹈动作<enter>允许中断<color=Blue1>所有的舞蹈<enter><color=White>中断舞蹈后,提高自身移动速度<color=Blue1>[=1286=state_0]%<color=Red1>(最高135%)<enter><color=White>加速效果持续时间<color=Green1>3 <color=White>秒<enter>舞蹈表演间隔<color=Green1>15 <color=White>秒<enter><color=Gray>		100			断云诀																	翠烟\断云诀.wav											断云诀.spr	翠烟舞仙中级心法,停止跳舞并提高移动速度	Gold	雾散云消	<color=White>抵抗定身和减速几率提高<color=Blue1>50%																																	
1171	秋月赋	<color=Red3>主动负面攻击辅助	<color=White>起始消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>每秒消耗内力 <color=Red1>[=cost_mana_per_second] <color=White>点<enter><color=White>跳动一段相思的舞蹈使敌人放松警惕<enter><color=White>使范围内敌人内外功比例防御削减 <color=Blue1>[=state_0]% <enter><color=White>舞蹈每波攻击力 <color=Blue1>[=damage_0] <enter><color=White>舞蹈动作需要先 <color=Blue1>起舞 <enter><color=White>舞蹈持续时间 <color=Green1>5 <color=White>秒<enter><color=White>舞蹈表演间隔 <color=Green1>5 <color=White>秒<enter><color=Gray>(效果关联 身法 力量)		100			秋月赋		翠烟\805_a(秋月赋).3e	1	-1													翠烟\秋月赋.wav											秋月赋.spr	翠烟舞仙中级舞蹈,相思之苦感染敌人使其防御降低	Gold	寒夜思君	<color=White>降低点数防御 <color=Blue0>100 <color=White>点																																	
1172	天籁心经	<color=Purple>被动武功	<color=White>抵抗混乱和眩晕概率提高 <color=Blue1>[=state_0]%<enter><color=White>当生命低于 <color=Blue1>[=state_2>]% <color=White>时<enter><color=White>内外功比例防御提高 <color=Blue1>[=state_2<]% 		100			天籁心经																												天籁心经.spr	翠烟舞仙中级心法,使自身抵抗混乱眩晕<enter>并在危险时提高防御	Gold																																			
1173	蝶怨	<color=Red3>主动负面攻击辅助	<color=White>起始消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>每秒消耗内力 <color=Red1>[=cost_mana_per_second] <color=White>点<enter><color=White>跳动一段哀怨的舞蹈使敌人心情沉重<enter><color=White>使范围内敌人移动速度降低 <color=Blue1>[=state_0]% <enter><color=White>舞蹈每波攻击力 <color=Blue1>[=damage_0] <enter><color=White>舞蹈动作需要先 <color=Blue1>起舞 <enter><color=White>舞蹈持续时间 <color=Green1>5 <color=White>秒<enter><color=White>舞蹈表演间隔 <color=Green1>5 <color=White>秒<enter><color=Gray>(效果关联 身法 力量)		100			蝶怨		翠烟\806_a(蝶怨).3e	1	-1													翠烟\蝶怨.wav											蝶怨.spr	翠烟舞仙高级舞蹈,哀怨的舞蹈使敌人心情沉痛<enter>行进缓慢	Gold	天涯相隔	<color=White>攻击力提高 <color=Blue1>20%																																	
1174	天火艳阳	<color=Red3>主动负面攻击辅助	<color=White>起始消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>每秒消耗内力 <color=Red1>[=cost_mana_per_second] <color=White>点<enter><color=White>跳动一段热情奔放的舞蹈鼓舞队友<enter><color=White>使范围内队友移动速度提高 <color=Blue1>[=state_0]%<enter><color=White>攻击速度提高 <color=Blue1>[=state_1]%<enter><color=White>施展速度提高 <color=Blue1>[=state_2]%<enter><color=White>舞蹈动作需要先 <color=Blue1>起舞 <enter><color=White>舞蹈持续时间 <color=Green1>5 <color=White>秒<enter><color=White>舞蹈表演间隔 <color=Green1>5 <color=White>秒<enter><color=Gray>(效果关联 身法)		100			天火艳阳		翠烟\天火艳阳.3e	1	-1													翠烟\天火艳阳.wav											天火艳阳.spr	翠烟舞仙高级舞蹈,热烈的舞蹈使队友充满激情<enter>斗志昂扬	Gold	倾国倾城	<color=White>攻击力提高 <color=Blue0>10% <enter><color=White>附带伤害 <color=Blue0>10 <color=White>点	一笑百媚生	<color=White>攻击力提高 <color=Blue1>15%<enter> <color=White>附带伤害 <color=Blue1>20 <color=White>点																															
1175	踏云巧步	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=Blue1>用灵巧的舞步瞬间跳动到指定位置{<enter><color=White>跳跃距离 <color=Blue1>[=skill_use_range/32] <color=White>格<enter><color=White>武功使用间隔 <color=Green1>5 <color=White>秒		100			踏云巧步																	翠烟\踏云巧步.wav											踏云巧步.spr	翠烟舞仙高级舞蹈,轻盈的步法使自身瞬间移动	Gold	轻舞飞扬 	<color=White>避闪提高 <color=Blue0>10%																																	
