enum_core	string
LOC_SSP_08	Lµm chËm
LOC_SSP_09	XÐt râ ngän ngµnh
LOC_SSP_10	Kim Chung Tr¸o
LOC_SSP_11	HuÖ Nh·n Chó
LOC_SSP_12	La H¸n TrËn
LOC_SSP_13	Ngò ChuyÓn ChØ
LOC_SSP_14	Ph¸ Ma Chó
LOC_SSP_15	Kim Cang BÊt Ho¹i
LOC_SSP_16	V« T­íng ThÇn C«ng
LOC_SSP_17	BÊt §éng Minh V­¬ng Chó
LOC_SSP_18	T©m Nh·n
LOC_SSP_19	Thèi §éc ThuËt
LOC_SSP_20	Hµm Sa X¹ ¶nh
LOC_SSP_21	Quan ¢m QuyÕt
LOC_SSP_22	§é Nguyªn QuyÕt
LOC_SSP_23	PhËt Quang Phæ ChiÕu
LOC_SSP_24	Liªn Hoa T©m Kinh
LOC_SSP_25	L­u Thñy QuyÕt
LOC_SSP_26	BÊt DiÖt T©m Ph¸p
LOC_SSP_27	PhËt Quang ChiÕn KhÝ
LOC_SSP_28	PhËt ¢m ChiÕn ý
LOC_SSP_29	Th«ng Tý QuyÒn
LOC_SSP_30	Thiªn C©n H¹p
LOC_SSP_31	Táa HÇu CÇm N· Thñ
LOC_SSP_32	Tiªu Dao Du
LOC_SSP_33	Tóy §iÖp
LOC_SSP_34	Tóy QuyÒn
LOC_SSP_35	Nª Thu C«ng
LOC_SSP_36	Th©u Thiªn Ho¸n NhËt
LOC_SSP_37	V« Ng· T©m Ph¸p
LOC_SSP_38	Th¸i Êt Tiªu Diªu C«ng
LOC_SSP_39	B¾c §Èu ThÊt Tinh trËn
LOC_SSP_40	B¸ V­¬ng T¹ Gi¸p
LOC_SSP_41	TriÒn Méng KiÕm ý
LOC_SSP_42	L¹c S­¬ng KiÕm ý
LOC_SSP_43	NguyÖt Thùc khóc
LOC_SSP_44	TÜnh D¹ T­
LOC_SSP_45	D­¬ng Quan Tam §iÖp
LOC_SSP_46	¤ D¹ §Ò
LOC_SSP_47	ThiÕu L©m Long Tr¶o Thñ
LOC_SSP_48	Mª HoÆc
LOC_SSP_49	Kim ThiÒn C«ng
LOC_SSP_50	TiÒm Long ThÇn C«ng
LOC_SSP_51	Nh­ ý Táa Nguyªn C«ng
LOC_SSP_52	ChÊn Qu©n Tam TiÕu QuyÕt
LOC_SSP_53	Thiªn Hµ ThÇn C«ng
LOC_SSP_54	V« TrÇn ThÇn C«ng
LOC_SSP_55	Tu La C«ng
LOC_SSP_56	Triªm Y ThËp B¸t §iÖt
LOC_SSP_57	Tö Hµ ThÇn C«ng
LOC_SSP_58	HuyÔn ThÇn quyÕt
LOC_SSP_59	D­¬ng Gia Kú M«n ThuÉn
LOC_SSP_60	D­¬ng Gia Tôc MÖnh QuyÕt
LOC_SSP_61	D­¬ng Gia Anh Hïng KhÝ
LOC_SSP_62	D­¬ng Gia ChiÕn §Þnh QuyÕt
LOC_SSP_63	Tµm cæ
LOC_SSP_64	§éc cæ
LOC_SSP_65	HuyÔn Cæ
LOC_SSP_66	Linh cæ
LOC_SSP_67	Ma cæ
LOC_SSP_68	Thi cæ
LOC_SSP_69	H­¬ng cæ
LOC_SSP_70	T©m cæ
LOC_SSP_71	HuyÕt cæ
LOC_SSP_72	Yªu cæ
LOC_SSP_73	Ba S¬n D¹ Vò
LOC_SSP_74	L«i TÕ
LOC_SSP_75	Phong TÕ
LOC_SSP_76	Cang Phong QuyÕt
LOC_SSP_77	Kinh Phong ThuÊn L«i QuyÕt
LOC_SSP_78	V¹n L«i To¸i Tinh Phï
LOC_SSP_79	HuyÒn Phong TriÒn ý QuyÕt
LOC_SSP_80	Tiªn Phong L­u T¸n QuyÕt
LOC_SSP_81	D­¬ng Sa QuyÕt
LOC_SSP_82	Ngù Phong QuyÕt
LOC_SSP_83	Kim L« Hé ThÓ
LOC_SSP_84	Thiªn KiÕp PhÇn
LOC_SSP_85	Ng­ng Háa BÝch
LOC_SSP_86	KhÝ Hãa Du Long
LOC_SSP_87	B¹o S¸t K×nh
LOC_SSP_88	Cµn Kh«n §¹i Na Di
LOC_SSP_89	Håi Phong LiÖt DiÖm
LOC_SSP_90	Quang Minh Bót Ph¸p
LOC_SSP_91	Kim Táa TrËn
LOC_SSP_92	HuyÒn Thñy TrËn
LOC_SSP_93	Phong Binh LÖnh
LOC_SSP_94	Bµn Méc TrËn
LOC_SSP_95	TÊn ¶nh LÖnh
LOC_SSP_96	Cµn Kh«n NghÞch ChuyÓn
LOC_SSP_97	NghiÖp Háa TrËn
LOC_SSP_98	Thæ Lao TrËn
LOC_SSP_99	Ngò Linh Quy Nguyªn
LOC_SSP_100	Quang Minh Ngò Hµnh TrËn
LOC_SSP_101	§o¹n Cèt Tr¶o
LOC_SSP_102	Hñ Th­¬ng Ên
LOC_SSP_103	B¨ng HuyÕt Ên
LOC_SSP_104	HÊp HuyÕt Ên
LOC_SSP_105	Hµn HuyÕt Ên
LOC_SSP_106	ThÝch Cèt Ên
LOC_SSP_107	Truy Hån Ên
LOC_SSP_108	ThÝ C¶nh Tr¶o
LOC_SSP_109	Hµn B¨ng HuyÕt Ch­íng
LOC_SSP_110	Hãa HuyÕt Ên
LOC_SSP_111	VÉn Th­¬ng Ên
LOC_SSP_112	Hµn B¨ng Miªn Ch­ëng
LOC_SSP_113	Hµn B¨ng Ng­ng HuyÕt Ên
LOC_SSP_114	Khëi Vò
LOC_SSP_115	Linh Miªu VËn
LOC_SSP_116	MÞ Hoa
LOC_SSP_117	§o¹n V©n QuyÕt 
LOC_SSP_118	Thu NguyÖt Phó
LOC_SSP_119	§iÖp O¸n
LOC_SSP_120	Thiªn Háa DiÔm D­¬ng
LOC_SSP_121	Méng Xµ
LOC_SSP_122	Loan Phông Cöu Thiªn
LOC_SSP_123	Tóy Méng Ng©m
LOC_SSP_124	L¹c Hoa QuyÕt
LOC_SSP_125	§µo hoa ch­¬ng
LOC_SSP_126	Táa T©m QuyÕt
LOC_SSP_127	Linh §éng QuyÕt
LOC_SSP_128	Mª X¶o QuyÕt
LOC_SSP_129	Tiªn L­ H­¬ng
LOC_SSP_130	§iÖp LuyÕn Hoa
LOC_SSP_131	Cöu Vü Hoa Tiªn QuyÕt
LOC_SSP_132	Phån Hoa MËu
LOC_SSP_133	T¨ng søc m¹nh
LOC_SSP_134	T¨ng th©n ph¸p
LOC_SSP_135	T¨ng néi c«ng
LOC_SSP_136	T¨ng linh ho¹t
LOC_SSP_137	T¨ng g©n cèt
LOC_SSP_138	S¸t ý
LOC_SSP_139	Hçn §én §Êu Ph¸ch
LOC_SSP_140	LuyÖn KiÕm-SÝ Hµn
LOC_SSP_141	LuyÖn KiÕm-Thiªn Minh
LOC_SSP_142	LuyÖn KiÕm-Phong CËn
LOC_SSP_143	KiÕm Thñ Kh«ng Minh-ChÝnh
LOC_SSP_144	KiÕm Thñ Kh«ng Minh-Phô
LOC_SSP_145	Thiªn Phong Trôy
LOC_SSP_146	KiÕm ý Ph¶n X¹
LOC_SSP_147	Phån Hoa-H­ Nh­îc
LOC_SSP_148	¸p chÕ
LOC_SSP_149	CÊm vËt
LOC_SSP_150	ThÕ Th©n phï
LOC_SSP_151	Bång Lai Tiªn Thñy
LOC_SSP_152	Bång Lai Tiªn Lé
LOC_SSP_153	Bång Lai Tiªn §¬n
LOC_SSP_154	Bång Lai Lé Thñy
LOC_SSP_155	§iÖp LuyÕn
LOC_SSP_156	Custom0
LOC_SSP_157	Custom1
LOC_SSP_158	Custom2
LOC_SSP_159	Custom3
LOC_SSP_160	Custom4
LOC_SSP_161	Custom5
LOC_SSP_162	Custom6
LOC_SSP_163	Custom7
LOC_SSP_164	Custom8
LOC_SSP_165	Custom9
LOC_SAR_01	TrÞ tr¶ vÒ v« hiÖu
LOC_SAR_02	Thao t¸c thµnh c«ng
LOC_SAR_03	Thao t¸c thÊt b¹i
LOC_SAR_04	Kh«ng cã sè hiÖu cöa hiÖu nµy.
LOC_SAR_05	Kh«ng cã quyÒn h¹n chØnh söa
LOC_SAR_06	TiÒn trªn ng­êi kh«ng ®ñ
LOC_SAR_07	TiÒn trong cöa hiÖu kh«ng ®ñ.
LOC_SAR_08	Kh«ng cã lo¹i h×nh cöa hiÖu nµy.
LOC_SAR_09	Xem tin tøc ®¹o cô trong r­¬ng thÊt b¹i.
LOC_SAR_10	Xem tin tøc cöa hiÖu thÊt b¹i.
LOC_SAR_11	Kh«ng cã danh s¸ch cöa hiÖu.
LOC_SAR_12	Hñy bá cöa hiÖu thÊt b¹i.
LOC_SAR_13	Më cöa hiÖu thÊt b¹i.
LOC_SAR_14	§ãng cöa hiÖu thÊt b¹i.
LOC_SAR_15	ThiÕt lËp tr¹ng th¸i vËt phÈm thÊt b¹i.
LOC_SAR_16	ThiÕt lËp gi¸ c¶ vËt phÈm thÊt b¹i.
LOC_SAR_17	Trªn tay kh«ng cã vËt phÈm
LOC_SAR_18	Kh«ng ph¶i r­¬ng hµng b¸n.
LOC_SAR_19	Kh«ng ph¶i r­¬ng hµng mua.
LOC_SAR_20	Tr¹ng th¸i vËt phÈm kh«ng ®óng.
LOC_SAR_21	R­¬ng hµng b¸n ®· ®Çy!
LOC_SAR_22	TiÒn trong cöa hiÖu ®· qu¸ nhiÒu råi.
LOC_SAR_23	VËt phÈm ®· qu¸ ®Çy!
LOC_SAR_24	TiÒn ®· qu¸ ®Çy!
LOC_SAR_25	Ch­a mua ®­îc vËt phÈm.
LOC_SAR_26	VËt phÈm muèn mua vµ vËt phÈm trong cöa hiÖu kh«ng trïng khíp!
LOC_SAR_27	Sè l­îng vËt phÈm kh«ng ®óng.
LOC_SAR_28	VËt phÈm muèn b¸n vµ vËt phÈm trong cöa hiÖu kh«ng trïng khíp!
LOC_SAR_29	VËt phÈm ®· mua, kh«ng thÓ hñy bá thao t¸c.
LOC_SAR_30	Sè l­îng vËt phÈm muèn b¸n v­ît qu¸ giíi h¹n!
LOC_SAR_31	Cöa hiÖu vÉn ch­a më.
LOC_SAR_32	Kh«ng cã danh s¸ch cöa hiÖu míi.
LOC_SAR_33	Kh«ng cã th«ng tin cöa hiÖu míi.
LOC_SAR_34	Kh«ng cã d÷ liÖu r­¬ng míi.
LOC_SAR_35	Kh«ng cã ®¹o cô cÇn t×m.
LOC_SAR_36	T¹m thêi kh«ng thÓ sö dông lo¹i ®¹o cô nµy.
LOC_SAR_37	V× cöa hiÖu bÞ lêi nguyÒn nªn khiÕn cho ®¹o cô chÝnh mÊt hiÖu lùc.
LOC_SAR_38	V× cöa hiÖu bÞ lêi nguyÒn nªn khiÕn cho ®¹o cô phô mÊt hiÖu lùc.
LOC_SAR_39	§· cã hiÖu qu¶ ®¹o cô chÝnh
LOC_SAR_40	§· cã hiÖu qu¶ ®¹o cô phô
LOC_SAR_41	Thø h¹ng ®· lªn ®Õn møc cao nhÊt cã thÓ
LOC_SAR_42	Thø h¹ng ®· xuèng ®Õn møc thÊp nhÊt cã thÓ
LOC_SAR_43	§¼ng cÊp cña b¹n qu¸ thÊp
LOC_SAR_44	Kh«ng thÓ mua thªm r­¬ng n÷a.
LOC_SAR_45	Tªn cöa hiÖu nµy ®· cã råi.
LOC_A_G_UIGAME_QUERY_POS	NhËn ®­îc täa ®é (tiªu hao %d ®iÓm thÇn hµnh)
LOC_A_G_UIGAME_0	T¸n gÉu
LOC_A_G_UIGAME_1	H¶o h÷u
LOC_A_G_UIGAME_2	Giao dÞch
LOC_A_G_UIGAME_3	NhËp ®éi
LOC_A_G_UIGAME_4	Tæ ®éi
LOC_A_G_UIGAME_5	Theo sau
LOC_A_G_UIGAME_6	Tin tøc
LOC_A_G_UIGAME_7	Bang héi
LOC_A_G_BLACKLIST_UNITNAME	Sæ ®en
LOC_A_G_UIGAME_8	Tû vâ
LOC_A_G_UIGAME_9	Gëi tiÒn
LOC_A_G_UIGAME_10	Tõ khãa kªnh c«ng céng
LOC_A_G_UIGAME_11	BÈm b¸o
LOC_A_G_UIGAME_12	Truy  n·
LOC_A_G_UIGAME_13	NhËn lµm ®å ®Ö
LOC_C_CHANNEL_TEAM	Tæ
LOC_C_FACTION	Faction#
LOC_C_TONG	Bang héi
LOC_C_CHANNEL_NEARBY	CËn
LOC_C_GM	GM
LOC_C_TONG_UNION	TongUnion#
LOC_FAVORITE_NPC_MENU_COLLECT	Thu thËp
LOC_FAVORITE_NPC_MENU_DELETE	Hñy bá
LOC_SKILL_VALID_ENEMY_PLAYER	Thï
LOC_SKILL_VALID_ENEMY_NPC	Qu¸i vËt
LOC_SKILL_VALID_ENEMY_YIN	Yªu Ma
LOC_SKILL_VALID_CORPSE_KIND_0	Thi thÓ ®éng vËt
LOC_SKILL_VALID_CORPSE_KIND_1	Thi thÓ ng­êi
LOC_SKILL_VALID_CORPSE_KIND_2	Thi thÓ thuéc tÝnh ©m
LOC_SKILL_VALID_CORPSE_KIND_PLAYER	Thi thÓ ng­êi ch¬i
LOC_SKILL_VALID_REVIVAL_OWN	§èi t­îng phôc sinh phe ta
LOC_SKILL_VALID_REVIVAL_ALLY	§èi t­îng phôc sinh phe b¹n
LOC_SKILL_VALID_REVIVAL_ENEMY	§èi t­îng phôc sinh phe ®Þch
LOC_RELATION_NONE	
LOC_RELATION_SELF	Ta
LOC_RELATION_ALLY	B¹n
LOC_RELATION_ENEMY	KÎ thï
LOC_RELATION_CORPSE_NONENEMY	Thi thÓ phi cõu nh©n 
LOC_RELATION_CORPSE_ENEMY	Thi thÓ 
LOC_RELATION_DIALOG	
LOC_RELATION_OBJECT	
LOC_RELATION_HORSE	
LOC_RELATION_NONENEMY	Phe m×nh
LOC_RELATION_SAMECAMP	Cïng phe
LOC_RELATION_RESERVED_1	
LOC_RELATION_RESERVED_2	
LOC_RELATION_REVIVAL	Thi thÓ håi sinh
LOC_TRUSTEESHIP_1	
LOC_TRUSTEESHIP_2	B¹ch C©u Hoµn
LOC_TRUSTEESHIP_3	ThÇn N«ng §¬n
LOC_TRUSTEESHIP_4	
LOC_TRUSTEESHIP_5	Th¸i B¹ch Kim §¬n
LOC_ACTION_NAME_1	C­ìi ngùa ®«i
LOC_ACTION_NAME_2	N¾m tay nhau
LOC_ACTION_NAME_3	Câng
LOC_ACTION_NAME_4	¤m
LOC_ACTION_NAME_5	H«n
LOC_ACTION_NAME_6	An ñi
LOC_TM_TITLE_LEADER	Bang chñ
LOC_TM_TITLE_VICE_LEADER	Phã bang
LOC_TM_TITLE_ELDER_LEADER	Tr­ëng l·o
LOC_TM_TITLE_SECTION_LEADER	§­êng chñ
LOC_TM_TITLE_CHILD_SECTION_LEADER	H­¬ng chñ
LOC_TM_TITLE_NORMAL_MEMBER	Bang chóng
LOC_REPLY_CONTENT_1	Cã lÏ lóc nµy t«i ®i ra ngoµi nªn kh«ng tr¶ lêi b¹n ®­îc.
LOC_REPLY_CONTENT_2	§ang luyÖn c«ng, xin ®õng quÊy rÇy!
LOC_REPLY_CONTENT_3	T«i ®ang ¨n c¬m, liªn hÖ l¹i sau nhÐ!
LOC_REPLY_CONTENT_4	T«i cã viÖc ph¶i ®i, chót n÷a gÆp l¹i nhÐ!
LOC_GRUP_MENU_1	LËp nhãm
LOC_GRUP_MENU_2	§æi tªn nhãm
LOC_GRUP_MENU_3	Gi¶i t¸n nhãm
LOC_FRIEND_MENU_1	NhËn ®­îc täa ®é (tiªu hao %d ®iÓm thÇn hµnh)
LOC_FRIEND_MENU_2	Gëi tin
LOC_FRIEND_MENU_3	ChuyÓn ®Õn nhãm kh¸c
LOC_FRIEND_MENU_4	Hñy bá
LOC_SAY_TOO_FAST	Kh«ng thÓ ph¸t tin liªn tôc! Xin ®îi gi©y l¸t!
LOC_CANNOT_ADDPROPERTY	B¹n ®· rÊt mÖt mái, kh«ng thÓ thùc hiÖn thao t¸c nµy!
LOC_CANNOT_OFFLINE	HiÖn t¹i ng­êi ch¬i qu¸ ®«ng, h·y ®îi lóc kh¸c míi cã thÓ ñy th¸c rêi m¹ng.!
LOC_A_TREASURE_DESC_BAGUA_ITEM	Bé b¸t qu¸i
LOC_A_TREASURE_DESC_MONEY	TiÒn vâ l©m
LOC_A_TREASURE_DESC_BIG_YINGPIAO	§¹i ng©n phiÕu
LOC_A_TREASURE_DESC_SMALL_YINPIAO	tiÓu ng©n phiÕu
LOC_A_TREASURE_DESC_SCRIPT	KÞch b¶n
LOC_A_TREASURE_DESC_GOLDCOIN	Xu
LOC_TRADE_GOLD_COIN_WITH_BOX_LOCK	Khi r­¬ng bÞ khãa kh«ng thÓ giao dÞch tiÒn Xu.!
LOC_K_MESSAGE_USE_EXCHAGE_FAIL	B¹n võa t¹i ¤ng chñ tiÒn trang dïng %d Xu n¹p %d giê ch¬i thÊt b¹i, h·y thao t¸c l¹i!
LOC_K_MESSAGE_USE_EXCHAGE_SUCCESS	B¹n dïng %d tiÒn xu ®Ó ®æi ra %d ngµy ch¬i thµnh c«ng!
LOC_TRADE_GOLD_COIN_MSG	Giao dÞch cã ®em theo tiÒn, xö lý cÇn thêi gian nhÊt ®Þnh, h·y ®Õn xxx nhËn vËt phÈm giao dÞch
LOC_ITEM_EXPIRE	%s cña b¹n ®· qu¸ h¹n sö dông.
LOC_TRADE_SERVER_BUSY	Khi m¸y chñ bËn, ®Ó tr¸nh tæn thÊt ngoµi ý muèn, xin ®îi lóc kh¸c h·y giao dÞch.
LOC_G_AUTOPATH_SEARCH_MAP	T×m vÞ trÝ
LOG_G_AUTOPATH_SEARCH_NPC	T×m NPC
LOG_G_AUTOPATH_NAME	Tªn
LOG_G_AUTOPATH_TIP	nh¾c nhë
LOG_G_AUTOPATH_WORLDMAP	B¶n ®å thÕ giíi
LOG_G_AUTOPATH_IS_OBSTACLE	Môc tiªu bÞ chÆn
LOG_G_AUTOPATH_CANNOT_TOUTH	Môc tiªu lçi
LOG_G_AUTOPATH_CANNOT_START	Tr¹ng th¸i hiÖn t¹i kh«ng thÓ b¾t ®Çu tù t×m ®­êng.
LOG_G_AUTOPATH_FAIL	Tù ®éng t×m ®­êng thÊt b¹i
LOG_G_AUTOPATH_RIGHTCLICK	Sö dông chuét ph¶i tù ®éng t×m ®­êng
LOC_TONG_MSG_PROMOTION	Tin tøc
LOC_REBORN_MENHUI_0	Ch­a
LOC_REBORN_MENHUI_1	Long
LOC_REBORN_MENHUI_2	Hæ
LOC_REBORN_MENHUI_3	¦ng
LOC_REBORN_MENHUI_4	Phông
LOC_PET_BOOK_FINISH	B¹n ®ång h·nh ®· luyÖn mËt tÞch thµnh c«ng, hiÖn t¹i cã thÓ nhËn l¹i hoÆc tiÕp tôc luyÖn s¸ch
LOC_PET_BOOK_NOT_FIT	chØ cã thÓ ®­a vµo mËt tÞch cã thÓ luyÖn
LOC_PET_BOOK_TO_MUCH_ITEM	VËt phÈm bá vµo ®· ®ñ nhiÒu råi, kh«ng thÓ bá thªm
LOC_PET_BOOK_IN_READING	HiÖn ®ang luyÖn s¸ch, kh«ng thÓ lÊy l¹i mËt tÞch hoÆc thªm nguyªn liÖu vµo
LOC_PET_BOOK_ITEM_ERROR	ChØ cã thÓ ®Æt vµo §¹i Nh©n S©m hoÆc tiÓu Nh©n S©m
LOC_PET_BOOK_NO_BOOK	VÉn ch­a ®Æt mËt tÞch hoÆc mËt tÝch ®· ®Çy, kh«ng thÓ luyÖn 
LOC_PET_BOOK_NO_ITEM	VÉn ch­a ®Æt nguyªn liÖu, kh«ng thÓ luyÖn
LOC_PET_BOOK_NO_FEED_SKILL	C¸c h¹ vÉn ch­a häc ®­îc ThuÇn Thó ThuËt, kh«ng thÓ luyÖn s¸ch
LOC_PET_STATUS_RETIRE	nghØ ng¬i
LOC_PET_STATUS_FIGHT	xuÊt chiÕn
LOC_PET_COMPOSE_LACK_CONSUME	PhÝ luyÖn yªu kh«ng ®ñ, luyÖn yªu thÊt b¹i
LOC_PET_SEL_2_PET_COMPOSE	H·y chän 2 b¹n ®ång hµnh tiÕn hµnh LuyÖn Yªu.
LOC_PET_SEL_PET_TO_OPERATE	H·y chän b¹n ®ång hµnh
LOC_TEXT_FILT_NOPASS	Vui lßng kh«ng sö dông ng«n ng÷ bÊt hîp lÖ
LOC_PET_NOT_ENOUGH_LINGLI	Linh lùc kh«ng ®ñ [%d], thao t¸c thÊt b¹i
LOC_PET_FEED_SKILL_LV_TOO_LOW	CÊp ®é ThuÇn Thó ThËt kh«ng ®ñ ®Ó së h÷u b¹n ®ång hµnh cÊp ®é nµy
LOC_PET_ONLY_FIGHT_ONE_CAN_CALL_OUT	ChØ cã thÓ triÖu gäi b¹n ®ång hµnh ®· xuÊt chiÕn!
LOC_PET_COMPOSE_NO_WORKING	B¹n ®ång hµnh trong tr¹ng th¸i xuÊt chiÕn kh«ng thÓ tham gia luyÖn yªu.
LOC_PET_BOOK_NO_PET	C¸c h¹ vÉn ch­a cã b¹n ®ång hµnh, kh«ng thÓ luyÖn s¸ch.
LOC_PET_NO_DEL_WORKING	B¹n ®ång hµnh ®ang xuÊt chiÕn, kh«ng thÓ gi¶i bá.
LOC_PET_NO_SET_WORKING_WHEN_READ	HiÖn ®ang luyÖn s¸ch, kh«ng thÓ thay ®æi tr¹ng th¸i xuÊt chiÕn cña b¹n ®ång hµnh
LOC_PET_BOOK_NOBOOK_OR_FULL	VÉn ch­a ®Æt mËt tÞch cÇn luyÖn hoÆc mËt tÞch ®Æt vµo ®· ®Çy
LOC_PET_BOOK_PETCH_ITEM_FIRST	H·y rót l¹i nguyªn vËt liÖu tr­íc míi cã thÓ nhËn l¹i mËt tÞch
LOC_PET_LACK_OF_TIANZI	T­ chÊt cßn l¹i kh«ng ®ñ
LOC_PET_LEVEL_TO_LOW	CÊp ®é b¹n ®ång hµnh cña c¸c h¹ kh«ng ®ñ ®Ó luyÖn s¸ch kü n¨ng nµy!
LOC_PET_EXISTS_UPLEVEL_SKILL	B¹n ®ång hµnh cña c¸c h¹ ®· cã kü n¨ng cao cÊp h¬n råi!
LOC_NEED_TIANZI	T­ chÊt yªu cÇu:
LOC_TAKE_WITH_SKILL	Kü n¨ng ®· cã:
LOC_PET_LEVEL	CÊp ®é: %d
LOC_PET_COMPOSE_NEWS	%s th«ng qua luyÖn yªu nhËn ®­îc b¹n ®ång hµnh cÊp %d-%s, qu¶ thËt may m¾n.
LOC_HOLD_TIANZI	ChiÕm t­ chÊt:
LOC_TIANZI	T­ chÊt
LOC_MERIDIAN_SYSTEM_UPDATE	N©ng cÊp hÖ thèng kinh m¹ch, ®iÓm sè kÝnh m¹ch cña c¸c h¹ ®· ®­îc ®Æt l¹i
LOC_MERIDIAN_NODE_IS_MAX_LV	HuyÖt vÞ nµy ®· ®¹t tÇng cao nhÊt, ®iÓm huyÖt thÊt b¹i
LOC_MERIDIAN_NODE_NOT_CONNECT	HuyÖt vÞ tiÒn ®Ò vÉn ch­a ®¶ th«ng, ®iÓm huyÖt thÊt b¹i
LOC_MERIDIAN_LEVEL_NOT_ENOUGH	C¶nh giíi ban ®Çu cña c¸c h¹ kh«ng ®ñ, ®iÓm huyÖt thÊt b¹i
LOC_MERIDIAN_QIHAI_NOT_ENOUGH	Ch©n khÝ cßn l¹i trong KhÝ H¶i kh«ng ®ñ
LOC_MERIDIAN_LEVEL_NOT_OPEN	C¶nh giíi ch­a khai th«ng
LOC_MERIDIAN_DANTIAN_FULL	Ch©n khÝ t¹i §an §iÒn ®· ®¹t giíi h¹n, ®iÓm huyÖt thÊt b¹i
LOC_MERIDIAN_QIHAI_FULL	Ch©n khÝ t¹i KhÝ H¶i ®· ®¹t giíi h¹n, ch©n khÝ kh«ng thÓ nhËn thªm
LOC_MERIDIAN_GAIN_ZHENQI	NhËn ®­îc %d ®iÓm ch©n khÝ
LOC_MERIDIAN_LOSE_ZHENQI	Tiªu hao %d ®iÓm ch©n khÝ
LOC_MERIDIAN_NODE_LEVEL	TÇng sè
LOC_MERIDIAN_TYPE_ZHENQI	§· nhËp vµo ch©n khÝ
LOC_MERIDIAN_CUR_EFFECT	HiÖu qu¶ hiÖn t¹i
LOC_MERIDIAN_WITH_SKILL	HiÖu qu¶ kü n¨ng
LOC_MERIDIAN_NODE_NOT_ACTIVE	Ch­a kÝch ho¹t
LOC_MERIDIAN_NODE_MAX_LEVEL	§· ®¹t tÇng cao nhÊt
LOC_MERIDIAN_NODE_NEXT_LEVEL	TÇng kÕ tiÕp
LOC_MERIDIAN_NODE_CONDITION	§iÒu kiÖn kÝch ho¹t
LOC_MERIDIAN_NODE_NEED_ZHENQI	CÇn tiªu hao ch©n khÝ
LOC_MERIDIAN_NODE_NEED_JINGJIE	Yªu cÇu c¶nh giíi
LOC_MERIDIAN_NODE_NEED_PRE_LEVEL	Yªu cÇu tÇng sè huyÖt vÞ tr­íc
LOC_MERIDIAN_NODE_NEED_OTHER	Yªu cÇu kh¸c
LOC_MERIDIAN_NODE_NEXT_EFFECT	KÝch ho¹t hiÖu qu¶
LOC_MERIDIAN_NODE_CAN_ACTIVE	Cã thÓ kÝch ho¹t
LOC_MERIDIAN_NODE_CANNOT_ACTIVE	Ch­a ®¹t ®­îc
LOC_MERIDIAN_NODE_CUR_LEVEL	TÇng sè hiÖn t¹i
LOC_MERIDIAN_NODE_NO_EFFECT	Kh«ng hiÖu qu¶
LOC_MERIDIAN_MAX_ZHENQI	Giíi h¹n ch©n khÝ
LOC_MERIDIAN_LEVEL_CONDITION	§iÒu kiÖn kÝch ho¹t
LOC_MERIDIAN_LEVEL_OPENED	C¶nh giíi ®· kÝch ho¹t
LOC_MERIDIAN_INPUT_EXCHG_CNT	NhËp sè lÇn luyÖn hãa
LOC_MERIDIAN_NODE_UPDATED	Chóc mõng, c¸c h¹ thµnh c«ng ®¶ th«ng huyÖt vÞ [%s-%s] tÇng thø [%d]
LOC_MERIDIAN_LEVEL_UPDATED	Chóc mõng, c¸c h¹ ®· ®¹t ®Õn c¶nh giíi [%s]
LOC_MERIDIAN_CALL_BACK_CANNOT_BREAK	§ang tu luyÖn kh«ng thÓ gi¸n ®o¹n
LOC_MERIDIAN_CALL_BACK_CANNOT_START	HiÖn ®ang tu luyÖn kh«ng thÓ b¾t ®Çu l¹i
LOC_MERIDIAN_CALL_BACK_NOT_PEACE_AREA	Khu vùc hiÖn t¹i kh«ng thÓ tiÕn hµnh tu luyÖn
LOC_MERIDIAN_CALL_BACK_IN_INTERACTIVE	HiÖn kh«ng thÓ tu luyÖn
LOC_MERIDIAN_CALL_BACK_DEAD	C¸c h¹ ®· träng th­¬ng, kh«ng thÓ tu luyÖn
LOC_MERIDIAN_CALL_BACK_FIGHT	HiÖn ®ang chiÕn ®Êu, kh«ng thÓ tu luyÖn
LOC_MERIDIAN_NOT_OPEN_EXPCHG	C¶nh giíi hiÖn t¹i vÉn ch­a khai th«ng ch©n khÝ luyÖn hãa
LOC_MERIDIAN_EXPCHG_LEVEL_ERR	CÊp ®é ch­a ®¹t ®Õn 99, kh«ng thÓ luyÖn hãa ch©n khÝ
LOC_MERIDIAN_MKZHENQI_NO_CAPACITY	Ch©n khÝ ®· ®¹t giíi h¹n, kh«ng thÓ tu luyÖn
LOC_MERIDIAN_MKZHENQI_SELLING	HiÖn ®ang bµy b¸n kh«ng thÓ tu luyÖn
LOC_MERIDIAN_MKZHENQI_TRADE	HiÖn ®ang giao dÞch kh«ng thÓ tu luyÖn
LOC_MERIDIAN_MKZHENQI_QUIT	HiÖn ®ang rêi khái trß ch¬i kh«ng thÓ tu luyÖn
LOC_MERIDIAN_MKZHENQI_PK	Tr¹ng th¸i chiÕn ®Êu kh«ng thÓ tu luyÖn
LOC_MERIDIAN_SYSTEM_CLOSE	HÖ thèng kinh m¹ch vÉn ch­a khai th«ng
